Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency,Measure,Unit,Value,Dataset,Source
road,passenger,ldv,lpg,2017-12-31,07_INA,Yearly,Occupancy,Passengers,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,07_INA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,07_INA,Yearly,Turnover_rate,,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,08_JPN,Yearly,Load,Tonnes,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,08_JPN,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,08_JPN,Yearly,Occupancy,Passengers,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,08_JPN,Yearly,Turnover_rate,,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,09_ROK,Yearly,Load,Tonnes,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,09_ROK,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,09_ROK,Yearly,Occupancy,Passengers,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,09_ROK,Yearly,Turnover_rate,,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,10_MAS,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,10_MAS,Yearly,Load,Tonnes,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,10_MAS,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,10_MAS,Yearly,Occupancy,Passengers,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,10_MAS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,10_MAS,Yearly,Turnover_rate,,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,10_MAS,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,11_MEX,Yearly,Load,Tonnes,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,11_MEX,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,11_MEX,Yearly,Occupancy,Passengers,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,11_MEX,Yearly,Turnover_rate,,0.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,12_NZ,Yearly,Load,Tonnes,0.0,8th edition transport model,Reference
