Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency,Measure,Unit,Value,Dataset,Source
road,freight,ht,g,2017-12-31,06_HKC,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,lpg,2017-12-31,06_HKC,Yearly,freight_tonne_km,freight_tonne_km,397867875.4360285,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,cng,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,286277879.0,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,206807141900.0,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,g,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,18130932520.0,8th edition transport model,Carbon neutrality
road,freight,ht,lpg,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,phevd,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,95350041.0,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,9598818.0,8th edition transport model,Carbon neutrality
road,freight,ht,cng,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,725295591.0,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,97789190140.0,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,g,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,106318666500.0,8th edition transport model,Carbon neutrality
road,freight,ht,lpg,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,314294800.0,8th edition transport model,Carbon neutrality
road,freight,ht,phevd,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,09_ROK,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,09_ROK,Yearly,freight_tonne_km,freight_tonne_km,135651098399.99998,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,09_ROK,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,lpg,2017-12-31,09_ROK,Yearly,freight_tonne_km,freight_tonne_km,12467931870.0,8th edition transport model,Carbon neutrality
road,freight,ht,phevd,2017-12-31,09_ROK,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,10_MAS,Yearly,freight_tonne_km,freight_tonne_km,25709283.7555811,8th edition transport model,Carbon neutrality
road,freight,ht,cng,2017-12-31,10_MAS,Yearly,freight_tonne_km,freight_tonne_km,4764046166.0591755,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,10_MAS,Yearly,freight_tonne_km,freight_tonne_km,145430838501.4073,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,10_MAS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,g,2017-12-31,10_MAS,Yearly,freight_tonne_km,freight_tonne_km,14483135919.7173,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,11_MEX,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,cng,2017-12-31,11_MEX,Yearly,freight_tonne_km,freight_tonne_km,34674773.495901905,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,11_MEX,Yearly,freight_tonne_km,freight_tonne_km,221030352249.57178,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,11_MEX,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,g,2017-12-31,11_MEX,Yearly,freight_tonne_km,freight_tonne_km,24958371260.60809,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,cng,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,5295618.999999999,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,18739240770.0,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,g,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,409303487.0,8th edition transport model,Carbon neutrality
road,freight,ht,lpg,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,19513632.0,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,974584536.0,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,g,2017-12-31,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,102899754.0,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,14_PE,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,cng,2017-12-31,14_PE,Yearly,freight_tonne_km,freight_tonne_km,2803774340.859145,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,14_PE,Yearly,freight_tonne_km,freight_tonne_km,52224058442.83269,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,14_PE,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,g,2017-12-31,14_PE,Yearly,freight_tonne_km,freight_tonne_km,3218911153.37451,8th edition transport model,Carbon neutrality
road,freight,ht,lpg,2017-12-31,14_PE,Yearly,freight_tonne_km,freight_tonne_km,3738365787.812194,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,15_RP,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,15_RP,Yearly,freight_tonne_km,freight_tonne_km,50428558390.0,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,15_RP,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,g,2017-12-31,15_RP,Yearly,freight_tonne_km,freight_tonne_km,823986892.0,8th edition transport model,Carbon neutrality
road,freight,ht,lpg,2017-12-31,15_RP,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,cng,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,6299253936.297752,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,143203038955.204,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,g,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,74191212732.0371,8th edition transport model,Carbon neutrality
road,freight,ht,lpg,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,2799668425.365764,8th edition transport model,Carbon neutrality
road,freight,ht,phevd,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,17_SIN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,17_SIN,Yearly,freight_tonne_km,freight_tonne_km,5637616292.0,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,17_SIN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,g,2017-12-31,17_SIN,Yearly,freight_tonne_km,freight_tonne_km,47211943.0,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,37233825608.855255,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,g,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,10928479.282883799,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,cng,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,41339547972.874084,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,142624504773.3408,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,g,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,107770060.1935435,8th edition transport model,Carbon neutrality
road,freight,ht,lpg,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,15301711432.07819,8th edition transport model,Carbon neutrality
road,freight,ht,phevd,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,21556281.526996903,8th edition transport model,Carbon neutrality
road,freight,ht,cng,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,8677362000.481573,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,2318478509605.3887,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,g,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,621420954713.4647,8th edition transport model,Carbon neutrality
road,freight,ht,lpg,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,1420032344.573634,8th edition transport model,Carbon neutrality
road,freight,ht,phevd,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,d,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,62794345380.00001,8th edition transport model,Carbon neutrality
road,freight,ht,fcev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ht,g,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,634286284.0,8th edition transport model,Carbon neutrality
road,freight,ht,bev,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,cng,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,20273983.8150333,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,196590240199.0082,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,9128182624.377253,8th edition transport model,Reference
road,freight,ht,lpg,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,1409046603.770782,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,993549392.1065664,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,37670013.0255094,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,cng,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,453554284.0,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,213417910800.0,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,143075763200.00003,8th edition transport model,Reference
road,freight,ht,lpg,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,2845022325.0,8th edition transport model,Reference
road,freight,ht,phevd,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,04_CHL,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,04_CHL,Yearly,freight_tonne_km,freight_tonne_km,31171314560.0,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,04_CHL,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,04_CHL,Yearly,freight_tonne_km,freight_tonne_km,305601121.0,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,61874000.0,8th edition transport model,Reference
road,freight,ht,cng,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,79864189999.99998,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,6072511000000.0,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,lpg,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,15972840000.0,8th edition transport model,Reference
road,freight,ht,phevd,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,06_HKC,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,06_HKC,Yearly,freight_tonne_km,freight_tonne_km,5615241281.521074,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,06_HKC,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,06_HKC,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,lpg,2017-12-31,06_HKC,Yearly,freight_tonne_km,freight_tonne_km,397867875.4360285,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,cng,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,286277879.0,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,206807141900.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,18130932520.0,8th edition transport model,Reference
road,freight,ht,lpg,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,phevd,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,95350041.0,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,9598818.0,8th edition transport model,Reference
road,freight,ht,cng,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,725295591.0,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,97789190140.0,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,106318666500.0,8th edition transport model,Reference
road,freight,ht,lpg,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,314294800.0,8th edition transport model,Reference
road,freight,ht,phevd,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,09_ROK,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,09_ROK,Yearly,freight_tonne_km,freight_tonne_km,135651098399.99998,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,09_ROK,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,lpg,2017-12-31,09_ROK,Yearly,freight_tonne_km,freight_tonne_km,12467931870.0,8th edition transport model,Reference
road,freight,ht,phevd,2017-12-31,09_ROK,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,10_MAS,Yearly,freight_tonne_km,freight_tonne_km,25709283.7555811,8th edition transport model,Reference
road,freight,ht,cng,2017-12-31,10_MAS,Yearly,freight_tonne_km,freight_tonne_km,4764046166.0591755,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,10_MAS,Yearly,freight_tonne_km,freight_tonne_km,145430838501.4073,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,10_MAS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,10_MAS,Yearly,freight_tonne_km,freight_tonne_km,14483135919.7173,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,11_MEX,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,cng,2017-12-31,11_MEX,Yearly,freight_tonne_km,freight_tonne_km,34674773.495901905,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,11_MEX,Yearly,freight_tonne_km,freight_tonne_km,221030352249.57178,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,11_MEX,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,11_MEX,Yearly,freight_tonne_km,freight_tonne_km,24958371260.60809,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,cng,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,5295618.999999999,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,18739240770.0,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,409303487.0,8th edition transport model,Reference
road,freight,ht,lpg,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,19513632.0,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,974584536.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,102899754.0,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,14_PE,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,cng,2017-12-31,14_PE,Yearly,freight_tonne_km,freight_tonne_km,2803774340.859145,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,14_PE,Yearly,freight_tonne_km,freight_tonne_km,52224058442.83269,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,14_PE,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,14_PE,Yearly,freight_tonne_km,freight_tonne_km,3218911153.37451,8th edition transport model,Reference
road,freight,ht,lpg,2017-12-31,14_PE,Yearly,freight_tonne_km,freight_tonne_km,3738365787.812194,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,15_RP,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,15_RP,Yearly,freight_tonne_km,freight_tonne_km,50428558390.0,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,15_RP,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,15_RP,Yearly,freight_tonne_km,freight_tonne_km,823986892.0,8th edition transport model,Reference
road,freight,ht,lpg,2017-12-31,15_RP,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,cng,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,6299253936.297752,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,143203038955.204,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,74191212732.0371,8th edition transport model,Reference
road,freight,ht,lpg,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,2799668425.365764,8th edition transport model,Reference
road,freight,ht,phevd,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,17_SIN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,17_SIN,Yearly,freight_tonne_km,freight_tonne_km,5637616292.0,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,17_SIN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,17_SIN,Yearly,freight_tonne_km,freight_tonne_km,47211943.0,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,37233825608.855255,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,10928479.282883799,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,cng,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,41339547972.874084,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,142624504773.3408,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,107770060.1935435,8th edition transport model,Reference
road,freight,ht,lpg,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,15301711432.07819,8th edition transport model,Reference
road,freight,ht,phevd,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,21556281.526996903,8th edition transport model,Reference
road,freight,ht,cng,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,8677362000.481573,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,2318478509605.3887,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,621420954713.4647,8th edition transport model,Reference
road,freight,ht,lpg,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,1420032344.573634,8th edition transport model,Reference
road,freight,ht,phevd,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,bev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,d,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,62794345380.00001,8th edition transport model,Reference
road,freight,ht,fcev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ht,g,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,634286284.0,8th edition transport model,Reference
road,freight,ldv,bev,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0008413933031055,8th edition transport model,Carbon neutrality
road,freight,ldv,bev,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0008413933031983,8th edition transport model,Reference
road,freight,ldv,cng,2017-12-31,01_AUS,Yearly,Energy,PJ,0.1294658632893596,8th edition transport model,Carbon neutrality
road,freight,ldv,cng,2017-12-31,01_AUS,Yearly,Energy,PJ,0.1294658632893596,8th edition transport model,Reference
road,freight,ldv,d,2017-12-31,01_AUS,Yearly,Energy,PJ,30.118421025144016,8th edition transport model,Carbon neutrality
road,freight,ldv,d,2017-12-31,01_AUS,Yearly,Energy,PJ,30.118421025144016,8th edition transport model,Reference
road,freight,ldv,fcev,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,fcev,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,ldv,g,2017-12-31,01_AUS,Yearly,Energy,PJ,15.87294636677954,8th edition transport model,Carbon neutrality
road,freight,ldv,g,2017-12-31,01_AUS,Yearly,Energy,PJ,15.87294636677954,8th edition transport model,Reference
road,freight,ldv,lpg,2017-12-31,01_AUS,Yearly,Energy,PJ,3.294842539818263,8th edition transport model,Carbon neutrality
road,freight,ldv,lpg,2017-12-31,01_AUS,Yearly,Energy,PJ,3.2948425396128203,8th edition transport model,Reference
