Economy,Year,Transport Type,Vehicle Type,Occupancy_or_load,Scenario
10_MAS,2014,freight,ht,4.5,Carbon Neutral
10_MAS,2014,freight,lt,0.4,Carbon Neutral
10_MAS,2014,passenger,2w,1.08,Carbon Neutral
10_MAS,2014,passenger,bus,14.547500603661,Carbon Neutral
10_MAS,2014,passenger,lt,1.6,Carbon Neutral
10_MAS,2014,passenger,lv,1.6,Carbon Neutral
10_MAS,2015,freight,2w,0.05,Carbon Neutral
10_MAS,2015,freight,ht,4.5,Carbon Neutral
10_MAS,2015,freight,lt,0.4,Carbon Neutral
10_MAS,2015,passenger,2w,1.08,Carbon Neutral
10_MAS,2015,passenger,bus,14.2751454214732,Carbon Neutral
10_MAS,2015,passenger,lt,1.6,Carbon Neutral
10_MAS,2015,passenger,lv,1.6,Carbon Neutral
10_MAS,2016,freight,2w,0.05,Carbon Neutral
10_MAS,2016,freight,ht,4.5,Carbon Neutral
10_MAS,2016,freight,lt,0.4,Carbon Neutral
10_MAS,2016,passenger,2w,1.08,Carbon Neutral
10_MAS,2016,passenger,bus,14.547500603661,Carbon Neutral
10_MAS,2016,passenger,lt,1.6,Carbon Neutral
10_MAS,2016,passenger,lv,1.6,Carbon Neutral
11_MEX,1990,freight,2w,0.05,Carbon Neutral
11_MEX,1990,freight,ht,6.5,Carbon Neutral
11_MEX,1990,freight,lt,0.4,Carbon Neutral
11_MEX,1990,passenger,2w,1.08,Carbon Neutral
11_MEX,1990,passenger,lt,1.4,Carbon Neutral
11_MEX,1990,passenger,lv,1.4,Carbon Neutral
11_MEX,1991,freight,2w,0.05,Carbon Neutral
11_MEX,1991,freight,ht,6.5,Carbon Neutral
11_MEX,1991,freight,lt,0.4,Carbon Neutral
11_MEX,1991,passenger,2w,1.08,Carbon Neutral
11_MEX,1991,passenger,lt,1.4,Carbon Neutral
11_MEX,1991,passenger,lv,1.4,Carbon Neutral
11_MEX,1992,freight,2w,0.05,Carbon Neutral
11_MEX,1992,freight,ht,6.5,Carbon Neutral
11_MEX,1992,freight,lt,0.4,Carbon Neutral
11_MEX,1992,passenger,2w,1.08,Carbon Neutral
11_MEX,1992,passenger,lt,1.4,Carbon Neutral
11_MEX,1992,passenger,lv,1.4,Carbon Neutral
11_MEX,1993,freight,2w,0.05,Carbon Neutral
11_MEX,1993,freight,ht,6.5,Carbon Neutral
11_MEX,1993,freight,lt,0.4,Carbon Neutral
11_MEX,1993,passenger,2w,1.08,Carbon Neutral
11_MEX,1993,passenger,lt,1.4,Carbon Neutral
11_MEX,1993,passenger,lv,1.4,Carbon Neutral
11_MEX,1994,freight,2w,0.05,Carbon Neutral
11_MEX,1994,freight,ht,6.5,Carbon Neutral
11_MEX,1994,freight,lt,0.4,Carbon Neutral
11_MEX,1994,passenger,2w,1.08,Carbon Neutral
11_MEX,1994,passenger,lt,1.4,Carbon Neutral
11_MEX,1994,passenger,lv,1.4,Carbon Neutral
11_MEX,1995,freight,2w,0.05,Carbon Neutral
11_MEX,1995,freight,ht,6.5,Carbon Neutral
11_MEX,1995,freight,lt,0.4,Carbon Neutral
11_MEX,1995,passenger,2w,1.08,Carbon Neutral
11_MEX,1995,passenger,lt,1.4,Carbon Neutral
11_MEX,1995,passenger,lv,1.4,Carbon Neutral
11_MEX,1996,freight,2w,0.05,Carbon Neutral
11_MEX,1996,freight,ht,6.5,Carbon Neutral
11_MEX,1996,freight,lt,0.4,Carbon Neutral
11_MEX,1996,passenger,2w,1.08,Carbon Neutral
11_MEX,1996,passenger,lt,1.4,Carbon Neutral
11_MEX,1996,passenger,lv,1.4,Carbon Neutral
11_MEX,1997,freight,2w,0.05,Carbon Neutral
11_MEX,1997,freight,ht,6.5,Carbon Neutral
11_MEX,1997,freight,lt,0.4,Carbon Neutral
11_MEX,1997,passenger,2w,1.08,Carbon Neutral
11_MEX,1997,passenger,lt,1.4,Carbon Neutral
11_MEX,1997,passenger,lv,1.4,Carbon Neutral
11_MEX,1998,freight,2w,0.05,Carbon Neutral
11_MEX,1998,freight,ht,6.5,Carbon Neutral
11_MEX,1998,freight,lt,0.4,Carbon Neutral
11_MEX,1998,passenger,2w,1.08,Carbon Neutral
11_MEX,1998,passenger,lt,1.4,Carbon Neutral
11_MEX,1998,passenger,lv,1.4,Carbon Neutral
11_MEX,1999,freight,2w,0.05,Carbon Neutral
11_MEX,1999,freight,ht,6.5,Carbon Neutral
11_MEX,1999,freight,lt,0.4,Carbon Neutral
11_MEX,1999,passenger,2w,1.08,Carbon Neutral
11_MEX,1999,passenger,lt,1.4,Carbon Neutral
11_MEX,1999,passenger,lv,1.4,Carbon Neutral
11_MEX,2000,freight,2w,0.05,Carbon Neutral
11_MEX,2000,freight,ht,6.5,Carbon Neutral
11_MEX,2000,freight,lt,0.4,Carbon Neutral
11_MEX,2000,passenger,2w,1.08,Carbon Neutral
11_MEX,2000,passenger,bus,14.5105445919149,Carbon Neutral
11_MEX,2000,passenger,lt,1.4,Carbon Neutral
11_MEX,2000,passenger,lv,1.4,Carbon Neutral
11_MEX,2001,freight,2w,0.05,Carbon Neutral
11_MEX,2001,freight,ht,6.5,Carbon Neutral
11_MEX,2001,freight,lt,0.4,Carbon Neutral
11_MEX,2001,passenger,2w,1.08,Carbon Neutral
11_MEX,2001,passenger,bus,10.9285578052596,Carbon Neutral
11_MEX,2001,passenger,lt,1.4,Carbon Neutral
11_MEX,2001,passenger,lv,1.4,Carbon Neutral
11_MEX,2002,freight,2w,0.05,Carbon Neutral
11_MEX,2002,freight,ht,6.5,Carbon Neutral
11_MEX,2002,freight,lt,0.4,Carbon Neutral
11_MEX,2002,passenger,2w,1.08,Carbon Neutral
11_MEX,2002,passenger,bus,10.0433307765877,Carbon Neutral
11_MEX,2002,passenger,lt,1.4,Carbon Neutral
11_MEX,2002,passenger,lv,1.4,Carbon Neutral
11_MEX,2003,freight,2w,0.05,Carbon Neutral
11_MEX,2003,freight,ht,6.5,Carbon Neutral
11_MEX,2003,freight,lt,0.4,Carbon Neutral
11_MEX,2003,passenger,2w,1.08,Carbon Neutral
11_MEX,2003,passenger,bus,9.89384951248111,Carbon Neutral
11_MEX,2003,passenger,lt,1.4,Carbon Neutral
11_MEX,2003,passenger,lv,1.4,Carbon Neutral
11_MEX,2004,freight,2w,0.05,Carbon Neutral
11_MEX,2004,freight,ht,6.5,Carbon Neutral
11_MEX,2004,freight,lt,0.4,Carbon Neutral
11_MEX,2004,passenger,2w,1.08,Carbon Neutral
11_MEX,2004,passenger,bus,11.8751946999103,Carbon Neutral
11_MEX,2004,passenger,lt,1.4,Carbon Neutral
11_MEX,2004,passenger,lv,1.4,Carbon Neutral
11_MEX,2005,freight,2w,0.05,Carbon Neutral
11_MEX,2005,freight,ht,6.5,Carbon Neutral
11_MEX,2005,freight,lt,0.4,Carbon Neutral
11_MEX,2005,passenger,2w,1.08,Carbon Neutral
11_MEX,2005,passenger,bus,12.0433968263068,Carbon Neutral
11_MEX,2005,passenger,lt,1.4,Carbon Neutral
11_MEX,2005,passenger,lv,1.4,Carbon Neutral
11_MEX,2006,freight,2w,0.05,Carbon Neutral
11_MEX,2006,freight,ht,6.5,Carbon Neutral
11_MEX,2006,freight,lt,0.4,Carbon Neutral
11_MEX,2006,passenger,2w,1.08,Carbon Neutral
11_MEX,2006,passenger,bus,10.7800186848389,Carbon Neutral
11_MEX,2006,passenger,lt,1.4,Carbon Neutral
11_MEX,2006,passenger,lv,1.4,Carbon Neutral
11_MEX,2007,freight,2w,0.05,Carbon Neutral
11_MEX,2007,freight,ht,6.5,Carbon Neutral
11_MEX,2007,freight,lt,0.4,Carbon Neutral
11_MEX,2007,passenger,2w,1.08,Carbon Neutral
11_MEX,2007,passenger,bus,10.6853600257218,Carbon Neutral
11_MEX,2007,passenger,lt,1.4,Carbon Neutral
11_MEX,2007,passenger,lv,1.4,Carbon Neutral
11_MEX,2008,freight,2w,0.05,Carbon Neutral
11_MEX,2008,freight,ht,6.5,Carbon Neutral
11_MEX,2008,freight,lt,0.4,Carbon Neutral
11_MEX,2008,passenger,2w,1.08,Carbon Neutral
11_MEX,2008,passenger,bus,10.6483250668316,Carbon Neutral
11_MEX,2008,passenger,lt,1.4,Carbon Neutral
11_MEX,2008,passenger,lv,1.4,Carbon Neutral
11_MEX,2009,freight,2w,0.05,Carbon Neutral
11_MEX,2009,freight,ht,6.5,Carbon Neutral
11_MEX,2009,freight,lt,0.4,Carbon Neutral
11_MEX,2009,passenger,2w,1.08,Carbon Neutral
11_MEX,2009,passenger,bus,9.90643630482728,Carbon Neutral
11_MEX,2009,passenger,lt,1.4,Carbon Neutral
11_MEX,2009,passenger,lv,1.4,Carbon Neutral
11_MEX,2010,freight,2w,0.05,Carbon Neutral
11_MEX,2010,freight,ht,6.5,Carbon Neutral
11_MEX,2010,freight,lt,0.4,Carbon Neutral
11_MEX,2010,passenger,2w,1.08,Carbon Neutral
11_MEX,2010,passenger,bus,11.0236582363502,Carbon Neutral
11_MEX,2010,passenger,lt,1.4,Carbon Neutral
11_MEX,2010,passenger,lv,1.4,Carbon Neutral
11_MEX,2011,freight,2w,0.05,Carbon Neutral
11_MEX,2011,freight,ht,6.5,Carbon Neutral
11_MEX,2011,freight,lt,0.4,Carbon Neutral
11_MEX,2011,passenger,2w,1.08,Carbon Neutral
11_MEX,2011,passenger,bus,10.7882807617857,Carbon Neutral
11_MEX,2011,passenger,lt,1.4,Carbon Neutral
11_MEX,2011,passenger,lv,1.4,Carbon Neutral
11_MEX,2012,freight,2w,0.05,Carbon Neutral
11_MEX,2012,freight,ht,6.5,Carbon Neutral
11_MEX,2012,freight,lt,0.4,Carbon Neutral
11_MEX,2012,passenger,2w,1.08,Carbon Neutral
11_MEX,2012,passenger,bus,10.8883861500837,Carbon Neutral
11_MEX,2012,passenger,lt,1.4,Carbon Neutral
11_MEX,2012,passenger,lv,1.4,Carbon Neutral
11_MEX,2013,freight,2w,0.05,Carbon Neutral
11_MEX,2013,freight,ht,6.5,Carbon Neutral
11_MEX,2013,freight,lt,0.4,Carbon Neutral
11_MEX,2013,passenger,2w,1.08,Carbon Neutral
11_MEX,2013,passenger,bus,10.7170418020065,Carbon Neutral
11_MEX,2013,passenger,lt,1.4,Carbon Neutral
11_MEX,2013,passenger,lv,1.4,Carbon Neutral
11_MEX,2014,freight,2w,0.05,Carbon Neutral
11_MEX,2014,freight,ht,6.5,Carbon Neutral
11_MEX,2014,freight,lt,0.4,Carbon Neutral
11_MEX,2014,passenger,2w,1.08,Carbon Neutral
11_MEX,2014,passenger,bus,10.9308667971001,Carbon Neutral
11_MEX,2014,passenger,lt,1.4,Carbon Neutral
11_MEX,2014,passenger,lv,1.4,Carbon Neutral
11_MEX,2015,freight,2w,0.05,Carbon Neutral
11_MEX,2015,freight,ht,6.5,Carbon Neutral
11_MEX,2015,freight,lt,0.4,Carbon Neutral
11_MEX,2015,passenger,2w,1.08,Carbon Neutral
11_MEX,2015,passenger,bus,10.9769022379127,Carbon Neutral
11_MEX,2015,passenger,lt,1.4,Carbon Neutral
11_MEX,2015,passenger,lv,1.4,Carbon Neutral
11_MEX,2016,freight,2w,0.0425,Carbon Neutral
11_MEX,2016,freight,ht,5.52499999999999,Carbon Neutral
11_MEX,2016,freight,lt,0.34,Carbon Neutral
11_MEX,2016,passenger,2w,0.918,Carbon Neutral
11_MEX,2016,passenger,bus,9.27818841734401,Carbon Neutral
11_MEX,2016,passenger,lt,1.19,Carbon Neutral
11_MEX,2016,passenger,lv,1.19,Carbon Neutral
12_NZ,1990,freight,2w,0.05,Carbon Neutral
12_NZ,1990,freight,ht,4.7,Carbon Neutral
12_NZ,1990,freight,lt,0.4,Carbon Neutral
12_NZ,1990,passenger,2w,1.08,Carbon Neutral
12_NZ,1990,passenger,lt,1.5,Carbon Neutral
12_NZ,1990,passenger,lv,1.5,Carbon Neutral
12_NZ,1991,freight,2w,0.05,Carbon Neutral
12_NZ,1991,freight,ht,4.7,Carbon Neutral
12_NZ,1991,freight,lt,0.4,Carbon Neutral
12_NZ,1991,passenger,2w,1.08,Carbon Neutral
12_NZ,1991,passenger,lt,1.5,Carbon Neutral
12_NZ,1991,passenger,lv,1.5,Carbon Neutral
12_NZ,1992,freight,2w,0.05,Carbon Neutral
12_NZ,1992,freight,ht,4.7,Carbon Neutral
12_NZ,1992,freight,lt,0.4,Carbon Neutral
12_NZ,1992,passenger,2w,1.08,Carbon Neutral
12_NZ,1992,passenger,lt,1.5,Carbon Neutral
12_NZ,1992,passenger,lv,1.5,Carbon Neutral
12_NZ,1993,freight,2w,0.05,Carbon Neutral
12_NZ,1993,freight,ht,4.7,Carbon Neutral
12_NZ,1993,freight,lt,0.4,Carbon Neutral
12_NZ,1993,passenger,2w,1.08,Carbon Neutral
12_NZ,1993,passenger,lt,1.5,Carbon Neutral
12_NZ,1993,passenger,lv,1.5,Carbon Neutral
12_NZ,1994,freight,2w,0.05,Carbon Neutral
12_NZ,1994,freight,ht,4.7,Carbon Neutral
12_NZ,1994,freight,lt,0.4,Carbon Neutral
12_NZ,1994,passenger,2w,1.08,Carbon Neutral
12_NZ,1994,passenger,lt,1.5,Carbon Neutral
12_NZ,1994,passenger,lv,1.5,Carbon Neutral
12_NZ,1995,freight,2w,0.05,Carbon Neutral
12_NZ,1995,freight,ht,4.7,Carbon Neutral
12_NZ,1995,freight,lt,0.4,Carbon Neutral
12_NZ,1995,passenger,2w,1.08,Carbon Neutral
12_NZ,1995,passenger,lt,1.5,Carbon Neutral
12_NZ,1995,passenger,lv,1.5,Carbon Neutral
12_NZ,1996,freight,2w,0.05,Carbon Neutral
12_NZ,1996,freight,ht,4.7,Carbon Neutral
12_NZ,1996,freight,lt,0.4,Carbon Neutral
12_NZ,1996,passenger,2w,1.08,Carbon Neutral
12_NZ,1996,passenger,lt,1.5,Carbon Neutral
12_NZ,1996,passenger,lv,1.5,Carbon Neutral
12_NZ,1997,freight,2w,0.05,Carbon Neutral
12_NZ,1997,freight,ht,4.7,Carbon Neutral
12_NZ,1997,freight,lt,0.4,Carbon Neutral
12_NZ,1997,passenger,2w,1.08,Carbon Neutral
12_NZ,1997,passenger,lt,1.5,Carbon Neutral
12_NZ,1997,passenger,lv,1.5,Carbon Neutral
12_NZ,1998,freight,2w,0.05,Carbon Neutral
12_NZ,1998,freight,ht,4.7,Carbon Neutral
12_NZ,1998,freight,lt,0.4,Carbon Neutral
12_NZ,1998,passenger,2w,1.08,Carbon Neutral
12_NZ,1998,passenger,lt,1.5,Carbon Neutral
12_NZ,1998,passenger,lv,1.5,Carbon Neutral
12_NZ,1999,freight,2w,0.05,Carbon Neutral
12_NZ,1999,freight,ht,4.7,Carbon Neutral
12_NZ,1999,freight,lt,0.4,Carbon Neutral
12_NZ,1999,passenger,2w,1.08,Carbon Neutral
12_NZ,1999,passenger,lt,1.5,Carbon Neutral
12_NZ,1999,passenger,lv,1.5,Carbon Neutral
12_NZ,2000,freight,2w,0.05,Carbon Neutral
12_NZ,2000,freight,ht,4.7,Carbon Neutral
12_NZ,2000,freight,lt,0.4,Carbon Neutral
12_NZ,2000,passenger,2w,1.08,Carbon Neutral
12_NZ,2000,passenger,bus,0.0,Carbon Neutral
12_NZ,2000,passenger,lt,1.5,Carbon Neutral
12_NZ,2000,passenger,lv,1.5,Carbon Neutral
12_NZ,2001,freight,2w,0.05,Carbon Neutral
12_NZ,2001,freight,ht,4.7,Carbon Neutral
12_NZ,2001,freight,lt,0.4,Carbon Neutral
12_NZ,2001,passenger,2w,1.08,Carbon Neutral
12_NZ,2001,passenger,bus,0.0,Carbon Neutral
12_NZ,2001,passenger,lt,1.5,Carbon Neutral
12_NZ,2001,passenger,lv,1.5,Carbon Neutral
12_NZ,2002,freight,2w,0.05,Carbon Neutral
12_NZ,2002,freight,ht,4.7,Carbon Neutral
12_NZ,2002,freight,lt,0.4,Carbon Neutral
12_NZ,2002,passenger,2w,1.08,Carbon Neutral
12_NZ,2002,passenger,bus,0.0,Carbon Neutral
12_NZ,2002,passenger,lt,1.5,Carbon Neutral
12_NZ,2002,passenger,lv,1.5,Carbon Neutral
12_NZ,2003,freight,2w,0.05,Carbon Neutral
12_NZ,2003,freight,ht,4.7,Carbon Neutral
12_NZ,2003,freight,lt,0.4,Carbon Neutral
12_NZ,2003,passenger,2w,1.08,Carbon Neutral
12_NZ,2003,passenger,bus,0.0,Carbon Neutral
12_NZ,2003,passenger,lt,1.5,Carbon Neutral
12_NZ,2003,passenger,lv,1.5,Carbon Neutral
12_NZ,2004,freight,2w,0.05,Carbon Neutral
12_NZ,2004,freight,ht,4.7,Carbon Neutral
12_NZ,2004,freight,lt,0.4,Carbon Neutral
12_NZ,2004,passenger,2w,1.08,Carbon Neutral
12_NZ,2004,passenger,bus,0.0,Carbon Neutral
12_NZ,2004,passenger,lt,1.5,Carbon Neutral
12_NZ,2004,passenger,lv,1.5,Carbon Neutral
12_NZ,2005,freight,2w,0.05,Carbon Neutral
12_NZ,2005,freight,ht,4.7,Carbon Neutral
12_NZ,2005,freight,lt,0.4,Carbon Neutral
12_NZ,2005,passenger,2w,1.08,Carbon Neutral
12_NZ,2005,passenger,bus,0.0,Carbon Neutral
12_NZ,2005,passenger,lt,1.5,Carbon Neutral
12_NZ,2005,passenger,lv,1.5,Carbon Neutral
12_NZ,2006,freight,2w,0.05,Carbon Neutral
12_NZ,2006,freight,ht,4.7,Carbon Neutral
12_NZ,2006,freight,lt,0.4,Carbon Neutral
12_NZ,2006,passenger,2w,1.08,Carbon Neutral
12_NZ,2006,passenger,bus,0.0,Carbon Neutral
12_NZ,2006,passenger,lt,1.5,Carbon Neutral
12_NZ,2006,passenger,lv,1.5,Carbon Neutral
12_NZ,2007,freight,2w,0.05,Carbon Neutral
12_NZ,2007,freight,ht,4.7,Carbon Neutral
12_NZ,2007,freight,lt,0.4,Carbon Neutral
12_NZ,2007,passenger,2w,1.08,Carbon Neutral
12_NZ,2007,passenger,bus,0.0,Carbon Neutral
12_NZ,2007,passenger,lt,1.5,Carbon Neutral
12_NZ,2007,passenger,lv,1.5,Carbon Neutral
12_NZ,2008,freight,2w,0.05,Carbon Neutral
12_NZ,2008,freight,ht,4.7,Carbon Neutral
12_NZ,2008,freight,lt,0.4,Carbon Neutral
12_NZ,2008,passenger,2w,1.08,Carbon Neutral
12_NZ,2008,passenger,bus,0.0,Carbon Neutral
12_NZ,2008,passenger,lt,1.5,Carbon Neutral
12_NZ,2008,passenger,lv,1.5,Carbon Neutral
12_NZ,2009,freight,2w,0.05,Carbon Neutral
12_NZ,2009,freight,ht,4.7,Carbon Neutral
12_NZ,2009,freight,lt,0.4,Carbon Neutral
12_NZ,2009,passenger,2w,1.08,Carbon Neutral
12_NZ,2009,passenger,bus,0.0,Carbon Neutral
12_NZ,2009,passenger,lt,1.5,Carbon Neutral
12_NZ,2009,passenger,lv,1.5,Carbon Neutral
12_NZ,2010,freight,2w,0.05,Carbon Neutral
12_NZ,2010,freight,ht,4.7,Carbon Neutral
12_NZ,2010,freight,lt,0.4,Carbon Neutral
12_NZ,2010,passenger,2w,1.08,Carbon Neutral
12_NZ,2010,passenger,bus,0.0,Carbon Neutral
12_NZ,2010,passenger,lt,1.5,Carbon Neutral
12_NZ,2010,passenger,lv,1.5,Carbon Neutral
12_NZ,2011,freight,2w,0.05,Carbon Neutral
12_NZ,2011,freight,ht,4.7,Carbon Neutral
12_NZ,2011,freight,lt,0.4,Carbon Neutral
12_NZ,2011,passenger,2w,1.08,Carbon Neutral
12_NZ,2011,passenger,bus,13.0965918307367,Carbon Neutral
12_NZ,2011,passenger,lt,1.5,Carbon Neutral
12_NZ,2011,passenger,lv,1.5,Carbon Neutral
12_NZ,2012,freight,2w,0.05,Carbon Neutral
12_NZ,2012,freight,ht,4.7,Carbon Neutral
12_NZ,2012,freight,lt,0.4,Carbon Neutral
12_NZ,2012,passenger,2w,1.08,Carbon Neutral
12_NZ,2012,passenger,bus,13.2783506499381,Carbon Neutral
12_NZ,2012,passenger,lt,1.5,Carbon Neutral
12_NZ,2012,passenger,lv,1.5,Carbon Neutral
12_NZ,2013,freight,2w,0.05,Carbon Neutral
12_NZ,2013,freight,ht,4.7,Carbon Neutral
12_NZ,2013,freight,lt,0.4,Carbon Neutral
12_NZ,2013,passenger,2w,1.08,Carbon Neutral
12_NZ,2013,passenger,bus,13.0167542635355,Carbon Neutral
12_NZ,2013,passenger,lt,1.5,Carbon Neutral
12_NZ,2013,passenger,lv,1.5,Carbon Neutral
12_NZ,2014,freight,2w,0.05,Carbon Neutral
12_NZ,2014,freight,ht,4.7,Carbon Neutral
12_NZ,2014,freight,lt,0.4,Carbon Neutral
12_NZ,2014,passenger,2w,1.08,Carbon Neutral
12_NZ,2014,passenger,bus,13.2158457343266,Carbon Neutral
12_NZ,2014,passenger,lt,1.5,Carbon Neutral
12_NZ,2014,passenger,lv,1.5,Carbon Neutral
12_NZ,2015,freight,2w,0.05,Carbon Neutral
12_NZ,2015,freight,ht,4.7,Carbon Neutral
12_NZ,2015,freight,lt,0.4,Carbon Neutral
12_NZ,2015,passenger,2w,1.08,Carbon Neutral
12_NZ,2015,passenger,bus,13.689503475002,Carbon Neutral
12_NZ,2015,passenger,lt,1.5,Carbon Neutral
12_NZ,2015,passenger,lv,1.5,Carbon Neutral
12_NZ,2016,freight,2w,0.06,Carbon Neutral
12_NZ,2016,freight,ht,5.64,Carbon Neutral
12_NZ,2016,freight,lt,0.48,Carbon Neutral
12_NZ,2016,passenger,2w,1.296,Carbon Neutral
12_NZ,2016,passenger,bus,15.4323856293713,Carbon Neutral
12_NZ,2016,passenger,lt,1.79999999999999,Carbon Neutral
12_NZ,2016,passenger,lv,1.79999999999999,Carbon Neutral
13_PNG,1990,freight,2w,0.05,Carbon Neutral
13_PNG,1990,freight,ht,2.0,Carbon Neutral
13_PNG,1990,freight,lt,0.4,Carbon Neutral
13_PNG,1990,passenger,2w,1.08,Carbon Neutral
13_PNG,1990,passenger,lt,1.6,Carbon Neutral
13_PNG,1990,passenger,lv,1.6,Carbon Neutral
13_PNG,1991,freight,2w,0.05,Carbon Neutral
13_PNG,1991,freight,ht,2.0,Carbon Neutral
13_PNG,1991,freight,lt,0.4,Carbon Neutral
13_PNG,1991,passenger,2w,1.08,Carbon Neutral
13_PNG,1991,passenger,lt,1.6,Carbon Neutral
13_PNG,1991,passenger,lv,1.6,Carbon Neutral
13_PNG,1992,freight,2w,0.05,Carbon Neutral
13_PNG,1992,freight,ht,2.0,Carbon Neutral
13_PNG,1992,freight,lt,0.4,Carbon Neutral
13_PNG,1992,passenger,2w,1.08,Carbon Neutral
13_PNG,1992,passenger,lt,1.6,Carbon Neutral
13_PNG,1992,passenger,lv,1.6,Carbon Neutral
13_PNG,1993,freight,2w,0.05,Carbon Neutral
13_PNG,1993,freight,ht,2.0,Carbon Neutral
13_PNG,1993,freight,lt,0.4,Carbon Neutral
13_PNG,1993,passenger,2w,1.08,Carbon Neutral
13_PNG,1993,passenger,lt,1.6,Carbon Neutral
13_PNG,1993,passenger,lv,1.6,Carbon Neutral
13_PNG,1994,freight,2w,0.05,Carbon Neutral
13_PNG,1994,freight,ht,2.0,Carbon Neutral
13_PNG,1994,freight,lt,0.4,Carbon Neutral
13_PNG,1994,passenger,2w,1.08,Carbon Neutral
13_PNG,1994,passenger,lt,1.6,Carbon Neutral
13_PNG,1994,passenger,lv,1.6,Carbon Neutral
13_PNG,1995,freight,2w,0.05,Carbon Neutral
13_PNG,1995,freight,ht,2.0,Carbon Neutral
13_PNG,1995,freight,lt,0.4,Carbon Neutral
13_PNG,1995,passenger,2w,1.08,Carbon Neutral
13_PNG,1995,passenger,lt,1.6,Carbon Neutral
13_PNG,1995,passenger,lv,1.6,Carbon Neutral
13_PNG,1996,freight,2w,0.05,Carbon Neutral
13_PNG,1996,freight,ht,2.0,Carbon Neutral
13_PNG,1996,freight,lt,0.4,Carbon Neutral
13_PNG,1996,passenger,2w,1.08,Carbon Neutral
13_PNG,1996,passenger,lt,1.6,Carbon Neutral
13_PNG,1996,passenger,lv,1.6,Carbon Neutral
13_PNG,1997,freight,2w,0.05,Carbon Neutral
13_PNG,1997,freight,ht,2.0,Carbon Neutral
13_PNG,1997,freight,lt,0.4,Carbon Neutral
13_PNG,1997,passenger,2w,1.08,Carbon Neutral
13_PNG,1997,passenger,lt,1.6,Carbon Neutral
13_PNG,1997,passenger,lv,1.6,Carbon Neutral
13_PNG,1998,freight,2w,0.05,Carbon Neutral
13_PNG,1998,freight,ht,2.0,Carbon Neutral
13_PNG,1998,freight,lt,0.4,Carbon Neutral
13_PNG,1998,passenger,2w,1.08,Carbon Neutral
13_PNG,1998,passenger,lt,1.6,Carbon Neutral
13_PNG,1998,passenger,lv,1.6,Carbon Neutral
13_PNG,1999,freight,2w,0.05,Carbon Neutral
13_PNG,1999,freight,ht,2.0,Carbon Neutral
13_PNG,1999,freight,lt,0.4,Carbon Neutral
13_PNG,1999,passenger,2w,1.08,Carbon Neutral
13_PNG,1999,passenger,lt,1.6,Carbon Neutral
13_PNG,1999,passenger,lv,1.6,Carbon Neutral
13_PNG,2000,freight,2w,0.05,Carbon Neutral
13_PNG,2000,freight,ht,2.0,Carbon Neutral
13_PNG,2000,freight,lt,0.4,Carbon Neutral
13_PNG,2000,passenger,2w,1.08,Carbon Neutral
13_PNG,2000,passenger,lt,1.6,Carbon Neutral
13_PNG,2000,passenger,lv,1.6,Carbon Neutral
13_PNG,2001,freight,2w,0.05,Carbon Neutral
13_PNG,2001,freight,ht,2.0,Carbon Neutral
13_PNG,2001,freight,lt,0.4,Carbon Neutral
13_PNG,2001,passenger,2w,1.08,Carbon Neutral
13_PNG,2001,passenger,lt,1.6,Carbon Neutral
13_PNG,2001,passenger,lv,1.6,Carbon Neutral
13_PNG,2002,freight,2w,0.05,Carbon Neutral
13_PNG,2002,freight,ht,2.0,Carbon Neutral
13_PNG,2002,freight,lt,0.4,Carbon Neutral
13_PNG,2002,passenger,2w,1.08,Carbon Neutral
13_PNG,2002,passenger,lt,1.6,Carbon Neutral
13_PNG,2002,passenger,lv,1.6,Carbon Neutral
13_PNG,2003,freight,2w,0.05,Carbon Neutral
13_PNG,2003,freight,ht,2.0,Carbon Neutral
13_PNG,2003,freight,lt,0.4,Carbon Neutral
13_PNG,2003,passenger,2w,1.08,Carbon Neutral
13_PNG,2003,passenger,lt,1.6,Carbon Neutral
13_PNG,2003,passenger,lv,1.6,Carbon Neutral
13_PNG,2004,freight,2w,0.05,Carbon Neutral
13_PNG,2004,freight,ht,2.0,Carbon Neutral
13_PNG,2004,freight,lt,0.4,Carbon Neutral
13_PNG,2004,passenger,2w,1.08,Carbon Neutral
13_PNG,2004,passenger,lt,1.6,Carbon Neutral
13_PNG,2004,passenger,lv,1.6,Carbon Neutral
13_PNG,2005,freight,2w,0.05,Carbon Neutral
13_PNG,2005,freight,ht,2.0,Carbon Neutral
13_PNG,2005,freight,lt,0.4,Carbon Neutral
13_PNG,2005,passenger,2w,1.08,Carbon Neutral
13_PNG,2005,passenger,lt,1.6,Carbon Neutral
13_PNG,2005,passenger,lv,1.6,Carbon Neutral
13_PNG,2006,freight,2w,0.05,Carbon Neutral
13_PNG,2006,freight,ht,2.0,Carbon Neutral
13_PNG,2006,freight,lt,0.4,Carbon Neutral
13_PNG,2006,passenger,2w,1.08,Carbon Neutral
13_PNG,2006,passenger,lt,1.6,Carbon Neutral
13_PNG,2006,passenger,lv,1.6,Carbon Neutral
13_PNG,2007,freight,2w,0.05,Carbon Neutral
13_PNG,2007,freight,ht,2.0,Carbon Neutral
13_PNG,2007,freight,lt,0.4,Carbon Neutral
13_PNG,2007,passenger,2w,1.08,Carbon Neutral
13_PNG,2007,passenger,lt,1.6,Carbon Neutral
