date,economy,measure,vehicle_type,unit,medium,transport_type,drive,frequency,fuel,comment,scope,dataset,value
2017,16_RUS,stocks,car,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,16_RUS,stocks,car,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,864.0
2017,16_RUS,stocks,suv,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,16_RUS,stocks,suv,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,72.0
2017,16_RUS,stocks,lt,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,16_RUS,stocks,lt,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,24.0
2017,18_CT,stocks,car,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,18_CT,stocks,car,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,448.2
2017,18_CT,stocks,suv,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,18_CT,stocks,suv,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,37.35
2017,18_CT,stocks,lt,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,18_CT,stocks,lt,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,12.450000000000001
2017,19_THA,stocks,car,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,19_THA,stocks,car,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,25.2
2017,19_THA,stocks,suv,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,19_THA,stocks,suv,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,2.1
2017,19_THA,stocks,lt,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,19_THA,stocks,lt,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.7000000000000001
2017,20_USA,stocks,ht,stocks,road,freight,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,20_USA,stocks,ht,stocks,road,freight,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,49.199999999999996
2017,20_USA,stocks,mt,stocks,road,freight,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,20_USA,stocks,mt,stocks,road,freight,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,32.800000000000004
2017,21_VN,stocks,car,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,21_VN,stocks,car,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,19.8
2017,21_VN,stocks,suv,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,21_VN,stocks,suv,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,1.65
2017,21_VN,stocks,lt,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,21_VN,stocks,lt,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.55
