region,category,parameter,mode,powertrain,year,unit,value
France,Historical,EV stock,Trucks,BEV,2018,stock,100
France,Historical,EV stock,Trucks,BEV,2019,stock,110
France,Historical,EV stock,Trucks,PHEV,2019,stock,10
France,Historical,EV stock,Trucks,PHEV,2020,stock,10
France,Historical,EV stock,Trucks,BEV,2020,stock,120
France,Historical,EV stock,Trucks,BEV,2021,stock,100
Germany,Historical,EV stock,Trucks,BEV,2018,stock,3
Germany,Historical,EV stock,Trucks,BEV,2019,stock,250
Germany,Historical,EV stock,Trucks,BEV,2020,stock,550
Germany,Historical,EV stock,Trucks,BEV,2021,stock,640
Iceland,Historical,EV stock,Trucks,BEV,2010,stock,5
Iceland,Historical,EV stock,Trucks,BEV,2011,stock,5
Iceland,Historical,EV stock,Trucks,BEV,2012,stock,12
Iceland,Historical,EV stock,Trucks,BEV,2013,stock,14
Iceland,Historical,EV stock,Trucks,BEV,2014,stock,15
Iceland,Historical,EV stock,Trucks,BEV,2015,stock,25
Iceland,Historical,EV stock,Trucks,BEV,2016,stock,25
Iceland,Historical,EV stock,Trucks,BEV,2017,stock,27
Iceland,Historical,EV stock,Trucks,BEV,2018,stock,36
Iceland,Historical,EV stock,Trucks,BEV,2019,stock,33
Iceland,Historical,EV stock,Trucks,BEV,2020,stock,33
Iceland,Historical,EV stock,Trucks,BEV,2021,stock,34
Italy,Historical,EV stock,Trucks,BEV,2019,stock,4
Italy,Historical,EV stock,Trucks,BEV,2020,stock,39
Italy,Historical,EV stock,Trucks,BEV,2021,stock,47
Korea,Historical,EV stock,Trucks,BEV,2020,stock,15000
Korea,Historical,EV stock,Trucks,BEV,2021,stock,15000
Netherlands,Historical,EV stock,Trucks,BEV,2010,stock,23
Netherlands,Historical,EV stock,Trucks,BEV,2011,stock,29
Netherlands,Historical,EV stock,Trucks,BEV,2012,stock,57
Netherlands,Historical,EV stock,Trucks,BEV,2013,stock,70
Netherlands,Historical,EV stock,Trucks,BEV,2014,stock,76
Netherlands,Historical,EV stock,Trucks,BEV,2015,stock,76
Netherlands,Historical,EV stock,Trucks,BEV,2016,stock,93
Netherlands,Historical,EV stock,Trucks,BEV,2017,stock,100
Netherlands,Historical,EV stock,Trucks,BEV,2018,stock,120
Netherlands,Historical,EV stock,Trucks,BEV,2019,stock,220
Netherlands,Historical,EV stock,Trucks,BEV,2020,stock,210
Netherlands,Historical,EV stock,Trucks,PHEV,2020,stock,31
Netherlands,Historical,EV stock,Trucks,PHEV,2021,stock,33
Netherlands,Historical,EV stock,Trucks,BEV,2021,stock,210
New Zealand,Historical,EV stock,Trucks,BEV,2019,stock,62
New Zealand,Historical,EV stock,Trucks,BEV,2020,stock,86
New Zealand,Historical,EV stock,Trucks,BEV,2021,stock,62
Norway,Historical,EV stock,Trucks,BEV,2017,stock,2
Norway,Historical,EV stock,Trucks,BEV,2018,stock,2
Norway,Historical,EV stock,Trucks,BEV,2019,stock,2
Norway,Historical,EV stock,Trucks,BEV,2020,stock,25
Norway,Historical,EV stock,Trucks,PHEV,2020,stock,1
Norway,Historical,EV stock,Trucks,PHEV,2021,stock,2
Norway,Historical,EV stock,Trucks,BEV,2021,stock,96
Other Europe,Historical,EV stock,Trucks,BEV,2014,stock,5
Other Europe,Historical,EV stock,Trucks,BEV,2015,stock,5
Other Europe,Historical,EV stock,Trucks,BEV,2016,stock,13
Other Europe,Historical,EV stock,Trucks,BEV,2017,stock,13
Other Europe,Historical,EV stock,Trucks,BEV,2018,stock,23
Other Europe,Historical,EV stock,Trucks,BEV,2019,stock,27
Other Europe,Historical,EV stock,Trucks,BEV,2020,stock,27
Other Europe,Historical,EV stock,Trucks,BEV,2021,stock,38
Poland,Historical,EV stock,Trucks,BEV,2019,stock,21
Poland,Historical,EV stock,Trucks,BEV,2020,stock,21
Poland,Historical,EV stock,Trucks,BEV,2021,stock,26
Poland,Historical,EV stock,Trucks,PHEV,2021,stock,1700
Spain,Historical,EV stock,Trucks,BEV,2019,stock,5
Spain,Historical,EV stock,Trucks,BEV,2020,stock,13
Spain,Historical,EV stock,Trucks,BEV,2021,stock,29
Sweden,Historical,EV stock,Trucks,BEV,2017,stock,1
Sweden,Historical,EV stock,Trucks,BEV,2018,stock,4
Sweden,Historical,EV stock,Trucks,BEV,2019,stock,11
Sweden,Historical,EV stock,Trucks,BEV,2020,stock,29
Sweden,Historical,EV stock,Trucks,BEV,2021,stock,72
Switzerland,Historical,EV stock,Trucks,BEV,2019,stock,16
Switzerland,Historical,EV stock,Trucks,BEV,2020,stock,23
Switzerland,Historical,EV stock,Trucks,BEV,2021,stock,57
United Kingdom,Historical,EV stock,Trucks,BEV,2010,stock,130
United Kingdom,Historical,EV stock,Trucks,BEV,2011,stock,140
United Kingdom,Historical,EV stock,Trucks,BEV,2012,stock,150
United Kingdom,Historical,EV stock,Trucks,BEV,2013,stock,150
United Kingdom,Historical,EV stock,Trucks,BEV,2014,stock,150
United Kingdom,Historical,EV stock,Trucks,BEV,2015,stock,420
United Kingdom,Historical,EV stock,Trucks,BEV,2016,stock,430
United Kingdom,Historical,EV stock,Trucks,BEV,2017,stock,430
United Kingdom,Historical,EV stock,Trucks,BEV,2018,stock,430
United Kingdom,Historical,EV stock,Trucks,BEV,2019,stock,370
United Kingdom,Historical,EV stock,Trucks,BEV,2020,stock,350
United Kingdom,Historical,EV stock,Trucks,BEV,2021,stock,330
United Kingdom,Historical,EV stock,Trucks,PHEV,2021,stock,150
World,Historical,EV stock,Trucks,BEV,2010,stock,280
World,Historical,EV stock,Trucks,BEV,2011,stock,310
World,Historical,EV stock,Trucks,BEV,2012,stock,410
World,Historical,EV stock,Trucks,BEV,2013,stock,740
World,Historical,EV stock,Trucks,BEV,2014,stock,890
World,Historical,EV stock,Trucks,BEV,2015,stock,6900
World,Historical,EV stock,Trucks,BEV,2016,stock,11000
World,Historical,EV stock,Trucks,BEV,2017,stock,15000
World,Historical,EV stock,Trucks,PHEV,2017,stock,10
World,Historical,EV stock,Trucks,BEV,2018,stock,17000
World,Historical,EV stock,Trucks,PHEV,2018,stock,3600
World,Historical,EV stock,Trucks,BEV,2019,stock,24000
World,Historical,EV stock,Trucks,PHEV,2019,stock,6100
World,Historical,EV stock,Trucks,BEV,2020,stock,44000
World,Historical,EV stock,Trucks,PHEV,2020,stock,6500
World,Historical,EV stock,Trucks,BEV,2021,stock,57000
World,Historical,EV stock,Trucks,PHEV,2021,stock,9300
