Transport Type,,freight,freight,freight,freight,freight,freight,freight,freight,freight,freight,freight,freight,freight,freight,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger
01_AUS,2043,3.350660711159915,11.828601247999476,8.189034460862446,6.09211038392712,7.8076575894385964,11.828601247999476,6.402279223339652,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.4750006546854229,1.304902871774253,3.2028615573074233,10.157810673693124,7.986596477817957,5.750740116023053,4.617186669860509,10.157810673693124,3.6743900626395174,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.8991083820831219,2.373949821527472,2.0950759561554197,1.6143497147734198,2.2609045919309256,2.373949821527472,1.3565427551585558
01_AUS,2044,3.350660711159915,11.828601247999476,8.189034460862446,6.09211038392712,7.8076575894385964,11.828601247999476,6.402279223339652,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.4750006546854229,1.304902871774253,3.2028615573074233,10.157810673693124,7.986596477817957,5.750740116023053,4.617186669860509,10.157810673693124,3.6743900626395174,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.8991083820831219,2.373949821527472,2.0950759561554197,1.6143497147734198,2.2609045919309256,2.373949821527472,1.3565427551585558
01_AUS,2045,3.350660711159915,11.828601247999476,8.189034460862446,6.09211038392712,7.8076575894385964,11.828601247999476,6.402279223339652,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.4750006546854229,1.304902871774253,3.2028615573074233,10.157810673693124,7.986596477817957,5.750740116023053,4.617186669860509,10.157810673693124,3.6743900626395174,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.8991083820831219,2.373949821527472,2.0950759561554197,1.6143497147734198,2.2609045919309256,2.373949821527472,1.3565427551585558
01_AUS,2046,3.350660711159915,11.828601247999476,8.189034460862446,6.09211038392712,7.8076575894385964,11.828601247999476,6.402279223339652,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.4750006546854229,1.304902871774253,3.2028615573074233,10.157810673693124,7.986596477817957,5.750740116023053,4.617186669860509,10.157810673693124,3.6743900626395174,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.8991083820831219,2.373949821527472,2.0950759561554197,1.6143497147734198,2.2609045919309256,2.373949821527472,1.3565427551585558
01_AUS,2047,3.350660711159915,11.828601247999476,8.189034460862446,6.09211038392712,7.8076575894385964,11.828601247999476,6.402279223339652,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.4750006546854229,1.304902871774253,3.2028615573074233,10.157810673693124,7.986596477817957,5.750740116023053,4.617186669860509,10.157810673693124,3.6743900626395174,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.8991083820831219,2.373949821527472,2.0950759561554197,1.6143497147734198,2.2609045919309256,2.373949821527472,1.3565427551585558
01_AUS,2048,3.350660711159915,11.828601247999476,8.189034460862446,6.09211038392712,7.8076575894385964,11.828601247999476,6.402279223339652,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.4750006546854229,1.304902871774253,3.2028615573074233,10.157810673693124,7.986596477817957,5.750740116023053,4.617186669860509,10.157810673693124,3.6743900626395174,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.8991083820831219,2.373949821527472,2.0950759561554197,1.6143497147734198,2.2609045919309256,2.373949821527472,1.3565427551585558
01_AUS,2049,3.350660711159915,11.828601247999476,8.189034460862446,6.09211038392712,7.8076575894385964,11.828601247999476,6.402279223339652,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.4750006546854229,1.304902871774253,3.2028615573074233,10.157810673693124,7.986596477817957,5.750740116023053,4.617186669860509,10.157810673693124,3.6743900626395174,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.8991083820831219,2.373949821527472,2.0950759561554197,1.6143497147734198,2.2609045919309256,2.373949821527472,1.3565427551585558
01_AUS,2050,3.350660711159915,11.828601247999476,8.189034460862446,6.09211038392712,7.8076575894385964,11.828601247999476,6.402279223339652,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.4750006546854229,1.304902871774253,3.2028615573074233,10.157810673693124,7.986596477817957,5.750740116023053,4.617186669860509,10.157810673693124,3.6743900626395174,1.6922390370724538,3.097012705173306,2.3464850708940688,3.046034286599333,2.8154660956120963,3.097012705173306,1.9645696756048858,0.8991083820831219,2.373949821527472,2.0950759561554197,1.6143497147734198,2.2609045919309256,2.373949821527472,1.3565427551585558
02_BD,2018,5.4506483515,10.647038239600674,9.369393650848593,9.910269730000001,10.647038239600674,10.647038239600674,9.053920117720471,2.2588479032,4.303186962131535,3.8728682659183806,4.094613292909091,4.303186962131535,4.303186962131535,3.020119744852614,0.34373772439999994,1.0550539993446058,5.401592812,10.327648709115683,9.0883308640218,9.79146657,10.327648709115683,10.327648709115683,7.236993083646273,2.2588479032,4.303186962131535,3.8728682659183806,4.094613292909091,4.303186962131535,4.303186962131535,3.020119744852614,0.6874754487999999,3.098294612734705,2.7884651514612346,1.246186654363636,3.098294612734705,3.098294612734705,1.634618485093882
02_BD,2019,5.4342964064455,10.540567857204667,9.275699714340107,9.880538920810002,10.540567857204667,10.540567857204667,8.963380916543267,2.2452948157808,4.217123222888904,3.7954109006000127,4.065950999858727,4.217123222888904,4.217123222888904,2.959717349955562,0.3416752980535999,1.0413382973531258,5.369183255127999,10.12109573493337,8.906564246741365,9.72292630401,10.12109573493337,10.12109573493337,7.092253221973348,2.2452948157808,4.217123222888904,3.7954109006000127,4.065950999858727,4.217123222888904,4.217123222888904,2.959717349955562,0.6833505961071998,3.036328720480011,2.73269584843201,1.2374633477830905,3.036328720480011,3.036328720480011,1.6019261153920044
02_BD,2020,5.417993517226163,10.43516217863262,9.182942717196706,9.850897304047573,10.43516217863262,10.43516217863262,8.873747107377834,2.2318230468861153,4.132780758431125,3.719502682588012,4.0374893428597165,4.132780758431125,4.132780758431125,2.9005230029564504,0.3396252462652783,1.0278008994875352,5.336968155597231,9.918673820234702,8.728432961806536,9.65486581988193,9.918673820234702,9.918673820234702,6.9504081575338805,2.2318230468861153,4.132780758431125,3.719502682588012,4.0374893428597165,4.132780758431125,4.132780758431125,2.9005230029564504,0.6792504925305566,2.9756021460704107,2.67804193146337,1.228801104348609,2.9756021460704107,2.9756021460704107,1.5698875930841643
02_BD,2021,5.409866526950324,10.382986367739457,9.137028003610723,9.836120958091502,10.382986367739457,10.382986367739457,8.829378371840946,2.225127577745457,4.091452950846814,3.682307655762132,4.023358130159708,4.091452950846814,4.091452950846814,2.871517772926886,0.33860637052648246,1.0211201936408663,5.320957251130439,9.819487082032355,8.641148632188472,9.621073789512344,9.819487082032355,9.819487082032355,6.880904075958542,2.225127577745457,4.091452950846814,3.682307655762132,4.023358130159708,4.091452950846814,4.091452950846814,2.871517772926886,0.6772127410529649,2.9458461246097065,2.651261512148736,1.2245003004833888,2.9458461246097065,2.9458461246097065,1.5541887171533226
02_BD,2022,5.401751727159899,10.33107143590076,9.09134286359267,9.821366776654365,10.33107143590076,10.33107143590076,8.785231479981741,2.2184521950122207,4.050538421338346,3.6454845792045107,4.0092763767041495,4.050538421338346,4.050538421338346,2.8428025951976172,0.337590551414903,1.0144829123822008,5.304994379377048,9.721292211212031,8.554737145866588,9.587400031249052,9.721292211212031,9.721292211212031,6.812095035198956,2.2184521950122207,4.050538421338346,3.6454845792045107,4.0092763767041495,4.050538421338346,4.050538421338346,2.8428025951976172,0.675181102829806,2.916387663363609,2.624748897027249,1.220214549431697,2.916387663363609,2.916387663363609,1.5386468299817895
02_BD,2023,5.39364909956916,10.279416078721257,9.045886149274708,9.806634726489385,10.279416078721257,10.279416078721257,8.741305322581832,2.211796838427184,4.010033037124963,3.6090297334124655,3.9952439093856853,4.010033037124963,4.010033037124963,2.8143745692456412,0.3365777797606583,1.0078887734517166,5.289079396238916,9.62407928909991,8.469189774407921,9.55384413113968,9.62407928909991,9.62407928909991,6.7439740848469665,2.211796838427184,4.010033037124963,3.6090297334124655,3.9952439093856853,4.010033037124963,4.010033037124963,2.8143745692456412,0.6731555595213166,2.8872237867299733,2.5985014080569764,1.215943798508686,2.8872237867299733,2.8872237867299733,1.5232603616819715
02_BD,2024,5.385558625919806,10.22801899832765,9.000656718528335,9.791924774399652,10.22801899832765,10.22801899832765,8.697598795968922,2.2051614479119026,3.969932706753713,3.572939436078341,3.9812605557028355,3.969932706753713,3.969932706753713,2.786230823553185,0.33556804642137633,1.0013374964242805,5.2732121580502,9.527838496208911,8.384497876663842,9.520405676680692,9.527838496208911,9.527838496208911,6.6765343439984965,2.2051614479119026,3.969932706753713,3.572939436078341,3.9812605557028355,3.969932706753713,3.969932706753713,2.786230823553185,0.6711360928427527,2.8583515488626734,2.5725163939764064,1.2116879952139057,2.8583515488626734,2.8583515488626734,1.5080277580651518
02_BD,2025,5.3774802879809265,10.176878903336013,8.955653434935693,9.777236887238052,10.176878903336013,10.176878903336013,8.654110801989077,2.198545963568167,3.9302333796861757,3.5372100417175574,3.9673261437578757,3.9302333796861757,3.9302333796861757,2.758368515317653,0.3345613422821122,0.9948288026975227,5.257392521576049,9.432560111246822,8.300652897897203,9.48708425681231,9.432560111246822,9.432560111246822,6.6097690005585115,2.198545963568167,3.9302333796861757,3.5372100417175574,3.9673261437578757,3.9302333796861757,3.9302333796861757,2.758368515317653,0.6691226845642244,2.8297680333740467,2.5467912300366424,1.207447087230657,2.8297680333740467,2.8297680333740467,1.4929474804845002
