date,economy,measure,vehicle_type,unit,medium,transport_type,drive,frequency
2017,05_PRC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,cng,yearly
2017,05_PRC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,fcev,yearly
2017,05_PRC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,ice_d,yearly
2017,05_PRC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,ice_g,yearly
2017,05_PRC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,lpg,yearly
2017,05_PRC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,phev_d,yearly
2017,05_PRC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,phev_g,yearly
2017,05_PRC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,bev,yearly
2017,05_PRC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,cng,yearly
2017,05_PRC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,fcev,yearly
2017,05_PRC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,ice_d,yearly
2017,05_PRC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,ice_g,yearly
2017,05_PRC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,lpg,yearly
2017,05_PRC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,phev_d,yearly
2017,05_PRC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,phev_g,yearly
2017,05_PRC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,bev,yearly
2017,05_PRC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,cng,yearly
2017,05_PRC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,fcev,yearly
2017,05_PRC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,ice_d,yearly
2017,05_PRC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,ice_g,yearly
2017,05_PRC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,lpg,yearly
2017,05_PRC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,phev_d,yearly
2017,05_PRC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,phev_g,yearly
2017,05_PRC,energy,2w,pj,road,freight,bev,yearly
2017,05_PRC,energy,2w,pj,road,freight,ice_d,yearly
2017,05_PRC,energy,2w,pj,road,freight,ice_g,yearly
2017,05_PRC,energy,2w,pj,road,passenger,ice_d,yearly
2017,05_PRC,energy,bus,pj,road,passenger,phev_g,yearly
2017,05_PRC,energy,car,pj,road,passenger,bev,yearly
2017,05_PRC,energy,car,pj,road,passenger,cng,yearly
2017,05_PRC,energy,car,pj,road,passenger,fcev,yearly
2017,05_PRC,energy,car,pj,road,passenger,ice_d,yearly
2017,05_PRC,energy,car,pj,road,passenger,ice_g,yearly
2017,05_PRC,energy,car,pj,road,passenger,lpg,yearly
2017,05_PRC,energy,car,pj,road,passenger,phev_d,yearly
2017,05_PRC,energy,car,pj,road,passenger,phev_g,yearly
2017,05_PRC,energy,ht,pj,road,freight,phev_g,yearly
