Medium,Transport Type,Vehicle Type,Drive,Economy,Year,Measure,Value
road,passenger,bus,g,15_RP,2017,Surplus_stocks,0
road,passenger,lt,bev,15_RP,2017,Surplus_stocks,0
road,passenger,lt,d,15_RP,2017,Surplus_stocks,0
road,passenger,lt,g,15_RP,2017,Surplus_stocks,0
road,passenger,lt,lpg,15_RP,2017,Surplus_stocks,0
road,passenger,lv,bev,15_RP,2017,Surplus_stocks,0
road,passenger,lv,d,15_RP,2017,Surplus_stocks,0
road,passenger,lv,g,15_RP,2017,Surplus_stocks,0
road,passenger,lv,lpg,15_RP,2017,Surplus_stocks,0
road,freight,ht,cng,16_RUS,2017,Surplus_stocks,0
road,freight,ht,d,16_RUS,2017,Surplus_stocks,0
road,freight,ht,g,16_RUS,2017,Surplus_stocks,0
road,freight,ht,lpg,16_RUS,2017,Surplus_stocks,0
road,freight,lt,cng,16_RUS,2017,Surplus_stocks,0
road,freight,lt,d,16_RUS,2017,Surplus_stocks,0
road,freight,lt,g,16_RUS,2017,Surplus_stocks,0
road,freight,lt,lpg,16_RUS,2017,Surplus_stocks,0
road,passenger,2w,g,16_RUS,2017,Surplus_stocks,0
road,passenger,bus,cng,16_RUS,2017,Surplus_stocks,0
road,passenger,bus,d,16_RUS,2017,Surplus_stocks,0
road,passenger,bus,g,16_RUS,2017,Surplus_stocks,0
road,passenger,bus,lpg,16_RUS,2017,Surplus_stocks,0
road,passenger,lt,cng,16_RUS,2017,Surplus_stocks,0
road,passenger,lt,d,16_RUS,2017,Surplus_stocks,0
road,passenger,lt,g,16_RUS,2017,Surplus_stocks,0
road,passenger,lt,lpg,16_RUS,2017,Surplus_stocks,0
road,passenger,lv,bev,16_RUS,2017,Surplus_stocks,0
road,passenger,lv,cng,16_RUS,2017,Surplus_stocks,0
road,passenger,lv,d,16_RUS,2017,Surplus_stocks,0
road,passenger,lv,g,16_RUS,2017,Surplus_stocks,0
road,passenger,lv,lpg,16_RUS,2017,Surplus_stocks,0
road,freight,ht,d,17_SIN,2017,Surplus_stocks,0
road,freight,ht,g,17_SIN,2017,Surplus_stocks,0
road,freight,lt,cng,17_SIN,2017,Surplus_stocks,0
road,freight,lt,d,17_SIN,2017,Surplus_stocks,0
road,freight,lt,g,17_SIN,2017,Surplus_stocks,0
road,passenger,2w,g,17_SIN,2017,Surplus_stocks,0
road,passenger,bus,d,17_SIN,2017,Surplus_stocks,0
road,passenger,bus,g,17_SIN,2017,Surplus_stocks,0
road,passenger,lt,cng,17_SIN,2017,Surplus_stocks,0
road,passenger,lt,d,17_SIN,2017,Surplus_stocks,0
road,passenger,lt,g,17_SIN,2017,Surplus_stocks,0
road,passenger,lv,cng,17_SIN,2017,Surplus_stocks,0
road,passenger,lv,d,17_SIN,2017,Surplus_stocks,0
road,passenger,lv,g,17_SIN,2017,Surplus_stocks,0
road,freight,ht,d,18_CT,2017,Surplus_stocks,0
road,freight,ht,g,18_CT,2017,Surplus_stocks,0
road,freight,lt,bev,18_CT,2017,Surplus_stocks,0
road,freight,lt,d,18_CT,2017,Surplus_stocks,0
road,freight,lt,g,18_CT,2017,Surplus_stocks,0
road,freight,lt,lpg,18_CT,2017,Surplus_stocks,0
road,passenger,2w,bev,18_CT,2017,Surplus_stocks,0
road,passenger,2w,g,18_CT,2017,Surplus_stocks,0
road,passenger,bus,bev,18_CT,2017,Surplus_stocks,0
road,passenger,bus,d,18_CT,2017,Surplus_stocks,0
road,passenger,bus,g,18_CT,2017,Surplus_stocks,0
road,passenger,lt,bev,18_CT,2017,Surplus_stocks,0
road,passenger,lt,d,18_CT,2017,Surplus_stocks,0
road,passenger,lt,g,18_CT,2017,Surplus_stocks,0
road,passenger,lt,lpg,18_CT,2017,Surplus_stocks,0
road,passenger,lv,bev,18_CT,2017,Surplus_stocks,0
road,passenger,lv,d,18_CT,2017,Surplus_stocks,0
road,passenger,lv,g,18_CT,2017,Surplus_stocks,0
road,passenger,lv,lpg,18_CT,2017,Surplus_stocks,0
road,freight,ht,cng,19_THA,2017,Surplus_stocks,0
road,freight,ht,d,19_THA,2017,Surplus_stocks,0
road,freight,ht,g,19_THA,2017,Surplus_stocks,0
road,freight,ht,lpg,19_THA,2017,Surplus_stocks,0
road,freight,lt,bev,19_THA,2017,Surplus_stocks,0
road,freight,lt,cng,19_THA,2017,Surplus_stocks,0
road,freight,lt,d,19_THA,2017,Surplus_stocks,0
road,freight,lt,g,19_THA,2017,Surplus_stocks,0
road,freight,lt,lpg,19_THA,2017,Surplus_stocks,0
road,freight,lt,phevg,19_THA,2017,Surplus_stocks,0
road,passenger,2w,bev,19_THA,2017,Surplus_stocks,0
road,passenger,2w,g,19_THA,2017,Surplus_stocks,0
road,passenger,bus,bev,19_THA,2017,Surplus_stocks,0
road,passenger,bus,cng,19_THA,2017,Surplus_stocks,0
road,passenger,bus,d,19_THA,2017,Surplus_stocks,0
road,passenger,bus,g,19_THA,2017,Surplus_stocks,0
road,passenger,bus,lpg,19_THA,2017,Surplus_stocks,0
road,passenger,lt,bev,19_THA,2017,Surplus_stocks,0
road,passenger,lt,cng,19_THA,2017,Surplus_stocks,0
road,passenger,lt,d,19_THA,2017,Surplus_stocks,0
road,passenger,lt,g,19_THA,2017,Surplus_stocks,0
road,passenger,lt,lpg,19_THA,2017,Surplus_stocks,0
road,passenger,lt,phevg,19_THA,2017,Surplus_stocks,0
road,passenger,lv,bev,19_THA,2017,Surplus_stocks,0
road,passenger,lv,cng,19_THA,2017,Surplus_stocks,0
road,passenger,lv,d,19_THA,2017,Surplus_stocks,0
road,passenger,lv,g,19_THA,2017,Surplus_stocks,0
road,passenger,lv,lpg,19_THA,2017,Surplus_stocks,0
road,passenger,lv,phevg,19_THA,2017,Surplus_stocks,0
road,passenger,bus,phevd,19_THA,2017,Surplus_stocks,0
road,freight,ht,bev,20_USA,2017,Surplus_stocks,0
road,freight,ht,cng,20_USA,2017,Surplus_stocks,0
road,freight,ht,d,20_USA,2017,Surplus_stocks,0
road,freight,ht,g,20_USA,2017,Surplus_stocks,0
road,freight,ht,lpg,20_USA,2017,Surplus_stocks,0
road,freight,lt,bev,20_USA,2017,Surplus_stocks,0
road,freight,lt,cng,20_USA,2017,Surplus_stocks,0
road,freight,lt,d,20_USA,2017,Surplus_stocks,0
road,freight,lt,fcev,20_USA,2017,Surplus_stocks,0
road,freight,lt,g,20_USA,2017,Surplus_stocks,0
road,freight,lt,lpg,20_USA,2017,Surplus_stocks,0
road,freight,lt,phevg,20_USA,2017,Surplus_stocks,0
road,passenger,2w,bev,20_USA,2017,Surplus_stocks,0
road,passenger,2w,g,20_USA,2017,Surplus_stocks,0
road,passenger,bus,bev,20_USA,2017,Surplus_stocks,0
road,passenger,bus,cng,20_USA,2017,Surplus_stocks,0
road,passenger,bus,d,20_USA,2017,Surplus_stocks,0
road,passenger,bus,g,20_USA,2017,Surplus_stocks,0
road,passenger,bus,lpg,20_USA,2017,Surplus_stocks,0
road,passenger,lt,bev,20_USA,2017,Surplus_stocks,0
road,passenger,lt,cng,20_USA,2017,Surplus_stocks,0
road,passenger,lt,d,20_USA,2017,Surplus_stocks,0
road,passenger,lt,fcev,20_USA,2017,Surplus_stocks,0
road,passenger,lt,g,20_USA,2017,Surplus_stocks,0
road,passenger,lt,lpg,20_USA,2017,Surplus_stocks,0
road,passenger,lt,phevg,20_USA,2017,Surplus_stocks,0
road,passenger,lv,bev,20_USA,2017,Surplus_stocks,0
road,passenger,lv,cng,20_USA,2017,Surplus_stocks,0
road,passenger,lv,d,20_USA,2017,Surplus_stocks,0
road,passenger,lv,fcev,20_USA,2017,Surplus_stocks,0
road,passenger,lv,g,20_USA,2017,Surplus_stocks,0
road,passenger,lv,lpg,20_USA,2017,Surplus_stocks,0
road,passenger,lv,phevg,20_USA,2017,Surplus_stocks,0
road,passenger,bus,phevd,20_USA,2017,Surplus_stocks,0
road,freight,ht,d,21_VN,2017,Surplus_stocks,0
road,freight,ht,g,21_VN,2017,Surplus_stocks,0
road,freight,lt,d,21_VN,2017,Surplus_stocks,0
road,freight,lt,g,21_VN,2017,Surplus_stocks,0
road,passenger,2w,bev,21_VN,2017,Surplus_stocks,0
road,passenger,2w,g,21_VN,2017,Surplus_stocks,0
road,passenger,bus,cng,21_VN,2017,Surplus_stocks,0
road,passenger,bus,d,21_VN,2017,Surplus_stocks,0
road,passenger,bus,g,21_VN,2017,Surplus_stocks,0
road,passenger,bus,lpg,21_VN,2017,Surplus_stocks,0
road,passenger,lt,d,21_VN,2017,Surplus_stocks,0
road,passenger,lt,g,21_VN,2017,Surplus_stocks,0
road,passenger,lv,bev,21_VN,2017,Surplus_stocks,0
road,passenger,lv,cng,21_VN,2017,Surplus_stocks,0
road,passenger,lv,d,21_VN,2017,Surplus_stocks,0
road,passenger,lv,g,21_VN,2017,Surplus_stocks,0
road,freight,ht,bev,01_AUS,2017,Surplus_stocks,0
road,freight,ht,fcev,01_AUS,2017,Surplus_stocks,0
road,freight,lt,fcev,01_AUS,2017,Surplus_stocks,0
road,passenger,bus,bev,01_AUS,2017,Surplus_stocks,0
road,passenger,bus,fcev,01_AUS,2017,Surplus_stocks,0
road,passenger,lt,fcev,01_AUS,2017,Surplus_stocks,0
road,passenger,lv,fcev,01_AUS,2017,Surplus_stocks,0
road,freight,ht,phevd,01_AUS,2017,Surplus_stocks,0
road,passenger,bus,phevd,01_AUS,2017,Surplus_stocks,0
road,freight,ht,bev,02_BD,2017,Surplus_stocks,0
road,freight,ht,cng,02_BD,2017,Surplus_stocks,0
road,freight,ht,fcev,02_BD,2017,Surplus_stocks,0
road,freight,ht,lpg,02_BD,2017,Surplus_stocks,0
road,freight,lt,bev,02_BD,2017,Surplus_stocks,0
road,freight,lt,cng,02_BD,2017,Surplus_stocks,0
road,freight,lt,fcev,02_BD,2017,Surplus_stocks,0
road,freight,lt,lpg,02_BD,2017,Surplus_stocks,0
road,freight,lt,phevg,02_BD,2017,Surplus_stocks,0
road,passenger,bus,bev,02_BD,2017,Surplus_stocks,0
road,passenger,bus,cng,02_BD,2017,Surplus_stocks,0
road,passenger,bus,fcev,02_BD,2017,Surplus_stocks,0
road,passenger,bus,lpg,02_BD,2017,Surplus_stocks,0
road,passenger,lt,bev,02_BD,2017,Surplus_stocks,0
road,passenger,lt,cng,02_BD,2017,Surplus_stocks,0
road,passenger,lt,fcev,02_BD,2017,Surplus_stocks,0
road,passenger,lt,lpg,02_BD,2017,Surplus_stocks,0
road,passenger,lt,phevg,02_BD,2017,Surplus_stocks,0
road,passenger,lv,cng,02_BD,2017,Surplus_stocks,0
road,passenger,lv,fcev,02_BD,2017,Surplus_stocks,0
road,passenger,lv,lpg,02_BD,2017,Surplus_stocks,0
road,passenger,lv,phevg,02_BD,2017,Surplus_stocks,0
road,freight,ht,phevd,02_BD,2017,Surplus_stocks,0
road,passenger,bus,phevd,02_BD,2017,Surplus_stocks,0
road,freight,ht,bev,03_CDA,2017,Surplus_stocks,0
road,freight,ht,fcev,03_CDA,2017,Surplus_stocks,0
road,freight,lt,bev,03_CDA,2017,Surplus_stocks,0
road,freight,lt,cng,03_CDA,2017,Surplus_stocks,0
road,freight,lt,fcev,03_CDA,2017,Surplus_stocks,0
road,freight,lt,phevg,03_CDA,2017,Surplus_stocks,0
road,passenger,2w,bev,03_CDA,2017,Surplus_stocks,0
road,passenger,bus,fcev,03_CDA,2017,Surplus_stocks,0
road,passenger,lt,bev,03_CDA,2017,Surplus_stocks,0
road,passenger,lt,cng,03_CDA,2017,Surplus_stocks,0
road,passenger,lt,fcev,03_CDA,2017,Surplus_stocks,0
road,passenger,lt,phevg,03_CDA,2017,Surplus_stocks,0
road,passenger,lv,fcev,03_CDA,2017,Surplus_stocks,0
road,freight,ht,phevd,03_CDA,2017,Surplus_stocks,0
road,passenger,bus,phevd,03_CDA,2017,Surplus_stocks,0
road,freight,ht,bev,04_CHL,2017,Surplus_stocks,0
road,freight,ht,cng,04_CHL,2017,Surplus_stocks,0
road,freight,ht,fcev,04_CHL,2017,Surplus_stocks,0
road,freight,ht,lpg,04_CHL,2017,Surplus_stocks,0
road,freight,lt,bev,04_CHL,2017,Surplus_stocks,0
road,freight,lt,cng,04_CHL,2017,Surplus_stocks,0
road,freight,lt,d,04_CHL,2017,Surplus_stocks,0
road,freight,lt,fcev,04_CHL,2017,Surplus_stocks,0
road,freight,lt,g,04_CHL,2017,Surplus_stocks,0
road,freight,lt,lpg,04_CHL,2017,Surplus_stocks,0
road,freight,lt,phevg,04_CHL,2017,Surplus_stocks,0
road,passenger,2w,bev,04_CHL,2017,Surplus_stocks,0
road,passenger,bus,cng,04_CHL,2017,Surplus_stocks,0
road,passenger,bus,fcev,04_CHL,2017,Surplus_stocks,0
road,passenger,bus,lpg,04_CHL,2017,Surplus_stocks,0
road,passenger,lt,bev,04_CHL,2017,Surplus_stocks,0
road,passenger,lt,cng,04_CHL,2017,Surplus_stocks,0
road,passenger,lt,d,04_CHL,2017,Surplus_stocks,0
road,passenger,lt,fcev,04_CHL,2017,Surplus_stocks,0
road,passenger,lt,g,04_CHL,2017,Surplus_stocks,0
road,passenger,lt,lpg,04_CHL,2017,Surplus_stocks,0
road,passenger,lt,phevg,04_CHL,2017,Surplus_stocks,0
road,passenger,lv,fcev,04_CHL,2017,Surplus_stocks,0
road,freight,ht,phevd,04_CHL,2017,Surplus_stocks,0
road,passenger,bus,phevd,04_CHL,2017,Surplus_stocks,0
road,freight,ht,fcev,05_PRC,2017,Surplus_stocks,0
road,freight,ht,g,05_PRC,2017,Surplus_stocks,0
road,freight,lt,fcev,05_PRC,2017,Surplus_stocks,0
road,freight,lt,phevg,05_PRC,2017,Surplus_stocks,0
road,passenger,bus,fcev,05_PRC,2017,Surplus_stocks,0
road,passenger,lt,fcev,05_PRC,2017,Surplus_stocks,0
road,passenger,lt,phevg,05_PRC,2017,Surplus_stocks,0
road,passenger,lv,fcev,05_PRC,2017,Surplus_stocks,0
road,freight,ht,phevd,05_PRC,2017,Surplus_stocks,0
road,passenger,bus,phevd,05_PRC,2017,Surplus_stocks,0
road,freight,ht,bev,06_HKC,2017,Surplus_stocks,0
road,freight,ht,cng,06_HKC,2017,Surplus_stocks,0
road,freight,ht,fcev,06_HKC,2017,Surplus_stocks,0
road,freight,ht,g,06_HKC,2017,Surplus_stocks,0
road,freight,lt,cng,06_HKC,2017,Surplus_stocks,0
road,freight,lt,fcev,06_HKC,2017,Surplus_stocks,0
road,freight,lt,phevg,06_HKC,2017,Surplus_stocks,0
road,passenger,bus,cng,06_HKC,2017,Surplus_stocks,0
road,passenger,bus,fcev,06_HKC,2017,Surplus_stocks,0
road,passenger,bus,g,06_HKC,2017,Surplus_stocks,0
road,passenger,lt,cng,06_HKC,2017,Surplus_stocks,0
road,passenger,lt,fcev,06_HKC,2017,Surplus_stocks,0
road,passenger,lt,phevg,06_HKC,2017,Surplus_stocks,0
road,passenger,lv,cng,06_HKC,2017,Surplus_stocks,0
road,passenger,lv,fcev,06_HKC,2017,Surplus_stocks,0
road,freight,ht,phevd,06_HKC,2017,Surplus_stocks,0
road,passenger,bus,phevd,06_HKC,2017,Surplus_stocks,0
road,freight,ht,bev,07_INA,2017,Surplus_stocks,0
road,freight,ht,cng,07_INA,2017,Surplus_stocks,0
road,freight,ht,fcev,07_INA,2017,Surplus_stocks,0
road,freight,ht,lpg,07_INA,2017,Surplus_stocks,0
road,freight,lt,bev,07_INA,2017,Surplus_stocks,0
road,freight,lt,cng,07_INA,2017,Surplus_stocks,0
road,freight,lt,fcev,07_INA,2017,Surplus_stocks,0
road,freight,lt,lpg,07_INA,2017,Surplus_stocks,0
road,passenger,bus,bev,07_INA,2017,Surplus_stocks,0
road,passenger,bus,cng,07_INA,2017,Surplus_stocks,0
road,passenger,bus,fcev,07_INA,2017,Surplus_stocks,0
road,passenger,bus,lpg,07_INA,2017,Surplus_stocks,0
road,passenger,lt,bev,07_INA,2017,Surplus_stocks,0
road,passenger,lt,cng,07_INA,2017,Surplus_stocks,0
road,passenger,lt,fcev,07_INA,2017,Surplus_stocks,0
road,passenger,lt,lpg,07_INA,2017,Surplus_stocks,0
road,passenger,lv,bev,07_INA,2017,Surplus_stocks,0
road,passenger,lv,cng,07_INA,2017,Surplus_stocks,0
road,passenger,lv,fcev,07_INA,2017,Surplus_stocks,0
road,passenger,lv,lpg,07_INA,2017,Surplus_stocks,0
road,freight,ht,fcev,08_JPN,2017,Surplus_stocks,0
road,freight,lt,cng,08_JPN,2017,Surplus_stocks,0
road,freight,lt,fcev,08_JPN,2017,Surplus_stocks,0
road,passenger,2w,bev,08_JPN,2017,Surplus_stocks,0
road,passenger,bus,bev,08_JPN,2017,Surplus_stocks,0
road,passenger,bus,cng,08_JPN,2017,Surplus_stocks,0
road,passenger,lt,cng,08_JPN,2017,Surplus_stocks,0
road,passenger,lt,fcev,08_JPN,2017,Surplus_stocks,0
road,passenger,lv,cng,08_JPN,2017,Surplus_stocks,0
road,freight,ht,phevd,08_JPN,2017,Surplus_stocks,0
road,passenger,bus,phevd,08_JPN,2017,Surplus_stocks,0
road,freight,ht,bev,09_ROK,2017,Surplus_stocks,0
road,freight,ht,cng,09_ROK,2017,Surplus_stocks,0
road,freight,ht,fcev,09_ROK,2017,Surplus_stocks,0
road,freight,ht,g,09_ROK,2017,Surplus_stocks,0
road,freight,lt,bev,09_ROK,2017,Surplus_stocks,0
road,freight,lt,fcev,09_ROK,2017,Surplus_stocks,0
road,freight,lt,phevg,09_ROK,2017,Surplus_stocks,0
road,passenger,2w,bev,09_ROK,2017,Surplus_stocks,0
road,passenger,bus,fcev,09_ROK,2017,Surplus_stocks,0
road,passenger,lt,bev,09_ROK,2017,Surplus_stocks,0
road,passenger,lt,fcev,09_ROK,2017,Surplus_stocks,0
road,passenger,lt,phevg,09_ROK,2017,Surplus_stocks,0
road,passenger,lv,cng,09_ROK,2017,Surplus_stocks,0
road,passenger,lv,fcev,09_ROK,2017,Surplus_stocks,0
road,passenger,lv,phevg,09_ROK,2017,Surplus_stocks,0
road,freight,ht,phevd,09_ROK,2017,Surplus_stocks,0
road,passenger,bus,phevd,09_ROK,2017,Surplus_stocks,0
road,freight,ht,fcev,10_MAS,2017,Surplus_stocks,0
road,freight,ht,lpg,10_MAS,2017,Surplus_stocks,0
road,freight,lt,bev,10_MAS,2017,Surplus_stocks,0
road,freight,lt,cng,10_MAS,2017,Surplus_stocks,0
road,freight,lt,d,10_MAS,2017,Surplus_stocks,0
road,freight,lt,fcev,10_MAS,2017,Surplus_stocks,0
road,freight,lt,g,10_MAS,2017,Surplus_stocks,0
road,freight,lt,lpg,10_MAS,2017,Surplus_stocks,0
road,freight,lt,phevg,10_MAS,2017,Surplus_stocks,0
road,passenger,bus,bev,10_MAS,2017,Surplus_stocks,0
road,passenger,bus,fcev,10_MAS,2017,Surplus_stocks,0
road,passenger,bus,lpg,10_MAS,2017,Surplus_stocks,0
road,passenger,lt,bev,10_MAS,2017,Surplus_stocks,0
road,passenger,lt,cng,10_MAS,2017,Surplus_stocks,0
road,passenger,lt,d,10_MAS,2017,Surplus_stocks,0
road,passenger,lt,fcev,10_MAS,2017,Surplus_stocks,0
road,passenger,lt,g,10_MAS,2017,Surplus_stocks,0
road,passenger,lt,lpg,10_MAS,2017,Surplus_stocks,0
road,passenger,lt,phevg,10_MAS,2017,Surplus_stocks,0
road,passenger,lv,fcev,10_MAS,2017,Surplus_stocks,0
road,passenger,lv,lpg,10_MAS,2017,Surplus_stocks,0
road,passenger,lv,phevg,10_MAS,2017,Surplus_stocks,0
road,freight,ht,phevd,10_MAS,2017,Surplus_stocks,0
road,passenger,bus,phevd,10_MAS,2017,Surplus_stocks,0
road,freight,ht,bev,11_MEX,2017,Surplus_stocks,0
road,freight,ht,fcev,11_MEX,2017,Surplus_stocks,0
road,freight,ht,lpg,11_MEX,2017,Surplus_stocks,0
road,freight,lt,bev,11_MEX,2017,Surplus_stocks,0
road,freight,lt,fcev,11_MEX,2017,Surplus_stocks,0
road,freight,lt,phevg,11_MEX,2017,Surplus_stocks,0
road,passenger,2w,bev,11_MEX,2017,Surplus_stocks,0
road,passenger,bus,bev,11_MEX,2017,Surplus_stocks,0
road,passenger,bus,fcev,11_MEX,2017,Surplus_stocks,0
road,passenger,lt,bev,11_MEX,2017,Surplus_stocks,0
road,passenger,lt,fcev,11_MEX,2017,Surplus_stocks,0
road,passenger,lt,phevg,11_MEX,2017,Surplus_stocks,0
road,passenger,lv,fcev,11_MEX,2017,Surplus_stocks,0
road,freight,ht,phevd,11_MEX,2017,Surplus_stocks,0
road,passenger,bus,phevd,11_MEX,2017,Surplus_stocks,0
road,freight,ht,bev,12_NZ,2017,Surplus_stocks,0
road,freight,ht,fcev,12_NZ,2017,Surplus_stocks,0
road,freight,lt,bev,12_NZ,2017,Surplus_stocks,0
road,freight,lt,cng,12_NZ,2017,Surplus_stocks,0
road,freight,lt,d,12_NZ,2017,Surplus_stocks,0
road,freight,lt,fcev,12_NZ,2017,Surplus_stocks,0
road,freight,lt,g,12_NZ,2017,Surplus_stocks,0
road,freight,lt,lpg,12_NZ,2017,Surplus_stocks,0
road,freight,lt,phevg,12_NZ,2017,Surplus_stocks,0
road,passenger,bus,fcev,12_NZ,2017,Surplus_stocks,0
road,passenger,lt,bev,12_NZ,2017,Surplus_stocks,0
road,passenger,lt,cng,12_NZ,2017,Surplus_stocks,0
road,passenger,lt,fcev,12_NZ,2017,Surplus_stocks,0
road,passenger,lt,phevg,12_NZ,2017,Surplus_stocks,0
road,passenger,lv,fcev,12_NZ,2017,Surplus_stocks,0
road,freight,ht,phevd,12_NZ,2017,Surplus_stocks,0
road,passenger,bus,phevd,12_NZ,2017,Surplus_stocks,0
road,freight,ht,bev,13_PNG,2017,Surplus_stocks,0
road,freight,ht,cng,13_PNG,2017,Surplus_stocks,0
road,freight,ht,fcev,13_PNG,2017,Surplus_stocks,0
road,freight,ht,lpg,13_PNG,2017,Surplus_stocks,0
road,freight,lt,bev,13_PNG,2017,Surplus_stocks,0
road,freight,lt,cng,13_PNG,2017,Surplus_stocks,0
road,freight,lt,d,13_PNG,2017,Surplus_stocks,0
road,freight,lt,fcev,13_PNG,2017,Surplus_stocks,0
road,freight,lt,g,13_PNG,2017,Surplus_stocks,0
road,freight,lt,lpg,13_PNG,2017,Surplus_stocks,0
road,freight,lt,phevg,13_PNG,2017,Surplus_stocks,0
road,passenger,2w,bev,13_PNG,2017,Surplus_stocks,0
road,passenger,bus,bev,13_PNG,2017,Surplus_stocks,0
road,passenger,bus,cng,13_PNG,2017,Surplus_stocks,0
road,passenger,bus,fcev,13_PNG,2017,Surplus_stocks,0
road,passenger,bus,lpg,13_PNG,2017,Surplus_stocks,0
road,passenger,lt,bev,13_PNG,2017,Surplus_stocks,0
road,passenger,lt,cng,13_PNG,2017,Surplus_stocks,0
road,passenger,lt,fcev,13_PNG,2017,Surplus_stocks,0
road,passenger,lt,lpg,13_PNG,2017,Surplus_stocks,0
road,passenger,lt,phevg,13_PNG,2017,Surplus_stocks,0
road,passenger,lv,bev,13_PNG,2017,Surplus_stocks,0
road,passenger,lv,cng,13_PNG,2017,Surplus_stocks,0
road,passenger,lv,d,13_PNG,2017,Surplus_stocks,0
road,passenger,lv,fcev,13_PNG,2017,Surplus_stocks,0
road,passenger,lv,lpg,13_PNG,2017,Surplus_stocks,0
road,passenger,lv,phevg,13_PNG,2017,Surplus_stocks,0
road,freight,ht,phevd,13_PNG,2017,Surplus_stocks,0
road,passenger,bus,phevd,13_PNG,2017,Surplus_stocks,0
road,freight,ht,bev,14_PE,2017,Surplus_stocks,0
road,freight,ht,fcev,14_PE,2017,Surplus_stocks,0
road,freight,lt,bev,14_PE,2017,Surplus_stocks,0
road,freight,lt,fcev,14_PE,2017,Surplus_stocks,0
road,freight,lt,lpg,14_PE,2017,Surplus_stocks,0
road,freight,lt,phevg,14_PE,2017,Surplus_stocks,0
road,passenger,bus,bev,14_PE,2017,Surplus_stocks,0
road,passenger,bus,fcev,14_PE,2017,Surplus_stocks,0
road,passenger,lt,bev,14_PE,2017,Surplus_stocks,0
road,passenger,lt,fcev,14_PE,2017,Surplus_stocks,0
road,passenger,lt,lpg,14_PE,2017,Surplus_stocks,0
road,passenger,lt,phevg,14_PE,2017,Surplus_stocks,0
road,passenger,lv,bev,14_PE,2017,Surplus_stocks,0
road,passenger,lv,fcev,14_PE,2017,Surplus_stocks,0
road,passenger,lv,phevg,14_PE,2017,Surplus_stocks,0
road,freight,ht,phevd,14_PE,2017,Surplus_stocks,0
road,passenger,bus,phevd,14_PE,2017,Surplus_stocks,0
road,freight,ht,bev,15_RP,2017,Surplus_stocks,0
road,freight,ht,cng,15_RP,2017,Surplus_stocks,0
road,freight,ht,fcev,15_RP,2017,Surplus_stocks,0
road,freight,ht,lpg,15_RP,2017,Surplus_stocks,0
road,freight,lt,cng,15_RP,2017,Surplus_stocks,0
road,freight,lt,fcev,15_RP,2017,Surplus_stocks,0
road,freight,lt,phevg,15_RP,2017,Surplus_stocks,0
road,passenger,2w,bev,15_RP,2017,Surplus_stocks,0
road,passenger,bus,bev,15_RP,2017,Surplus_stocks,0
road,passenger,bus,cng,15_RP,2017,Surplus_stocks,0
road,passenger,bus,fcev,15_RP,2017,Surplus_stocks,0
road,passenger,bus,lpg,15_RP,2017,Surplus_stocks,0
road,passenger,lt,cng,15_RP,2017,Surplus_stocks,0
road,passenger,lt,fcev,15_RP,2017,Surplus_stocks,0
road,passenger,lt,phevg,15_RP,2017,Surplus_stocks,0
road,passenger,lv,cng,15_RP,2017,Surplus_stocks,0
road,passenger,lv,fcev,15_RP,2017,Surplus_stocks,0
road,passenger,lv,phevg,15_RP,2017,Surplus_stocks,0
road,freight,ht,phevd,15_RP,2017,Surplus_stocks,0
road,passenger,bus,phevd,15_RP,2017,Surplus_stocks,0
road,freight,ht,bev,16_RUS,2017,Surplus_stocks,0
road,freight,ht,fcev,16_RUS,2017,Surplus_stocks,0
road,freight,lt,bev,16_RUS,2017,Surplus_stocks,0
road,freight,lt,fcev,16_RUS,2017,Surplus_stocks,0
road,freight,lt,phevg,16_RUS,2017,Surplus_stocks,0
road,passenger,2w,bev,16_RUS,2017,Surplus_stocks,0
road,passenger,bus,bev,16_RUS,2017,Surplus_stocks,0
road,passenger,bus,fcev,16_RUS,2017,Surplus_stocks,0
road,passenger,lt,bev,16_RUS,2017,Surplus_stocks,0
road,passenger,lt,fcev,16_RUS,2017,Surplus_stocks,0
road,passenger,lt,phevg,16_RUS,2017,Surplus_stocks,0
road,passenger,lv,fcev,16_RUS,2017,Surplus_stocks,0
road,passenger,lv,phevg,16_RUS,2017,Surplus_stocks,0
road,freight,ht,phevd,16_RUS,2017,Surplus_stocks,0
road,passenger,bus,phevd,16_RUS,2017,Surplus_stocks,0
road,freight,ht,bev,17_SIN,2017,Surplus_stocks,0
road,freight,ht,cng,17_SIN,2017,Surplus_stocks,0
road,freight,ht,fcev,17_SIN,2017,Surplus_stocks,0
road,freight,ht,lpg,17_SIN,2017,Surplus_stocks,0
road,freight,lt,bev,17_SIN,2017,Surplus_stocks,0
road,freight,lt,fcev,17_SIN,2017,Surplus_stocks,0
road,freight,lt,lpg,17_SIN,2017,Surplus_stocks,0
road,freight,lt,phevg,17_SIN,2017,Surplus_stocks,0
road,passenger,2w,bev,17_SIN,2017,Surplus_stocks,0
road,passenger,bus,bev,17_SIN,2017,Surplus_stocks,0
road,passenger,bus,cng,17_SIN,2017,Surplus_stocks,0
road,passenger,bus,fcev,17_SIN,2017,Surplus_stocks,0
road,passenger,bus,lpg,17_SIN,2017,Surplus_stocks,0
road,passenger,lt,bev,17_SIN,2017,Surplus_stocks,0
road,passenger,lt,fcev,17_SIN,2017,Surplus_stocks,0
