Medium,Transport Type,Vehicle Type,Drive,Economy,Year,Measure,Value
road,freight,ht,lpg,04_CHL,2017,Activity,0
road,freight,lt,bev,04_CHL,2017,Activity,0
road,freight,lt,cng,04_CHL,2017,Activity,0
road,freight,lt,d,04_CHL,2017,Activity,0
road,freight,lt,fcev,04_CHL,2017,Activity,0
road,freight,lt,g,04_CHL,2017,Activity,0
road,freight,lt,lpg,04_CHL,2017,Activity,0
road,freight,lt,phevg,04_CHL,2017,Activity,0
road,passenger,2w,bev,04_CHL,2017,Activity,0
road,passenger,bus,cng,04_CHL,2017,Activity,0
road,passenger,bus,fcev,04_CHL,2017,Activity,0
road,passenger,bus,lpg,04_CHL,2017,Activity,0
road,passenger,lt,bev,04_CHL,2017,Activity,0
road,passenger,lt,cng,04_CHL,2017,Activity,0
road,passenger,lt,d,04_CHL,2017,Activity,0
road,passenger,lt,fcev,04_CHL,2017,Activity,0
road,passenger,lt,g,04_CHL,2017,Activity,0
road,passenger,lt,lpg,04_CHL,2017,Activity,0
road,passenger,lt,phevg,04_CHL,2017,Activity,0
road,passenger,lv,fcev,04_CHL,2017,Activity,0
road,freight,ht,phevd,04_CHL,2017,Activity,0
road,passenger,bus,phevd,04_CHL,2017,Activity,0
road,freight,ht,fcev,05_PRC,2017,Activity,0
road,freight,ht,g,05_PRC,2017,Activity,0
road,freight,lt,fcev,05_PRC,2017,Activity,0
road,freight,lt,phevg,05_PRC,2017,Activity,0
road,passenger,bus,fcev,05_PRC,2017,Activity,0
road,passenger,lt,fcev,05_PRC,2017,Activity,0
road,passenger,lt,phevg,05_PRC,2017,Activity,0
road,passenger,lv,fcev,05_PRC,2017,Activity,0
road,freight,ht,phevd,05_PRC,2017,Activity,0
road,passenger,bus,phevd,05_PRC,2017,Activity,0
road,freight,ht,bev,06_HKC,2017,Activity,0
road,freight,ht,cng,06_HKC,2017,Activity,0
road,freight,ht,fcev,06_HKC,2017,Activity,0
road,freight,ht,g,06_HKC,2017,Activity,0
road,freight,lt,cng,06_HKC,2017,Activity,0
road,freight,lt,fcev,06_HKC,2017,Activity,0
road,freight,lt,phevg,06_HKC,2017,Activity,0
road,passenger,bus,cng,06_HKC,2017,Activity,0
road,passenger,bus,fcev,06_HKC,2017,Activity,0
road,passenger,bus,g,06_HKC,2017,Activity,0
road,passenger,lt,cng,06_HKC,2017,Activity,0
road,passenger,lt,fcev,06_HKC,2017,Activity,0
road,passenger,lt,phevg,06_HKC,2017,Activity,0
road,passenger,lv,cng,06_HKC,2017,Activity,0
road,passenger,lv,fcev,06_HKC,2017,Activity,0
road,freight,ht,phevd,06_HKC,2017,Activity,0
road,passenger,bus,phevd,06_HKC,2017,Activity,0
road,freight,ht,bev,07_INA,2017,Activity,0
road,freight,ht,cng,07_INA,2017,Activity,5.04E-05
road,freight,ht,fcev,07_INA,2017,Activity,0
road,freight,ht,lpg,07_INA,2017,Activity,0
road,freight,lt,bev,07_INA,2017,Activity,0
road,freight,lt,cng,07_INA,2017,Activity,2.03E-06
road,freight,lt,fcev,07_INA,2017,Activity,0
road,freight,lt,lpg,07_INA,2017,Activity,0
road,passenger,bus,bev,07_INA,2017,Activity,0
road,passenger,bus,cng,07_INA,2017,Activity,1.38E-05
road,passenger,bus,fcev,07_INA,2017,Activity,0
road,passenger,bus,lpg,07_INA,2017,Activity,0
road,passenger,lt,bev,07_INA,2017,Activity,0
road,passenger,lt,cng,07_INA,2017,Activity,7.77E-06
road,passenger,lt,fcev,07_INA,2017,Activity,0
road,passenger,lt,lpg,07_INA,2017,Activity,0
road,passenger,lv,bev,07_INA,2017,Activity,0
road,passenger,lv,cng,07_INA,2017,Activity,9.87E-05
road,passenger,lv,fcev,07_INA,2017,Activity,0
road,passenger,lv,lpg,07_INA,2017,Activity,0
road,freight,ht,fcev,08_JPN,2017,Activity,0
road,freight,lt,cng,08_JPN,2017,Activity,0
road,freight,lt,fcev,08_JPN,2017,Activity,0
road,passenger,2w,bev,08_JPN,2017,Activity,0
road,passenger,bus,bev,08_JPN,2017,Activity,0
road,passenger,bus,cng,08_JPN,2017,Activity,0
road,passenger,lt,cng,08_JPN,2017,Activity,0
road,passenger,lt,fcev,08_JPN,2017,Activity,0
road,passenger,lv,cng,08_JPN,2017,Activity,0
road,freight,ht,phevd,08_JPN,2017,Activity,0
road,passenger,bus,phevd,08_JPN,2017,Activity,0
road,freight,ht,bev,09_ROK,2017,Activity,0
road,freight,ht,cng,09_ROK,2017,Activity,0
road,freight,ht,fcev,09_ROK,2017,Activity,0
road,freight,ht,g,09_ROK,2017,Activity,0
road,freight,lt,bev,09_ROK,2017,Activity,0
road,freight,lt,fcev,09_ROK,2017,Activity,0
road,freight,lt,phevg,09_ROK,2017,Activity,0
road,passenger,2w,bev,09_ROK,2017,Activity,0
road,passenger,bus,fcev,09_ROK,2017,Activity,0
road,passenger,lt,bev,09_ROK,2017,Activity,0
road,passenger,lt,fcev,09_ROK,2017,Activity,0
road,passenger,lt,phevg,09_ROK,2017,Activity,0
road,passenger,lv,cng,09_ROK,2017,Activity,0
road,passenger,lv,fcev,09_ROK,2017,Activity,0
road,passenger,lv,phevg,09_ROK,2017,Activity,0
road,freight,ht,phevd,09_ROK,2017,Activity,0
road,passenger,bus,phevd,09_ROK,2017,Activity,0
road,freight,ht,fcev,10_MAS,2017,Activity,0
road,freight,ht,lpg,10_MAS,2017,Activity,0
road,freight,lt,bev,10_MAS,2017,Activity,0
road,freight,lt,cng,10_MAS,2017,Activity,0
road,freight,lt,d,10_MAS,2017,Activity,0
road,freight,lt,fcev,10_MAS,2017,Activity,0
road,freight,lt,g,10_MAS,2017,Activity,0
road,freight,lt,lpg,10_MAS,2017,Activity,0
road,freight,lt,phevg,10_MAS,2017,Activity,0
road,passenger,bus,bev,10_MAS,2017,Activity,0
road,passenger,bus,fcev,10_MAS,2017,Activity,0
road,passenger,bus,lpg,10_MAS,2017,Activity,0
road,passenger,lt,bev,10_MAS,2017,Activity,0
road,passenger,lt,cng,10_MAS,2017,Activity,0
road,passenger,lt,d,10_MAS,2017,Activity,0
road,passenger,lt,fcev,10_MAS,2017,Activity,0
road,passenger,lt,g,10_MAS,2017,Activity,0
road,passenger,lt,lpg,10_MAS,2017,Activity,0
road,passenger,lt,phevg,10_MAS,2017,Activity,0
road,passenger,lv,fcev,10_MAS,2017,Activity,0
road,passenger,lv,lpg,10_MAS,2017,Activity,0
road,passenger,lv,phevg,10_MAS,2017,Activity,0
road,freight,ht,phevd,10_MAS,2017,Activity,0
road,passenger,bus,phevd,10_MAS,2017,Activity,0
road,freight,ht,bev,11_MEX,2017,Activity,0
road,freight,ht,fcev,11_MEX,2017,Activity,0
road,freight,ht,lpg,11_MEX,2017,Activity,0
road,freight,lt,bev,11_MEX,2017,Activity,0
road,freight,lt,fcev,11_MEX,2017,Activity,0
road,freight,lt,phevg,11_MEX,2017,Activity,0
road,passenger,2w,bev,11_MEX,2017,Activity,0
road,passenger,bus,bev,11_MEX,2017,Activity,0
road,passenger,bus,fcev,11_MEX,2017,Activity,0
road,passenger,lt,bev,11_MEX,2017,Activity,0
road,passenger,lt,fcev,11_MEX,2017,Activity,0
road,passenger,lt,phevg,11_MEX,2017,Activity,0
road,passenger,lv,fcev,11_MEX,2017,Activity,0
road,freight,ht,phevd,11_MEX,2017,Activity,0
road,passenger,bus,phevd,11_MEX,2017,Activity,0
road,freight,ht,bev,12_NZ,2017,Activity,0
road,freight,ht,fcev,12_NZ,2017,Activity,0
road,freight,lt,bev,12_NZ,2017,Activity,0
road,freight,lt,cng,12_NZ,2017,Activity,0
road,freight,lt,d,12_NZ,2017,Activity,0
road,freight,lt,fcev,12_NZ,2017,Activity,0
road,freight,lt,g,12_NZ,2017,Activity,0
road,freight,lt,lpg,12_NZ,2017,Activity,0
road,freight,lt,phevg,12_NZ,2017,Activity,0
road,passenger,bus,fcev,12_NZ,2017,Activity,0
road,passenger,lt,bev,12_NZ,2017,Activity,0
road,passenger,lt,cng,12_NZ,2017,Activity,0
road,passenger,lt,fcev,12_NZ,2017,Activity,0
road,passenger,lt,phevg,12_NZ,2017,Activity,0
road,passenger,lv,fcev,12_NZ,2017,Activity,0
road,freight,ht,phevd,12_NZ,2017,Activity,0
road,passenger,bus,phevd,12_NZ,2017,Activity,0
road,freight,ht,bev,13_PNG,2017,Activity,0
road,freight,ht,cng,13_PNG,2017,Activity,0
road,freight,ht,fcev,13_PNG,2017,Activity,0
road,freight,ht,lpg,13_PNG,2017,Activity,0
road,freight,lt,bev,13_PNG,2017,Activity,0
road,freight,lt,cng,13_PNG,2017,Activity,0
road,freight,lt,d,13_PNG,2017,Activity,0
road,freight,lt,fcev,13_PNG,2017,Activity,0
road,freight,lt,g,13_PNG,2017,Activity,0
road,freight,lt,lpg,13_PNG,2017,Activity,0
road,freight,lt,phevg,13_PNG,2017,Activity,0
road,passenger,2w,bev,13_PNG,2017,Activity,0
road,passenger,bus,bev,13_PNG,2017,Activity,0
road,passenger,bus,cng,13_PNG,2017,Activity,0
road,passenger,bus,fcev,13_PNG,2017,Activity,0
road,passenger,bus,lpg,13_PNG,2017,Activity,0
road,passenger,lt,bev,13_PNG,2017,Activity,0
road,passenger,lt,cng,13_PNG,2017,Activity,0
road,passenger,lt,fcev,13_PNG,2017,Activity,0
road,passenger,lt,lpg,13_PNG,2017,Activity,0
road,passenger,lt,phevg,13_PNG,2017,Activity,0
road,passenger,lv,bev,13_PNG,2017,Activity,0
road,passenger,lv,cng,13_PNG,2017,Activity,0
road,passenger,lv,d,13_PNG,2017,Activity,0
road,passenger,lv,fcev,13_PNG,2017,Activity,0
road,passenger,lv,lpg,13_PNG,2017,Activity,0
road,passenger,lv,phevg,13_PNG,2017,Activity,0
road,freight,ht,phevd,13_PNG,2017,Activity,0
road,passenger,bus,phevd,13_PNG,2017,Activity,0
road,freight,ht,bev,14_PE,2017,Activity,0
road,freight,ht,fcev,14_PE,2017,Activity,0
road,freight,lt,bev,14_PE,2017,Activity,0
road,freight,lt,fcev,14_PE,2017,Activity,0
road,freight,lt,lpg,14_PE,2017,Activity,0
road,freight,lt,phevg,14_PE,2017,Activity,0
road,passenger,bus,bev,14_PE,2017,Activity,0
road,passenger,bus,fcev,14_PE,2017,Activity,0
road,passenger,lt,bev,14_PE,2017,Activity,0
road,passenger,lt,fcev,14_PE,2017,Activity,0
road,passenger,lt,lpg,14_PE,2017,Activity,0
road,passenger,lt,phevg,14_PE,2017,Activity,0
road,passenger,lv,bev,14_PE,2017,Activity,0
road,passenger,lv,fcev,14_PE,2017,Activity,0
road,passenger,lv,phevg,14_PE,2017,Activity,0
road,freight,ht,phevd,14_PE,2017,Activity,0
road,passenger,bus,phevd,14_PE,2017,Activity,0
road,freight,ht,bev,15_RP,2017,Activity,0
road,freight,ht,cng,15_RP,2017,Activity,0
road,freight,ht,fcev,15_RP,2017,Activity,0
road,freight,ht,lpg,15_RP,2017,Activity,0
road,freight,lt,cng,15_RP,2017,Activity,0
road,freight,lt,fcev,15_RP,2017,Activity,0
road,freight,lt,phevg,15_RP,2017,Activity,0
road,passenger,2w,bev,15_RP,2017,Activity,0
road,passenger,bus,bev,15_RP,2017,Activity,0
road,passenger,bus,cng,15_RP,2017,Activity,0
road,passenger,bus,fcev,15_RP,2017,Activity,0
road,passenger,bus,lpg,15_RP,2017,Activity,0
road,passenger,lt,cng,15_RP,2017,Activity,0
road,passenger,lt,fcev,15_RP,2017,Activity,0
road,passenger,lt,phevg,15_RP,2017,Activity,0
road,passenger,lv,cng,15_RP,2017,Activity,0
road,passenger,lv,fcev,15_RP,2017,Activity,0
road,passenger,lv,phevg,15_RP,2017,Activity,0
road,freight,ht,phevd,15_RP,2017,Activity,0
road,passenger,bus,phevd,15_RP,2017,Activity,0
road,freight,ht,bev,16_RUS,2017,Activity,0
road,freight,ht,fcev,16_RUS,2017,Activity,0
road,freight,lt,bev,16_RUS,2017,Activity,0
road,freight,lt,fcev,16_RUS,2017,Activity,0
road,freight,lt,phevg,16_RUS,2017,Activity,0
road,passenger,2w,bev,16_RUS,2017,Activity,0
road,passenger,bus,bev,16_RUS,2017,Activity,0
road,passenger,bus,fcev,16_RUS,2017,Activity,0
road,passenger,lt,bev,16_RUS,2017,Activity,0
road,passenger,lt,fcev,16_RUS,2017,Activity,0
road,passenger,lt,phevg,16_RUS,2017,Activity,0
road,passenger,lv,fcev,16_RUS,2017,Activity,0
road,passenger,lv,phevg,16_RUS,2017,Activity,0
road,freight,ht,phevd,16_RUS,2017,Activity,0
road,passenger,bus,phevd,16_RUS,2017,Activity,0
road,freight,ht,bev,17_SIN,2017,Activity,0
road,freight,ht,cng,17_SIN,2017,Activity,0
road,freight,ht,fcev,17_SIN,2017,Activity,0
road,freight,ht,lpg,17_SIN,2017,Activity,0
road,freight,lt,bev,17_SIN,2017,Activity,0
road,freight,lt,fcev,17_SIN,2017,Activity,0
road,freight,lt,lpg,17_SIN,2017,Activity,0
road,freight,lt,phevg,17_SIN,2017,Activity,0
road,passenger,2w,bev,17_SIN,2017,Activity,0
road,passenger,bus,bev,17_SIN,2017,Activity,0
road,passenger,bus,cng,17_SIN,2017,Activity,0
road,passenger,bus,fcev,17_SIN,2017,Activity,0
road,passenger,bus,lpg,17_SIN,2017,Activity,0
road,passenger,lt,bev,17_SIN,2017,Activity,0
road,passenger,lt,fcev,17_SIN,2017,Activity,0
road,passenger,lt,lpg,17_SIN,2017,Activity,0
road,passenger,lt,phevg,17_SIN,2017,Activity,0
road,passenger,lv,bev,17_SIN,2017,Activity,0
road,passenger,lv,fcev,17_SIN,2017,Activity,0
road,passenger,lv,lpg,17_SIN,2017,Activity,0
road,passenger,lv,phevg,17_SIN,2017,Activity,0.000244607
road,freight,ht,phevd,17_SIN,2017,Activity,0
road,passenger,bus,phevd,17_SIN,2017,Activity,0
road,freight,ht,bev,18_CT,2017,Activity,0
road,freight,ht,cng,18_CT,2017,Activity,0
road,freight,ht,fcev,18_CT,2017,Activity,0
road,freight,ht,lpg,18_CT,2017,Activity,0
road,freight,lt,cng,18_CT,2017,Activity,0
road,freight,lt,fcev,18_CT,2017,Activity,0
road,freight,lt,phevg,18_CT,2017,Activity,0
road,passenger,bus,cng,18_CT,2017,Activity,0
road,passenger,bus,fcev,18_CT,2017,Activity,0
road,passenger,bus,lpg,18_CT,2017,Activity,0
road,passenger,lt,cng,18_CT,2017,Activity,0
road,passenger,lt,fcev,18_CT,2017,Activity,0
road,passenger,lt,phevg,18_CT,2017,Activity,0
road,passenger,lv,cng,18_CT,2017,Activity,0
road,passenger,lv,fcev,18_CT,2017,Activity,0
road,passenger,lv,phevg,18_CT,2017,Activity,0
road,freight,ht,phevd,18_CT,2017,Activity,0
road,passenger,bus,phevd,18_CT,2017,Activity,0
road,freight,ht,bev,19_THA,2017,Activity,0
road,freight,ht,fcev,19_THA,2017,Activity,0
road,freight,lt,fcev,19_THA,2017,Activity,0
road,passenger,bus,fcev,19_THA,2017,Activity,0
road,passenger,lt,fcev,19_THA,2017,Activity,0
road,passenger,lv,fcev,19_THA,2017,Activity,0
road,freight,ht,phevd,19_THA,2017,Activity,0
road,freight,ht,fcev,20_USA,2017,Activity,0
road,passenger,bus,fcev,20_USA,2017,Activity,0
road,freight,ht,phevd,20_USA,2017,Activity,0
road,freight,ht,bev,21_VN,2017,Activity,0
road,freight,ht,cng,21_VN,2017,Activity,0
road,freight,ht,fcev,21_VN,2017,Activity,0
road,freight,ht,lpg,21_VN,2017,Activity,0
road,freight,lt,bev,21_VN,2017,Activity,0
road,freight,lt,cng,21_VN,2017,Activity,0
road,freight,lt,fcev,21_VN,2017,Activity,0
road,freight,lt,lpg,21_VN,2017,Activity,0
road,freight,lt,phevg,21_VN,2017,Activity,0
road,passenger,bus,bev,21_VN,2017,Activity,0
road,passenger,bus,fcev,21_VN,2017,Activity,0
road,passenger,lt,bev,21_VN,2017,Activity,0
road,passenger,lt,cng,21_VN,2017,Activity,0
road,passenger,lt,fcev,21_VN,2017,Activity,0
road,passenger,lt,lpg,21_VN,2017,Activity,0
road,passenger,lt,phevg,21_VN,2017,Activity,0
road,passenger,lv,fcev,21_VN,2017,Activity,0
road,passenger,lv,lpg,21_VN,2017,Activity,0
road,passenger,lv,phevg,21_VN,2017,Activity,0
road,freight,ht,phevd,21_VN,2017,Activity,0
road,passenger,bus,phevd,21_VN,2017,Activity,0
road,freight,ht,cng,01_AUS,2017,Energy,0.03703622
road,freight,ht,d,01_AUS,2017,Energy,280.1977221
road,freight,ht,g,01_AUS,2017,Energy,11.83740984
road,freight,ht,lpg,01_AUS,2017,Energy,2.336504804
road,freight,lt,bev,01_AUS,2017,Energy,0.000841393
road,freight,lt,cng,01_AUS,2017,Energy,0.129465863
road,freight,lt,d,01_AUS,2017,Energy,30.11842103
road,freight,lt,g,01_AUS,2017,Energy,15.87294637
road,freight,lt,lpg,01_AUS,2017,Energy,3.29484254
road,freight,lt,phevg,01_AUS,2017,Energy,0.001327519
road,passenger,2w,bev,01_AUS,2017,Energy,0.00021118
road,passenger,2w,g,01_AUS,2017,Energy,3.819849684
road,passenger,bus,cng,01_AUS,2017,Energy,0.001516874
road,passenger,bus,d,01_AUS,2017,Energy,9.894477197
road,passenger,bus,g,01_AUS,2017,Energy,12.79458243
road,passenger,bus,lpg,01_AUS,2017,Energy,0.972014917
road,passenger,lt,bev,01_AUS,2017,Energy,0.00150368
road,passenger,lt,cng,01_AUS,2017,Energy,0.517863453
road,passenger,lt,d,01_AUS,2017,Energy,120.4736841
road,passenger,lt,g,01_AUS,2017,Energy,63.49166539
road,passenger,lt,lpg,01_AUS,2017,Energy,5.889223882
road,passenger,lt,phevg,01_AUS,2017,Energy,0.00531611
road,passenger,lv,bev,01_AUS,2017,Energy,0.007910409
road,passenger,lv,cng,01_AUS,2017,Energy,2.822321046
road,passenger,lv,d,01_AUS,2017,Energy,74.2088202
road,passenger,lv,g,01_AUS,2017,Energy,494.2487116
road,passenger,lv,lpg,01_AUS,2017,Energy,21.42076494
road,passenger,lv,phevg,01_AUS,2017,Energy,0.030593279
road,freight,ht,d,02_BD,2017,Energy,2.281545366
road,freight,ht,g,02_BD,2017,Energy,0.094814935
road,freight,lt,d,02_BD,2017,Energy,0.309457497
road,freight,lt,g,02_BD,2017,Energy,0.68359366
road,passenger,2w,bev,02_BD,2017,Energy,9.13E-07
road,passenger,2w,g,02_BD,2017,Energy,0.008814213
road,passenger,bus,d,02_BD,2017,Energy,0.419135618
road,passenger,bus,g,02_BD,2017,Energy,0.041059412
road,passenger,lt,d,02_BD,2017,Energy,2.723277814
road,passenger,lt,g,02_BD,2017,Energy,6.01573865
road,passenger,lv,bev,02_BD,2017,Energy,0.000544169
road,passenger,lv,d,02_BD,2017,Energy,0.411821641
road,passenger,lv,g,02_BD,2017,Energy,5.793982737
road,freight,ht,cng,03_CDA,2017,Energy,0.597873925
road,freight,ht,d,03_CDA,2017,Energy,640.0579723
road,freight,ht,g,03_CDA,2017,Energy,341.1035935
road,freight,ht,lpg,03_CDA,2017,Energy,5.000707516
road,freight,lt,d,03_CDA,2017,Energy,0.908129738
road,freight,lt,g,03_CDA,2017,Energy,144.9528162
road,freight,lt,lpg,03_CDA,2017,Energy,0.372730552
road,passenger,2w,g,03_CDA,2017,Energy,5.139170306
road,passenger,bus,bev,03_CDA,2017,Energy,4.348354122
road,passenger,bus,cng,03_CDA,2017,Energy,1.066519133
road,passenger,bus,d,03_CDA,2017,Energy,31.04290467
road,passenger,bus,g,03_CDA,2017,Energy,2.021169736
road,passenger,bus,lpg,03_CDA,2017,Energy,0.032911101
road,passenger,lt,d,03_CDA,2017,Energy,3.63251896
road,passenger,lt,g,03_CDA,2017,Energy,579.8112662
road,passenger,lt,lpg,03_CDA,2017,Energy,1.035630795
road,passenger,lv,bev,03_CDA,2017,Energy,0.043805104
road,passenger,lv,cng,03_CDA,2017,Energy,0.251695961
road,passenger,lv,d,03_CDA,2017,Energy,4.498482059
road,passenger,lv,g,03_CDA,2017,Energy,419.5425305
road,passenger,lv,lpg,03_CDA,2017,Energy,2.440504794
road,passenger,lv,phevg,03_CDA,2017,Energy,0.007006758
road,freight,ht,d,04_CHL,2017,Energy,125.3003637
road,freight,ht,g,04_CHL,2017,Energy,2.14592586
road,passenger,2w,g,04_CHL,2017,Energy,1.036194355
road,passenger,bus,bev,04_CHL,2017,Energy,0.962568347
road,passenger,bus,d,04_CHL,2017,Energy,33.35602025
road,passenger,bus,g,04_CHL,2017,Energy,0.450969161
road,passenger,lv,bev,04_CHL,2017,Energy,0.700049708
road,passenger,lv,cng,04_CHL,2017,Energy,0.690947604
road,passenger,lv,d,04_CHL,2017,Energy,29.23444206
road,passenger,lv,g,04_CHL,2017,Energy,144.419352
road,passenger,lv,lpg,04_CHL,2017,Energy,1.119676571
road,passenger,lv,phevg,04_CHL,2017,Energy,0.098193588
road,freight,ht,bev,05_PRC,2017,Energy,0.013414211
road,freight,ht,cng,05_PRC,2017,Energy,99.17226096
road,freight,ht,d,05_PRC,2017,Energy,3750.441916
road,freight,ht,lpg,05_PRC,2017,Energy,8.611757421
road,freight,lt,bev,05_PRC,2017,Energy,0.226127181
road,freight,lt,cng,05_PRC,2017,Energy,43.12278346
road,freight,lt,d,05_PRC,2017,Energy,66.63690091
road,freight,lt,g,05_PRC,2017,Energy,68.10660134
road,freight,lt,lpg,05_PRC,2017,Energy,11.41321012
road,passenger,2w,bev,05_PRC,2017,Energy,60.2104095
road,passenger,2w,g,05_PRC,2017,Energy,160.2942808
road,passenger,bus,bev,05_PRC,2017,Energy,41.12432661
road,passenger,bus,cng,05_PRC,2017,Energy,230.1080517
road,passenger,bus,d,05_PRC,2017,Energy,146.1879789
road,passenger,bus,g,05_PRC,2017,Energy,71.51921568
road,passenger,bus,lpg,05_PRC,2017,Energy,16.66390286
road,passenger,lt,bev,05_PRC,2017,Energy,0.934476903
road,passenger,lt,cng,05_PRC,2017,Energy,178.206181
road,passenger,lt,d,05_PRC,2017,Energy,275.3788333
road,passenger,lt,g,05_PRC,2017,Energy,259.5313421
road,passenger,lt,lpg,05_PRC,2017,Energy,5.860998089
road,passenger,lv,bev,05_PRC,2017,Energy,6.484215942
road,passenger,lv,cng,05_PRC,2017,Energy,360.1589595
road,passenger,lv,d,05_PRC,2017,Energy,3.121579851
road,passenger,lv,g,05_PRC,2017,Energy,3553.070844
road,passenger,lv,lpg,05_PRC,2017,Energy,6.416556041
road,passenger,lv,phevg,05_PRC,2017,Energy,2.834731304
road,freight,ht,d,06_HKC,2017,Energy,28.0859872
road,freight,ht,lpg,06_HKC,2017,Energy,0.652096404
road,freight,lt,bev,06_HKC,2017,Energy,0.023366833
road,freight,lt,d,06_HKC,2017,Energy,2.865444185
road,freight,lt,g,06_HKC,2017,Energy,0.028218299
road,freight,lt,lpg,06_HKC,2017,Energy,9.224294603
road,passenger,2w,bev,06_HKC,2017,Energy,3.01E-05
road,passenger,2w,g,06_HKC,2017,Energy,0.20140423
road,passenger,bus,bev,06_HKC,2017,Energy,0.001981737
road,passenger,bus,d,06_HKC,2017,Energy,6.843763045
road,passenger,bus,lpg,06_HKC,2017,Energy,0.587799052
road,passenger,lt,bev,06_HKC,2017,Energy,0.001777708
road,passenger,lt,d,06_HKC,2017,Energy,2.46980136
road,passenger,lt,g,06_HKC,2017,Energy,0.025639275
road,passenger,lt,lpg,06_HKC,2017,Energy,0.704166347
road,passenger,lv,bev,06_HKC,2017,Energy,0.039392669
road,passenger,lv,d,06_HKC,2017,Energy,0.258957913
road,passenger,lv,g,06_HKC,2017,Energy,21.97090567
road,passenger,lv,lpg,06_HKC,2017,Energy,1.878672922
road,passenger,lv,phevg,06_HKC,2017,Energy,2.77E-05
road,freight,ht,d,07_INA,2017,Energy,537.2010294
road,freight,ht,g,07_INA,2017,Energy,41.92860324
road,freight,lt,d,07_INA,2017,Energy,2.737093493
road,freight,lt,g,07_INA,2017,Energy,39.00983958
road,freight,lt,phevg,07_INA,2017,Energy,0.008452389
road,passenger,2w,bev,07_INA,2017,Energy,0.005471708
road,passenger,2w,g,07_INA,2017,Energy,373.2323103
road,passenger,bus,d,07_INA,2017,Energy,319.5124825
road,passenger,bus,g,07_INA,2017,Energy,51.04774197
