,vehicle_type,date,transport_type,economy,medium,measure,unit,fuel,comment,scope,frequency,dataset,drive,value
12313,lt,2013,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12314,lt,2014,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12315,lt,2015,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12316,lt,2016,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12317,lt,2017,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12318,lt,2018,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12319,lt,2019,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12320,lt,2020,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12321,lt,2021,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12322,lt,2022,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12323,lt,2023,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12324,lt,2010,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12325,lt,2011,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12326,lt,2012,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12327,lt,2013,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12328,lt,2014,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12329,lt,2015,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12330,lt,2016,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12331,lt,2017,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12332,lt,2018,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12333,lt,2019,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12334,lt,2020,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12335,lt,2021,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12336,lt,2022,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12337,lt,2023,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,1.5
12338,lt,2010,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12339,lt,2011,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12340,lt,2012,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12341,lt,2013,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12342,lt,2014,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12343,lt,2015,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12344,lt,2016,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12345,lt,2017,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12346,lt,2018,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12347,lt,2019,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12348,lt,2020,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12349,lt,2021,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12350,lt,2022,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12351,lt,2023,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12352,lt,2010,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12353,lt,2011,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12354,lt,2012,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12355,lt,2013,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12356,lt,2014,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12357,lt,2015,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12358,lt,2016,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12359,lt,2017,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12360,lt,2018,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12361,lt,2019,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12362,lt,2020,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12363,lt,2021,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12364,lt,2022,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12365,lt,2023,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,1.5
12366,lt,2010,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12367,lt,2011,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12368,lt,2012,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12369,lt,2013,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12370,lt,2014,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12371,lt,2015,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12372,lt,2016,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12373,lt,2017,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12374,lt,2018,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12375,lt,2019,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12376,lt,2020,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12377,lt,2021,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12378,lt,2022,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12379,lt,2023,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12380,lt,2010,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12381,lt,2011,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12382,lt,2012,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12383,lt,2013,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12384,lt,2014,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12385,lt,2015,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12386,lt,2016,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12387,lt,2017,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12388,lt,2018,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12389,lt,2019,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12390,lt,2020,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12391,lt,2021,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12392,lt,2022,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12393,lt,2023,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,1.5
12394,lt,2010,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12395,lt,2011,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12396,lt,2012,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12397,lt,2013,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12398,lt,2014,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12399,lt,2015,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12400,lt,2016,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12401,lt,2017,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12402,lt,2018,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12403,lt,2019,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12404,lt,2020,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12405,lt,2021,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12406,lt,2022,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12407,lt,2023,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12408,lt,2010,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12409,lt,2011,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12410,lt,2012,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12411,lt,2013,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12412,lt,2014,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12413,lt,2015,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12414,lt,2016,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12415,lt,2017,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12416,lt,2018,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12417,lt,2019,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12418,lt,2020,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12419,lt,2021,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12420,lt,2022,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12421,lt,2023,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,1.5
12422,lt,2010,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12423,lt,2011,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12424,lt,2012,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12425,lt,2013,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12426,lt,2014,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12427,lt,2015,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12428,lt,2016,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12429,lt,2017,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12430,lt,2018,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12431,lt,2019,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12432,lt,2020,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12433,lt,2021,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12434,lt,2022,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12435,lt,2023,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12436,lt,2010,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12437,lt,2011,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12438,lt,2012,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12439,lt,2013,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12440,lt,2014,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12441,lt,2015,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12442,lt,2016,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12443,lt,2017,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12444,lt,2018,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12445,lt,2019,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12446,lt,2020,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12447,lt,2021,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12448,lt,2022,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12449,lt,2023,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,1.5
12450,lt,2010,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12451,lt,2011,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12452,lt,2012,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12453,lt,2013,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12454,lt,2014,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12455,lt,2015,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12456,lt,2016,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12457,lt,2017,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12458,lt,2018,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12459,lt,2019,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12460,lt,2020,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12461,lt,2021,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12462,lt,2022,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12463,lt,2023,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12464,lt,2010,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12465,lt,2011,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12466,lt,2012,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12467,lt,2013,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12468,lt,2014,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12469,lt,2015,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12470,lt,2016,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12471,lt,2017,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12472,lt,2018,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12473,lt,2019,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12474,lt,2020,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12475,lt,2021,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12476,lt,2022,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12477,lt,2023,passenger,08_JPN,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,1.5
12478,lt,2010,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,1.5
12479,lt,2011,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,1.5
12480,lt,2012,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,1.5
12481,lt,2013,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,1.5
12482,lt,2014,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,1.5
12483,lt,2015,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,1.5
12484,lt,2016,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,1.5
12485,lt,2017,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,1.5
12486,lt,2018,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,1.5
12487,lt,2019,passenger,03_CDA,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,1.5
