Economy,Fuel,Date,Value,Transport Type,Frequency,Unit,Source,Dataset,Measure,Vehicle Type,Drive,Medium
20_USA,7.01 Motor gasoline,1996-12-31,122.0352009876,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
20_USA,7.02 Aviation gasoline,1996-12-31,44.4863995992,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,7.02 Aviation gasoline,1996-12-31,44.4863995992,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
20_USA,7.04 Gasoline type jet fuel,1996-12-31,3.1807998828,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,7.04 Gasoline type jet fuel,1996-12-31,3.1807998828,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
20_USA,7.05 Kerosene type jet fuel,1996-12-31,2625.4681987608,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,7.05 Kerosene type jet fuel,1996-12-31,2625.4681987608,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
20_USA,7.07 Gas/diesel oil,1996-12-31,4202.8308008388,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,7.07 Gas/diesel oil,1996-12-31,3703.0901995332006,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,7.07 Gas/diesel oil,1996-12-31,448.7484001752,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
20_USA,7.07 Gas/diesel oil,1996-12-31,50.9922011304,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
20_USA,7.08 Fuel oil,1996-12-31,7.919399188800001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,7.08 Fuel oil,1996-12-31,7.919399188800001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
20_USA,7.09 LPG,1996-12-31,15.845501444400002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,7.09 LPG,1996-12-31,15.845501444400002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,8.1 Natural gas,1996-12-31,696.6818997084,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,8.1 Natural gas,1996-12-31,2.8592996976,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,8.1 Natural gas,1996-12-31,693.8226000108,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
20_USA,16.5 Biogasoline,1996-12-31,79.5545004888,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,16.5 Biogasoline,1996-12-31,79.5545004888,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,17 Electricity,1996-12-31,14.1768020628,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,17 Electricity,1996-12-31,14.1768020628,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
20_USA,19 Total,1996-12-31,22610.9187022068,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,19 Total,1996-12-31,2673.1353982428004,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
20_USA,19 Total,1996-12-31,18600.0887004084,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,19 Total,1996-12-31,462.92520223800005,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
20_USA,19 Total,1996-12-31,129.9546001764,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
20_USA,19 Total,1996-12-31,693.8226000108,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
20_USA,19 Total,1996-12-31,50.9922011304,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
20_USA,20 Total Renewables,1996-12-31,79.5545004888,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,20 Total Renewables,1996-12-31,79.5545004888,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,21 Modern renewables,1996-12-31,81.19637973814353,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,21 Modern renewables,1996-12-31,79.5545004888,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,21 Modern renewables,1996-12-31,1.6418792493435246,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
21_VN,7.01 Motor gasoline,1996-12-31,37.85076540000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
21_VN,7.01 Motor gasoline,1996-12-31,37.85076540000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
21_VN,7.05 Kerosene type jet fuel,1996-12-31,9.28967184,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
21_VN,7.05 Kerosene type jet fuel,1996-12-31,9.28967184,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
21_VN,7.07 Gas/diesel oil,1996-12-31,64.63644642000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
21_VN,7.07 Gas/diesel oil,1996-12-31,64.63644642000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
21_VN,7.08 Fuel oil,1996-12-31,3.661159857913729,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
21_VN,7.08 Fuel oil,1996-12-31,3.661159857913729,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
21_VN,17 Electricity,1996-12-31,0.4100040000672407,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
21_VN,17 Electricity,1996-12-31,0.4100040000672407,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
21_VN,19 Total,1996-12-31,115.84804751798096,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
21_VN,19 Total,1996-12-31,9.28967184,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
21_VN,19 Total,1996-12-31,102.48721182,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
21_VN,19 Total,1996-12-31,3.661159857913729,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
21_VN,19 Total,1996-12-31,0.4100040000672407,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
21_VN,21 Modern renewables,1996-12-31,0.2905614633881283,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
21_VN,21 Modern renewables,1996-12-31,0.2905614633881283,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
01_AUS,1.2 Other bituminous coal,1997-12-31,0.0256985784,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,1.2 Other bituminous coal,1997-12-31,0.0256985784,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
01_AUS,1.3 Sub-bituminous coal,1997-12-31,3.8346733728,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,1.3 Sub-bituminous coal,1997-12-31,3.8346733728,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
01_AUS,7.01 Motor gasoline,1997-12-31,582.87739905,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,7.01 Motor gasoline,1997-12-31,582.87739905,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
01_AUS,7.02 Aviation gasoline,1997-12-31,3.1665982572000004,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,7.02 Aviation gasoline,1997-12-31,3.1665982572000004,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
01_AUS,7.05 Kerosene type jet fuel,1997-12-31,80.4115007676,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,7.05 Kerosene type jet fuel,1997-12-31,80.4115007676,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
01_AUS,7.07 Gas/diesel oil,1997-12-31,262.245598038,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,7.07 Gas/diesel oil,1997-12-31,233.916599736,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
01_AUS,7.07 Gas/diesel oil,1997-12-31,20.916599659200003,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
01_AUS,7.07 Gas/diesel oil,1997-12-31,7.4123986428,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
01_AUS,7.08 Fuel oil,1997-12-31,13.5468017064,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,7.08 Fuel oil,1997-12-31,13.5468017064,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
01_AUS,7.09 LPG,1997-12-31,58.0031986968,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,7.09 LPG,1997-12-31,58.0031986968,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
01_AUS,8.1 Natural gas,1997-12-31,9.075600756,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,8.1 Natural gas,1997-12-31,1.3004996292000002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
01_AUS,8.1 Natural gas,1997-12-31,7.3098011088,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
01_AUS,8.1 Natural gas,1997-12-31,0.465300018,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
01_AUS,17 Electricity,1997-12-31,7.6787963532,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,17 Electricity,1997-12-31,6.548398034400001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
01_AUS,17 Electricity,1997-12-31,0.0179990532,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
01_AUS,17 Electricity,1997-12-31,1.1123992656,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
01_AUS,19 Total,1997-12-31,1020.8658655764,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,19 Total,1997-12-31,83.5780990248,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
01_AUS,19 Total,1997-12-31,876.0976971120001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
01_AUS,19 Total,1997-12-31,27.490696272000005,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
01_AUS,19 Total,1997-12-31,24.793873722,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
01_AUS,19 Total,1997-12-31,7.327800162000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
01_AUS,19 Total,1997-12-31,1.5776992836,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
01_AUS,21 Modern renewables,1997-12-31,0.7362180940501996,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,21 Modern renewables,1997-12-31,0.6278391688248063,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
01_AUS,21 Modern renewables,1997-12-31,0.0017256908546728,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
01_AUS,21 Modern renewables,1997-12-31,0.1066532343707205,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
02_BD,7.01 Motor gasoline,1997-12-31,8.996809550349314,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
02_BD,7.01 Motor gasoline,1997-12-31,8.996809550349314,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
02_BD,7.07 Gas/diesel oil,1997-12-31,3.68404404879654,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
02_BD,7.07 Gas/diesel oil,1997-12-31,3.68404404879654,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
02_BD,19 Total,1997-12-31,12.680853599145854,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
02_BD,19 Total,1997-12-31,12.680853599145854,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,7.01 Motor gasoline,1997-12-31,1197.3696012288,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,7.01 Motor gasoline,1997-12-31,1197.3696012288,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,7.02 Aviation gasoline,1997-12-31,3.4943995764,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,7.02 Aviation gasoline,1997-12-31,3.4943995764,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
03_CDA,7.04 Gasoline type jet fuel,1997-12-31,15.6800014272,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,7.04 Gasoline type jet fuel,1997-12-31,15.6800014272,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
03_CDA,7.05 Kerosene type jet fuel,1997-12-31,149.6776017708,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,7.05 Kerosene type jet fuel,1997-12-31,149.6776017708,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
03_CDA,7.07 Gas/diesel oil,1997-12-31,459.8243995428,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,7.07 Gas/diesel oil,1997-12-31,349.06440168,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,7.07 Gas/diesel oil,1997-12-31,75.9557993508,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
03_CDA,7.07 Gas/diesel oil,1997-12-31,34.3355992956,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
03_CDA,7.07 Gas/diesel oil,1997-12-31,0.4685992164,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
03_CDA,7.08 Fuel oil,1997-12-31,20.542199256,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,7.08 Fuel oil,1997-12-31,20.542199256,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
03_CDA,7.09 LPG,1997-12-31,26.346100514400003,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,7.09 LPG,1997-12-31,26.346100514400003,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,8.1 Natural gas,1997-12-31,222.87599976240003,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,8.1 Natural gas,1997-12-31,2.2931982828,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,8.1 Natural gas,1997-12-31,220.5828014796,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
03_CDA,17 Electricity,1997-12-31,15.3215987868,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,17 Electricity,1997-12-31,2.9735993376000005,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,17 Electricity,1997-12-31,12.3479994492,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
03_CDA,19 Total,1997-12-31,2111.1319018656,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,19 Total,1997-12-31,168.8520027744,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
03_CDA,19 Total,1997-12-31,1578.0469010436,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,19 Total,1997-12-31,75.9557993508,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
03_CDA,19 Total,1997-12-31,54.8777985516,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
03_CDA,19 Total,1997-12-31,233.3994001452,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
03_CDA,21 Modern renewables,1997-12-31,9.553161084562564,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,21 Modern renewables,1997-12-31,1.854067181129624,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,21 Modern renewables,1997-12-31,7.69909390343294,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
04_CHL,7.01 Motor gasoline,1997-12-31,100.2176019684,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,7.01 Motor gasoline,1997-12-31,100.2176019684,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
04_CHL,7.02 Aviation gasoline,1997-12-31,0.2688009336,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,7.02 Aviation gasoline,1997-12-31,0.2688009336,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
04_CHL,7.05 Kerosene type jet fuel,1997-12-31,14.0489999928,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,7.05 Kerosene type jet fuel,1997-12-31,14.0489999928,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
04_CHL,7.07 Gas/diesel oil,1997-12-31,103.66019826839998,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,7.07 Gas/diesel oil,1997-12-31,86.5567015884,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
04_CHL,7.07 Gas/diesel oil,1997-12-31,0.5628985128,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
04_CHL,7.07 Gas/diesel oil,1997-12-31,16.540598167200002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
04_CHL,7.08 Fuel oil,1997-12-31,0.884398698,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,7.08 Fuel oil,1997-12-31,0.884398698,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
04_CHL,8.1 Natural gas,1997-12-31,0.2187016848,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,8.1 Natural gas,1997-12-31,0.2187016848,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
04_CHL,17 Electricity,1997-12-31,0.7559979156000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,17 Electricity,1997-12-31,0.7559979156000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
04_CHL,19 Total,1997-12-31,220.0546994616,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,19 Total,1997-12-31,14.317800926400002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
04_CHL,19 Total,1997-12-31,186.9930052416,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
04_CHL,19 Total,1997-12-31,1.3188964284000002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
04_CHL,19 Total,1997-12-31,17.4249968652,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
04_CHL,21 Modern renewables,1997-12-31,0.4697372398669069,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,21 Modern renewables,1997-12-31,0.4697372398669069,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,1.1 Coking coal,1997-12-31,4.908105619564178,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,1.1 Coking coal,1997-12-31,3.5751351304705072,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,1.1 Coking coal,1997-12-31,1.3329704890936709,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,1.2 Other bituminous coal,1997-12-31,292.39506812442954,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,1.2 Other bituminous coal,1997-12-31,292.39506812442954,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,1.4 Anthracite,1997-12-31,19.15485968838593,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,1.4 Anthracite,1997-12-31,16.003930593194028,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,1.4 Anthracite,1997-12-31,3.150929095191899,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,1.5 Lignite,1997-12-31,2.0495513550994486,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,1.5 Lignite,1997-12-31,2.0495513550994486,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,2.1 Coke oven coke,1997-12-31,1.841970350808,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,2.1 Coke oven coke,1997-12-31,1.785031545528,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,2.1 Coke oven coke,1997-12-31,0.05693880528,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,2.3 Coke oven gas,1997-12-31,0.126608832,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,2.3 Coke oven gas,1997-12-31,0.126608832,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,6.1 Crude oil,1997-12-31,6.979395600000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,6.1 Crude oil,1997-12-31,6.979395600000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
05_PRC,7.01 Motor gasoline,1997-12-31,784.6048539872899,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,7.01 Motor gasoline,1997-12-31,750.8896492255309,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
05_PRC,7.01 Motor gasoline,1997-12-31,3.074744052,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,7.01 Motor gasoline,1997-12-31,8.592023728216775,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,7.01 Motor gasoline,1997-12-31,0.6924397900510496,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
05_PRC,7.01 Motor gasoline,1997-12-31,21.355997191491163,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
05_PRC,7.04 Gasoline type jet fuel,1997-12-31,10.634721108867373,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,7.04 Gasoline type jet fuel,1997-12-31,10.634721108867373,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
05_PRC,7.05 Kerosene type jet fuel,1997-12-31,110.49241528800002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,7.05 Kerosene type jet fuel,1997-12-31,110.49241528800002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
05_PRC,7.06 Kerosene,1997-12-31,1.6645879439999844,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,7.06 Kerosene,1997-12-31,0.7201714680000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
05_PRC,7.06 Kerosene,1997-12-31,0.02156202,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,7.06 Kerosene,1997-12-31,0.8538559920000002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,7.06 Kerosene,1997-12-31,0.008624808,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
05_PRC,7.06 Kerosene,1997-12-31,0.0603736559999843,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
05_PRC,7.07 Gas/diesel oil,1997-12-31,952.4361458427434,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,7.07 Gas/diesel oil,1997-12-31,26.87514115130203,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
05_PRC,7.07 Gas/diesel oil,1997-12-31,614.4945327352093,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
05_PRC,7.07 Gas/diesel oil,1997-12-31,94.88703938400002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,7.07 Gas/diesel oil,1997-12-31,193.9825081301285,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,7.07 Gas/diesel oil,1997-12-31,0.5183437868537256,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
05_PRC,7.07 Gas/diesel oil,1997-12-31,21.6785806552499,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
05_PRC,7.08 Fuel oil,1997-12-31,339.44312724049234,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,7.08 Fuel oil,1997-12-31,10.770684266657508,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
05_PRC,7.08 Fuel oil,1997-12-31,0.4438008000000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,7.08 Fuel oil,1997-12-31,314.2283090844441,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,7.08 Fuel oil,1997-12-31,1.9066601483606131,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
05_PRC,7.08 Fuel oil,1997-12-31,12.093672941030128,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
05_PRC,7.09 LPG,1997-12-31,0.7887931200000002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,7.09 LPG,1997-12-31,0.01004832,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
05_PRC,7.09 LPG,1997-12-31,0.00502416,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,7.09 LPG,1997-12-31,0.5576817600000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,7.09 LPG,1997-12-31,0.1507248,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
05_PRC,7.09 LPG,1997-12-31,0.06531408,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
05_PRC,8.1 Natural gas,1997-12-31,4.50313714285722,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,8.1 Natural gas,1997-12-31,2.5336800000000435,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
05_PRC,8.1 Natural gas,1997-12-31,0.4293771428571502,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
05_PRC,8.1 Natural gas,1997-12-31,1.5400800000000263,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
05_PRC,8.3 Gas works gas,1997-12-31,0.007913052,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,8.3 Gas works gas,1997-12-31,0.007913052,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,17 Electricity,1997-12-31,95.71771394410162,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,17 Electricity,1997-12-31,12.403346695796849,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
05_PRC,17 Electricity,1997-12-31,50.73480000832051,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,17 Electricity,1997-12-31,5.973883446344733,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
05_PRC,17 Electricity,1997-12-31,26.60568379363953,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
05_PRC,19 Total,1997-12-31,2627.7489682406385,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,19 Total,1997-12-31,148.0123258681694,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
05_PRC,19 Total,1997-12-31,1391.8120643911943,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
05_PRC,19 Total,1997-12-31,465.110209057042,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,19 Total,1997-12-31,522.755217084355,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,19 Total,1997-12-31,9.680053922467271,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
05_PRC,19 Total,1997-12-31,90.37909791741072,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
05_PRC,21 Modern renewables,1997-12-31,16.51971479312483,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,21 Modern renewables,1997-12-31,2.140666982649324,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
05_PRC,21 Modern renewables,1997-12-31,8.756210232028108,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,21 Modern renewables,1997-12-31,1.0310197211627614,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
05_PRC,21 Modern renewables,1997-12-31,4.591817857284636,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
06_HKC,7.01 Motor gasoline,1997-12-31,15.180673481901405,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
06_HKC,7.01 Motor gasoline,1997-12-31,15.180673481901405,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
06_HKC,7.05 Kerosene type jet fuel,1997-12-31,0.1813481332353097,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
06_HKC,7.05 Kerosene type jet fuel,1997-12-31,0.1813481332353097,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
