,vehicle_type,drive,transport_type,economy,date,medium,measure,dataset,unit,fuel,comment,scope,frequency,value
7580,suv,phev_g,passenger,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,514455782.3129252
7581,suv,phev_d,passenger,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,581305968.7151698
7582,suv,ice_d,passenger,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,332174839.2658113
7583,ht,ice_g,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,47303206.99708455
7584,ht,cng,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,47303206.99708455
7585,ht,lpg,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,47303206.99708455
7586,ht,bev,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,165561224.48979592
7587,ht,fcev,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,165561224.48979592
7588,ht,phev_g,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,82780612.24489796
7589,ht,phev_d,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,93537414.96598642
7590,ht,ice_d,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,53449951.4091351
7591,mt,ice_g,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,97102972.14123748
7592,mt,cng,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,97102972.14123748
7593,mt,lpg,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,97102972.14123748
7594,mt,bev,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,339860402.4943311
7595,mt,fcev,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,339860402.4943311
7596,mt,phev_g,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,169930201.24716556
7597,mt,phev_d,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,192011526.83295545
7598,mt,ice_d,freight,19_THA,2020,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,109720872.47597454
7599,lcv,ice_g,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7600,2w,ice_g,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7601,bus,ice_g,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,74458751.75467014
7602,lt,ice_g,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7603,lcv,cng,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7604,2w,cng,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7605,bus,cng,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,74458751.75467014
7606,lt,cng,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7607,lcv,lpg,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7608,2w,lpg,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7609,bus,lpg,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,74458751.75467014
7610,lt,lpg,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7611,lcv,bev,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,826719576.7195768
7612,2w,bev,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,2078609221.4663649
7613,bus,bev,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,260605631.1413455
7614,lt,bev,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,826719576.7195768
7615,lcv,fcev,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,826719576.7195768
7616,2w,fcev,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,2078609221.4663649
7617,bus,fcev,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,260605631.1413455
7618,lt,fcev,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,826719576.7195768
7619,lcv,phev_g,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,413359788.3597884
7620,2w,phev_g,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1039304610.7331824
7621,bus,phev_g,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,130302815.57067277
7622,lt,phev_g,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,413359788.3597884
7623,lcv,phev_d,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,467073207.1862016
7624,2w,phev_d,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1174355492.3538785
7625,bus,phev_d,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,147234819.8538675
7626,lt,phev_d,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,467073207.1862016
7627,lcv,ice_d,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,266898975.5349724
7628,2w,ice_d,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,671060281.3450733
7629,bus,ice_d,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,84134182.77363858
7630,lt,ice_d,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,266898975.5349724
7631,2w,ice_g,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7632,2w,cng,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7633,2w,lpg,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7634,2w,bev,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,2078609221.4663649
7635,2w,fcev,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,2078609221.4663649
7636,2w,phev_g,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1039304610.7331824
7637,2w,phev_d,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1174355492.3538785
7638,2w,ice_d,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,671060281.3450733
7639,car,ice_g,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,359302451.1391859
7640,car,cng,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,359302451.1391859
7641,car,lpg,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,359302451.1391859
7642,car,bev,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1257558578.987151
7643,car,fcev,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1257558578.987151
7644,car,phev_g,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,628779289.4935753
7645,car,phev_d,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,710485072.8740964
7646,car,ice_d,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,405991470.2137694
7647,suv,ice_g,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,293974732.750243
7648,suv,cng,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,293974732.750243
7649,suv,lpg,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,293974732.750243
7650,suv,bev,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1028911564.6258504
7651,suv,fcev,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1028911564.6258504
7652,suv,phev_g,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,514455782.3129252
7653,suv,phev_d,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,581305968.7151698
7654,suv,ice_d,passenger,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,332174839.2658113
7655,ht,ice_g,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,47303206.99708455
7656,ht,cng,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,47303206.99708455
7657,ht,lpg,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,47303206.99708455
7658,ht,bev,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,165561224.48979592
7659,ht,fcev,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,165561224.48979592
7660,ht,phev_g,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,82780612.24489796
7661,ht,phev_d,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,93537414.96598642
7662,ht,ice_d,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,53449951.4091351
7663,mt,ice_g,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,97102972.14123748
7664,mt,cng,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,97102972.14123748
7665,mt,lpg,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,97102972.14123748
7666,mt,bev,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,339860402.4943311
7667,mt,fcev,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,339860402.4943311
7668,mt,phev_g,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,169930201.24716556
7669,mt,phev_d,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,192011526.83295545
7670,mt,ice_d,freight,19_THA,2021,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,109720872.47597454
7671,lcv,ice_g,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7672,2w,ice_g,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7673,bus,ice_g,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,74458751.75467014
7674,lt,ice_g,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7675,lcv,cng,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7676,2w,cng,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7677,bus,cng,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,74458751.75467014
7678,lt,cng,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7679,lcv,lpg,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7680,2w,lpg,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7681,bus,lpg,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,74458751.75467014
7682,lt,lpg,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7683,lcv,bev,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,826719576.7195768
7684,2w,bev,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,2078609221.4663649
7685,bus,bev,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,260605631.1413455
7686,lt,bev,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,826719576.7195768
7687,lcv,fcev,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,826719576.7195768
7688,2w,fcev,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,2078609221.4663649
7689,bus,fcev,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,260605631.1413455
7690,lt,fcev,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,826719576.7195768
7691,lcv,phev_g,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,413359788.3597884
7692,2w,phev_g,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1039304610.7331824
7693,bus,phev_g,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,130302815.57067277
7694,lt,phev_g,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,413359788.3597884
7695,lcv,phev_d,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,467073207.1862016
7696,2w,phev_d,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1174355492.3538785
7697,bus,phev_d,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,147234819.8538675
7698,lt,phev_d,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,467073207.1862016
7699,lcv,ice_d,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,266898975.5349724
7700,2w,ice_d,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,671060281.3450733
7701,bus,ice_d,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,84134182.77363858
7702,lt,ice_d,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,266898975.5349724
7703,2w,ice_g,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7704,2w,cng,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7705,2w,lpg,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7706,2w,bev,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,2078609221.4663649
7707,2w,fcev,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,2078609221.4663649
7708,2w,phev_g,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1039304610.7331824
7709,2w,phev_d,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1174355492.3538785
7710,2w,ice_d,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,671060281.3450733
7711,car,ice_g,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,359302451.1391859
7712,car,cng,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,359302451.1391859
7713,car,lpg,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,359302451.1391859
7714,car,bev,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1257558578.987151
7715,car,fcev,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1257558578.987151
7716,car,phev_g,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,628779289.4935753
7717,car,phev_d,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,710485072.8740964
7718,car,ice_d,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,405991470.2137694
7719,suv,ice_g,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,293974732.750243
7720,suv,cng,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,293974732.750243
7721,suv,lpg,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,293974732.750243
7722,suv,bev,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1028911564.6258504
7723,suv,fcev,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1028911564.6258504
7724,suv,phev_g,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,514455782.3129252
7725,suv,phev_d,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,581305968.7151698
7726,suv,ice_d,passenger,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,332174839.2658113
7727,ht,ice_g,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,47303206.99708455
7728,ht,cng,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,47303206.99708455
7729,ht,lpg,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,47303206.99708455
7730,ht,bev,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,165561224.48979592
7731,ht,fcev,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,165561224.48979592
7732,ht,phev_g,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,82780612.24489796
7733,ht,phev_d,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,93537414.96598642
7734,ht,ice_d,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,53449951.4091351
7735,mt,ice_g,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,97102972.14123748
7736,mt,cng,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,97102972.14123748
7737,mt,lpg,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,97102972.14123748
7738,mt,bev,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,339860402.4943311
7739,mt,fcev,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,339860402.4943311
7740,mt,phev_g,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,169930201.24716556
7741,mt,phev_d,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,192011526.83295545
7742,mt,ice_d,freight,19_THA,2022,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,109720872.47597454
7743,lcv,ice_g,freight,19_THA,2023,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7744,2w,ice_g,passenger,19_THA,2023,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7745,bus,ice_g,passenger,19_THA,2023,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,74458751.75467014
7746,lt,ice_g,passenger,19_THA,2023,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7747,lcv,cng,freight,19_THA,2023,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7748,2w,cng,passenger,19_THA,2023,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7749,bus,cng,passenger,19_THA,2023,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,74458751.75467014
7750,lt,cng,passenger,19_THA,2023,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7751,lcv,lpg,freight,19_THA,2023,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7752,2w,lpg,passenger,19_THA,2023,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
7753,bus,lpg,passenger,19_THA,2023,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,74458751.75467014
7754,lt,lpg,passenger,19_THA,2023,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
7755,lcv,bev,freight,19_THA,2023,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,826719576.7195768
7756,2w,bev,passenger,19_THA,2023,road,new_vehicle_efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,2078609221.4663649
