,vehicle_type,drive,transport_type,economy,date,medium,measure,dataset,unit,fuel,comment,scope,frequency,value
5921,lt,phev_d,passenger,19_THA,2012,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5922,lt,phev_d,passenger,19_THA,2013,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5923,lt,phev_d,passenger,19_THA,2014,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5924,lt,phev_d,passenger,19_THA,2015,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5925,lt,phev_d,passenger,19_THA,2016,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5926,lt,phev_d,passenger,19_THA,2017,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5927,lt,phev_d,passenger,19_THA,2018,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5928,lt,phev_d,passenger,19_THA,2019,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5929,lt,phev_d,passenger,19_THA,2020,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5930,lt,phev_d,passenger,19_THA,2021,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5931,lt,phev_d,passenger,19_THA,2022,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5932,lt,phev_d,passenger,19_THA,2023,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5933,lt,phev_g,passenger,19_THA,2010,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5934,lt,phev_g,passenger,19_THA,2011,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5935,lt,phev_g,passenger,19_THA,2012,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5936,lt,phev_g,passenger,19_THA,2013,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5937,lt,phev_g,passenger,19_THA,2014,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5938,lt,phev_g,passenger,19_THA,2015,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5939,lt,phev_g,passenger,19_THA,2016,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5940,lt,phev_g,passenger,19_THA,2017,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5941,lt,phev_g,passenger,19_THA,2018,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5942,lt,phev_g,passenger,19_THA,2019,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5943,lt,phev_g,passenger,19_THA,2020,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5944,lt,phev_g,passenger,19_THA,2021,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5945,lt,phev_g,passenger,19_THA,2022,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5946,lt,phev_g,passenger,19_THA,2023,road,occupancy_or_load,manually_inputted_data $ guess,passengers_or_tonnes,all,no_comment,national,yearly,1.5
5947,all,all,freight,19_THA,2010,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_same_as_passenger_air_because_of_lack_of_data,national,yearly,3.1e-09
5948,all,all,freight,19_THA,2011,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_same_as_passenger_air_because_of_lack_of_data,national,yearly,3.1e-09
5949,all,all,freight,19_THA,2012,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_same_as_passenger_air_because_of_lack_of_data,national,yearly,3.1e-09
5950,all,all,freight,19_THA,2013,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_same_as_passenger_air_because_of_lack_of_data,national,yearly,3.1e-09
5951,all,all,freight,19_THA,2014,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_same_as_passenger_air_because_of_lack_of_data,national,yearly,3.1e-09
5952,all,all,freight,19_THA,2015,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_same_as_passenger_air_because_of_lack_of_data,national,yearly,3.1e-09
5953,all,all,freight,19_THA,2016,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_same_as_passenger_air_because_of_lack_of_data,national,yearly,3.1e-09
5954,all,all,freight,19_THA,2017,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_same_as_passenger_air_because_of_lack_of_data,national,yearly,3.1e-09
5955,all,all,freight,19_THA,2018,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_same_as_passenger_air_because_of_lack_of_data,national,yearly,3.1e-09
5956,all,all,freight,19_THA,2019,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_same_as_passenger_air_because_of_lack_of_data,national,yearly,3.1e-09
5957,all,all,freight,19_THA,2020,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_same_as_passenger_air_because_of_lack_of_data,national,yearly,3.1e-09
5958,all,all,freight,19_THA,2021,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_same_as_passenger_air_because_of_lack_of_data,national,yearly,3.1e-09
5959,all,all,freight,19_THA,2022,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_same_as_passenger_air_because_of_lack_of_data,national,yearly,3.1e-09
5960,all,all,freight,19_THA,2023,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_same_as_passenger_air_because_of_lack_of_data,national,yearly,3.1e-09
5961,all,all,passenger,19_THA,2010,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,3.1e-09
5962,all,all,passenger,19_THA,2011,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,3.1e-09
5963,all,all,passenger,19_THA,2012,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,3.1e-09
5964,all,all,passenger,19_THA,2013,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,3.1e-09
5965,all,all,passenger,19_THA,2014,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,3.1e-09
5966,all,all,passenger,19_THA,2015,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,3.1e-09
5967,all,all,passenger,19_THA,2016,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,3.1e-09
5968,all,all,passenger,19_THA,2017,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,3.1e-09
5969,all,all,passenger,19_THA,2018,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,3.1e-09
5970,all,all,passenger,19_THA,2019,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,3.1e-09
5971,all,all,passenger,19_THA,2020,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,3.1e-09
5972,all,all,passenger,19_THA,2021,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,3.1e-09
5973,all,all,passenger,19_THA,2022,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,3.1e-09
5974,all,all,passenger,19_THA,2023,air,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,3.1e-09
5975,all,all,freight,19_THA,2010,rail,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,2.2e-10
5976,all,all,freight,19_THA,2011,rail,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,2.2e-10
5977,all,all,freight,19_THA,2012,rail,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,2.2e-10
5978,all,all,freight,19_THA,2013,rail,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,2.2e-10
5979,all,all,freight,19_THA,2014,rail,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,2.2e-10
5980,all,all,freight,19_THA,2015,rail,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,2.2e-10
5981,all,all,freight,19_THA,2016,rail,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,2.2e-10
5982,all,all,freight,19_THA,2017,rail,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,2.2e-10
5983,all,all,freight,19_THA,2018,rail,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,2.2e-10
5984,all,all,freight,19_THA,2019,rail,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,2.2e-10
5985,all,all,freight,19_THA,2020,rail,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,2.2e-10
5986,all,all,freight,19_THA,2021,rail,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,2.2e-10
5987,all,all,freight,19_THA,2022,rail,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,2.2e-10
5988,all,all,freight,19_THA,2023,rail,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,2.2e-10
5989,all,all,passenger,19_THA,2010,rail,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,2e-10
5990,all,all,passenger,19_THA,2011,rail,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,2e-10
5991,all,all,passenger,19_THA,2012,rail,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,2e-10
5992,all,all,passenger,19_THA,2013,rail,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,2e-10
5993,all,all,passenger,19_THA,2014,rail,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,2e-10
5994,all,all,passenger,19_THA,2015,rail,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,2e-10
5995,all,all,passenger,19_THA,2016,rail,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,2e-10
5996,all,all,passenger,19_THA,2017,rail,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,2e-10
5997,all,all,passenger,19_THA,2018,rail,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,2e-10
5998,all,all,passenger,19_THA,2019,rail,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,2e-10
5999,all,all,passenger,19_THA,2020,rail,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,2e-10
6000,all,all,passenger,19_THA,2021,rail,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,2e-10
6001,all,all,passenger,19_THA,2022,rail,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,2e-10
6002,all,all,passenger,19_THA,2023,rail,intensity,manually_inputted_data $ energy-intensity-of-passenger-transport-modes-2018,pj_per_passenger_or_freight_tonne_km,all,no_comment,national,yearly,2e-10
6003,all,all,freight,19_THA,2010,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,5.4e-10
6004,all,all,freight,19_THA,2011,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,5.4e-10
6005,all,all,freight,19_THA,2012,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,5.4e-10
6006,all,all,freight,19_THA,2013,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,5.4e-10
6007,all,all,freight,19_THA,2014,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,5.4e-10
6008,all,all,freight,19_THA,2015,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,5.4e-10
6009,all,all,freight,19_THA,2016,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,5.4e-10
6010,all,all,freight,19_THA,2017,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,5.4e-10
6011,all,all,freight,19_THA,2018,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,5.4e-10
6012,all,all,freight,19_THA,2019,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,5.4e-10
6013,all,all,freight,19_THA,2020,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,5.4e-10
6014,all,all,freight,19_THA,2021,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,5.4e-10
6015,all,all,freight,19_THA,2022,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,5.4e-10
6016,all,all,freight,19_THA,2023,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,from_how_to_calculate_the_indicators_for_the_transport_sector,national,yearly,5.4e-10
6017,all,all,passenger,19_THA,2010,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_the_same_as_ship_freight_from_iea_how_to,national,yearly,5.4e-10
6018,all,all,passenger,19_THA,2011,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_the_same_as_ship_freight_from_iea_how_to,national,yearly,5.4e-10
6019,all,all,passenger,19_THA,2012,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_the_same_as_ship_freight_from_iea_how_to,national,yearly,5.4e-10
6020,all,all,passenger,19_THA,2013,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_the_same_as_ship_freight_from_iea_how_to,national,yearly,5.4e-10
6021,all,all,passenger,19_THA,2014,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_the_same_as_ship_freight_from_iea_how_to,national,yearly,5.4e-10
6022,all,all,passenger,19_THA,2015,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_the_same_as_ship_freight_from_iea_how_to,national,yearly,5.4e-10
6023,all,all,passenger,19_THA,2016,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_the_same_as_ship_freight_from_iea_how_to,national,yearly,5.4e-10
6024,all,all,passenger,19_THA,2017,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_the_same_as_ship_freight_from_iea_how_to,national,yearly,5.4e-10
6025,all,all,passenger,19_THA,2018,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_the_same_as_ship_freight_from_iea_how_to,national,yearly,5.4e-10
6026,all,all,passenger,19_THA,2019,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_the_same_as_ship_freight_from_iea_how_to,national,yearly,5.4e-10
6027,all,all,passenger,19_THA,2020,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_the_same_as_ship_freight_from_iea_how_to,national,yearly,5.4e-10
6028,all,all,passenger,19_THA,2021,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_the_same_as_ship_freight_from_iea_how_to,national,yearly,5.4e-10
6029,all,all,passenger,19_THA,2022,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_the_same_as_ship_freight_from_iea_how_to,national,yearly,5.4e-10
6030,all,all,passenger,19_THA,2023,ship,intensity,manually_inputted_data $ iea_howtocalculatetheindicatorsforthetransportsectors.pdf,pj_per_passenger_or_freight_tonne_km,all,assumed_to_be_the_same_as_ship_freight_from_iea_how_to,national,yearly,5.4e-10
6031,lcv,ice_g,freight,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
6032,2w,ice_g,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
6033,bus,ice_g,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,74458751.75467014
6034,lt,ice_g,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
6035,lcv,cng,freight,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
6036,2w,cng,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
6037,bus,cng,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,74458751.75467014
6038,lt,cng,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
6039,lcv,lpg,freight,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
6040,2w,lpg,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,593888348.99039
6041,bus,lpg,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,74458751.75467014
6042,lt,lpg,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,236205593.3484505
6043,lcv,bev,freight,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,826719576.7195768
6044,2w,bev,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,2078609221.4663649
6045,bus,bev,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,260605631.1413455
6046,lt,bev,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,826719576.7195768
6047,lcv,fcev,freight,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,826719576.7195768
6048,2w,fcev,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,2078609221.4663649
6049,bus,fcev,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,260605631.1413455
6050,lt,fcev,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,826719576.7195768
6051,lcv,phev_g,freight,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,413359788.3597884
6052,2w,phev_g,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1039304610.7331824
6053,bus,phev_g,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,130302815.57067277
6054,lt,phev_g,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,413359788.3597884
6055,lcv,phev_d,freight,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,467073207.1862016
6056,2w,phev_d,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,1174355492.3538785
6057,bus,phev_d,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,147234819.8538675
6058,lt,phev_d,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,467073207.1862016
6059,lcv,ice_d,freight,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,266898975.5349724
6060,2w,ice_d,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,671060281.3450733
6061,bus,ice_d,passenger,19_THA,2010,road,efficiency,usa_alternative_fuels_data_center,km_per_pj,all,no_comment,national,yearly,84134182.77363858
