Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency,Measure,Unit,Value,Dataset,Scope,Fuel_Type,Comments,Fuel
road,passenger,ldv,phevg,2017-12-31,10_MAS,Yearly,passenger_km,passenger_km,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,11_MEX,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,12_NZ,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,13_PNG,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,13_PNG,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,13_PNG,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,13_PNG,Yearly,passenger_km,passenger_km,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,14_PE,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,14_PE,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,15_RP,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,15_RP,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,16_RUS,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,16_RUS,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,17_SIN,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,18_CT,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,18_CT,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,19_THA,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,20_USA,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,21_VN,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,21_VN,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,01_AUS,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,02_BD,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,03_CDA,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,04_CHL,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,05_PRC,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,06_HKC,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,07_INA,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,08_JPN,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,09_ROK,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,10_MAS,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,11_MEX,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,12_NZ,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,13_PNG,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,14_PE,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,15_RP,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,16_RUS,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,17_SIN,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,18_CT,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,19_THA,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,20_USA,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,21_VN,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,01_AUS,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,02_BD,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,03_CDA,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,03_CDA,Yearly,passenger_km,passenger_km,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,04_CHL,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,04_CHL,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,04_CHL,Yearly,passenger_km,passenger_km,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,05_PRC,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,05_PRC,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,06_HKC,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,07_INA,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,08_JPN,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,09_ROK,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,10_MAS,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,11_MEX,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,12_NZ,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,13_PNG,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,14_PE,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,15_RP,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,16_RUS,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,17_SIN,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,18_CT,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,18_CT,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,18_CT,Yearly,passenger_km,passenger_km,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,19_THA,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,20_USA,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,21_VN,Yearly,Stocks,Stocks,0.0,8th edition transport model $ Reference,National,,,
road,passenger,2w,bev,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,597025.6556735648,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,2w,g,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,3178048944.4498663,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,bus,cng,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,57199.539342345546,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,bus,d,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,6464577087.195246,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,bus,g,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,15154903437.711231,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,bus,lpg,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,707828101.2618897,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,2w,g,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,2819643604.616776,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,bus,d,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,770472407863.4115,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,bus,fcev,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,11864994.053652368,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,bus,g,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,40704202789.91207,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,bus,lpg,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,404841471.9920821,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,ldv,bev,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,13526267.3584915,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,ldv,cng,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,1428455107.9924774,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,ldv,d,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,63731891523.22678,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,ldv,g,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,237025723929.51315,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,ldv,lpg,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,13477272601.07518,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,ldv,phevg,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,39376512.7544883,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,ldv,bev,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,49360280.97896282,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,ldv,d,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,7612305084.114393,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,ldv,fcev,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,97226.45538191713,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,ldv,g,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,60888425889.49702,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,ldv,lpg,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,1991120393.796501,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,ldv,phevg,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,1022216.2471191252,BusPassengerKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,2w,bev,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,629461.3933275853,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,2w,g,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,3350708797.2287474,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,bev,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,cng,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,57154.80581433774,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,d,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,6459521393.678943,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,fcev,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,g,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,15143051379.020184,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,lpg,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,707274536.5206949,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,bev,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,14261134.370166551,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,cng,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,1506061480.0019293,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,d,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,67194374071.50132,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,fcev,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,g,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,249903067014.4737,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,lpg,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,14209477782.252874,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,phevg,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,41515794.75233449,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,phevd,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,2w,bev,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,18172181662.35506,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,2w,g,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,22210451114.269405,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,bev,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,42385174200.61385,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,cng,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,42385235943.13281,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,d,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,54140023670.8793,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,fcev,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,g,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,24220139234.827244,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,lpg,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,6055034808.706812,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,phevd,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,bev,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,2663788983.7376485,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,cng,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,26959077508.079502,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,d,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,18049951386.796734,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,fcev,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,g,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,716447964875.2012,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,lpg,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,1950901370.34643,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,phevg,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,880075241.0539763,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,2w,bev,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,2w,g,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,2449491789.116577,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,bev,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,d,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,5775043194.696226,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,fcev,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,88933.55876905535,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,g,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,305096622.43360895,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,lpg,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,3034472.0510395626,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,phevd,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,bev,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,42880455.80245928,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,d,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,6612991361.4819565,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,fcev,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,84462.94551303178,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,g,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,52895230810.14592,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,lpg,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,1729733874.0829875,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,phevg,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,888023.6849508402,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,cng,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,cng,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,2w,bev,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,2w,g,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,1717973072.6749463,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,bev,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,161368107.2187172,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,cng,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,58126889104.120605,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,d,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,8880496280.24131,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,fcev,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,g,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,8073178431.170669,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,lpg,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,4843906812.819761,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,bev,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,26251045.051327065,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,cng,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,418436221.14693,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,d,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,37796907404.36541,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,fcev,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,g,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,221685989880.84644,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,lpg,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,51464585275.34384,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,phevg,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,phevd,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,2w,bev,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,450877704.66115576,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,2w,g,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,179906724371.74188,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,bev,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,7569597.687623334,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,cng,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,29464863148.83001,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,d,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,57860675634.78556,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,fcev,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,g,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,2365156925.123266,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,lpg,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,19558302420.197857,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,phevd,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,7225525.065458653,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,bev,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,735881.3190604242,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,cng,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,19241591877.65764,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,d,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,234751074040.9928,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,fcev,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,g,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,117613540796.90172,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,lpg,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,34196979897.098225,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,phevg,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,682177.9378323997,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,2w,bev,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,28310755.61582815,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,2w,g,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,59584288443.33961,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,bev,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,cng,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,39474437.85374718,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,d,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,14806248401.129593,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,fcev,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,g,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,26551506417.150845,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,lpg,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,39474437.85374718,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,bev,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,90783.62994146712,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,cng,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,7828918.28326633,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,d,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,10984942107.577976,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,fcev,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,g,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,13348135297.56546,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,phevg,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,bus,phevd,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
road,passenger,ldv,lpg,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,0.0,PassengerKm_est $ 8th/PassengerKm_est,National,,,
