Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency,Measure,Unit,Value,Dataset,Scope,Fuel_Type,Comments,Fuel
road,freight,ht,fcev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,fcev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ht,g,2017-12-31,03_CDA,Yearly,Energy,PJ,341.10359352291323,8th edition transport model $ Reference,National,,,
road,passenger,2w,g,2017-12-31,03_CDA,Yearly,Energy,PJ,5.139170305750572,8th edition transport model $ Reference,National,,,
road,passenger,bus,g,2017-12-31,03_CDA,Yearly,Energy,PJ,2.021169735681959,8th edition transport model $ Reference,National,,,
road,freight,ht,lpg,2017-12-31,03_CDA,Yearly,Energy,PJ,5.000707516199904,8th edition transport model $ Reference,National,,,
road,passenger,bus,lpg,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0329111006916559,8th edition transport model $ Reference,National,,,
road,freight,ht,phevd,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,phevd,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
rail,freight,,,2017-12-31,03_CDA,Yearly,Energy,PJ,89.48455351567578,8th edition transport model $ Reference,National,,,
rail,passenger,,,2017-12-31,03_CDA,Yearly,Energy,PJ,1.892440384559596,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,03_CDA,Yearly,Energy,PJ,45.74702823977085,8th edition transport model $ Reference,National,,,
air,freight,,,2017-12-31,04_CHL,Yearly,Energy,PJ,0.0130228855170395,8th edition transport model $ Reference,National,,,
air,passenger,,,2017-12-31,04_CHL,Yearly,Energy,PJ,20.905002563858964,8th edition transport model $ Reference,National,,,
road,freight,ht,bev,2017-12-31,04_CHL,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,2w,bev,2017-12-31,04_CHL,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,bev,2017-12-31,04_CHL,Yearly,Energy,PJ,0.9625683468986054,8th edition transport model $ Reference,National,,,
road,freight,ht,d,2017-12-31,04_CHL,Yearly,Energy,PJ,125.300363722834,8th edition transport model $ Reference,National,,,
road,passenger,bus,d,2017-12-31,04_CHL,Yearly,Energy,PJ,33.356020247754856,8th edition transport model $ Reference,National,,,
road,freight,ht,fcev,2017-12-31,04_CHL,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,fcev,2017-12-31,04_CHL,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ht,g,2017-12-31,04_CHL,Yearly,Energy,PJ,2.145925859634881,8th edition transport model $ Reference,National,,,
road,passenger,2w,g,2017-12-31,04_CHL,Yearly,Energy,PJ,1.036194355083892,8th edition transport model $ Reference,National,,,
road,passenger,bus,g,2017-12-31,04_CHL,Yearly,Energy,PJ,0.4509691614128658,8th edition transport model $ Reference,National,,,
rail,freight,,,2017-12-31,04_CHL,Yearly,Energy,PJ,2.781570525660455,8th edition transport model $ Reference,National,,,
rail,passenger,,,2017-12-31,04_CHL,Yearly,Energy,PJ,0.6555410661771527,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,04_CHL,Yearly,Energy,PJ,15.928178189865053,8th edition transport model $ Reference,National,,,
air,freight,,,2017-12-31,05_PRC,Yearly,Energy,PJ,230.3006680285405,8th edition transport model $ Reference,National,,,
air,passenger,,,2017-12-31,05_PRC,Yearly,Energy,PJ,972.7757588153491,8th edition transport model $ Reference,National,,,
road,freight,ht,bev,2017-12-31,05_PRC,Yearly,Energy,PJ,0.013414211364286,8th edition transport model $ Reference,National,,,
road,passenger,2w,bev,2017-12-31,05_PRC,Yearly,Energy,PJ,60.21040949924561,8th edition transport model $ Reference,National,,,
road,passenger,bus,bev,2017-12-31,05_PRC,Yearly,Energy,PJ,41.1243266080393,8th edition transport model $ Reference,National,,,
road,freight,ht,cng,2017-12-31,05_PRC,Yearly,Energy,PJ,99.17226095689632,8th edition transport model $ Reference,National,,,
road,passenger,bus,cng,2017-12-31,05_PRC,Yearly,Energy,PJ,230.1080517014035,8th edition transport model $ Reference,National,,,
road,freight,ht,d,2017-12-31,05_PRC,Yearly,Energy,PJ,3750.441915567096,8th edition transport model $ Reference,National,,,
road,passenger,bus,d,2017-12-31,05_PRC,Yearly,Energy,PJ,146.18797886146407,8th edition transport model $ Reference,National,,,
road,freight,ht,fcev,2017-12-31,05_PRC,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,fcev,2017-12-31,05_PRC,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ht,g,2017-12-31,05_PRC,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,2w,g,2017-12-31,05_PRC,Yearly,Energy,PJ,160.29428083739882,8th edition transport model $ Reference,National,,,
road,passenger,bus,g,2017-12-31,05_PRC,Yearly,Energy,PJ,71.5192156782488,8th edition transport model $ Reference,National,,,
road,freight,ht,lpg,2017-12-31,05_PRC,Yearly,Energy,PJ,8.61175742075064,8th edition transport model $ Reference,National,,,
road,passenger,bus,lpg,2017-12-31,05_PRC,Yearly,Energy,PJ,16.66390285638155,8th edition transport model $ Reference,National,,,
road,freight,ht,phevd,2017-12-31,05_PRC,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,phevd,2017-12-31,05_PRC,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
rail,freight,,,2017-12-31,05_PRC,Yearly,Energy,PJ,390.894289994936,8th edition transport model $ Reference,National,,,
rail,passenger,,,2017-12-31,05_PRC,Yearly,Energy,PJ,168.56898829118398,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,05_PRC,Yearly,Energy,PJ,1140.233856275912,8th edition transport model $ Reference,National,,,
air,freight,,,2017-12-31,06_HKC,Yearly,Energy,PJ,0.073616204,8th edition transport model $ Reference,National,,,
air,passenger,,,2017-12-31,06_HKC,Yearly,Energy,PJ,0.073616204,8th edition transport model $ Reference,National,,,
road,freight,ht,bev,2017-12-31,06_HKC,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,2w,bev,2017-12-31,06_HKC,Yearly,Energy,PJ,3.009780285602045e-05,8th edition transport model $ Reference,National,,,
road,passenger,bus,bev,2017-12-31,06_HKC,Yearly,Energy,PJ,0.0019817371456902,8th edition transport model $ Reference,National,,,
road,freight,ht,d,2017-12-31,06_HKC,Yearly,Energy,PJ,28.08598719564206,8th edition transport model $ Reference,National,,,
road,passenger,bus,d,2017-12-31,06_HKC,Yearly,Energy,PJ,6.843763045428403,8th edition transport model $ Reference,National,,,
road,freight,ht,fcev,2017-12-31,06_HKC,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,fcev,2017-12-31,06_HKC,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ht,g,2017-12-31,06_HKC,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,2w,g,2017-12-31,06_HKC,Yearly,Energy,PJ,0.2014042299212187,8th edition transport model $ Reference,National,,,
road,freight,ht,lpg,2017-12-31,06_HKC,Yearly,Energy,PJ,0.652096403874369,8th edition transport model $ Reference,National,,,
road,passenger,bus,lpg,2017-12-31,06_HKC,Yearly,Energy,PJ,0.587799051964264,8th edition transport model $ Reference,National,,,
rail,freight,,,2017-12-31,06_HKC,Yearly,Energy,PJ,0.0028170293643,8th edition transport model $ Reference,National,,,
rail,passenger,,,2017-12-31,06_HKC,Yearly,Energy,PJ,3.1272155976356992,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,06_HKC,Yearly,Energy,PJ,1.6279211139575185,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,06_HKC,Yearly,Energy,PJ,5.830644883042481,8th edition transport model $ Reference,National,,,
air,freight,,,2017-12-31,07_INA,Yearly,Energy,PJ,5.075640973846497,8th edition transport model $ Reference,National,,,
air,passenger,,,2017-12-31,07_INA,Yearly,Energy,PJ,193.04178123459795,8th edition transport model $ Reference,National,,,
road,freight,ht,bev,2017-12-31,07_INA,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,2w,bev,2017-12-31,07_INA,Yearly,Energy,PJ,0.0054717080453915,8th edition transport model $ Reference,National,,,
road,passenger,bus,bev,2017-12-31,07_INA,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ht,cng,2017-12-31,07_INA,Yearly,Energy,PJ,0.0001450048987153,8th edition transport model $ Reference,National,,,
road,passenger,bus,cng,2017-12-31,07_INA,Yearly,Energy,PJ,8.624491655585999e-05,8th edition transport model $ Reference,National,,,
road,freight,ht,d,2017-12-31,07_INA,Yearly,Energy,PJ,537.201029422717,8th edition transport model $ Reference,National,,,
road,passenger,bus,d,2017-12-31,07_INA,Yearly,Energy,PJ,319.5124824830408,8th edition transport model $ Reference,National,,,
road,freight,ht,g,2017-12-31,07_INA,Yearly,Energy,PJ,41.92860323701647,8th edition transport model $ Reference,National,,,
road,passenger,2w,g,2017-12-31,07_INA,Yearly,Energy,PJ,373.23231027254405,8th edition transport model $ Reference,National,,,
road,passenger,bus,g,2017-12-31,07_INA,Yearly,Energy,PJ,51.04774196702794,8th edition transport model $ Reference,National,,,
road,freight,ht,lpg,2017-12-31,07_INA,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ht,phevd,2017-12-31,07_INA,Yearly,Energy,PJ,0.1191877296499267,8th edition transport model $ Reference,National,,,
road,passenger,bus,phevd,2017-12-31,07_INA,Yearly,Energy,PJ,0.0479667650909433,8th edition transport model $ Reference,National,,,
rail,freight,,,2017-12-31,07_INA,Yearly,Energy,PJ,0.2469824886742365,8th edition transport model $ Reference,National,,,
rail,passenger,,,2017-12-31,07_INA,Yearly,Energy,PJ,0.6014599550755855,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,07_INA,Yearly,Energy,PJ,29.1308875907454,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,07_INA,Yearly,Energy,PJ,19.582862420661588,8th edition transport model $ Reference,National,,,
air,freight,,,2017-12-31,08_JPN,Yearly,Energy,PJ,14.858900124514156,8th edition transport model $ Reference,National,,,
air,passenger,,,2017-12-31,08_JPN,Yearly,Energy,PJ,131.33176292822654,8th edition transport model $ Reference,National,,,
road,freight,ht,bev,2017-12-31,08_JPN,Yearly,Energy,PJ,0.0090724127296313,8th edition transport model $ Reference,National,,,
road,passenger,2w,bev,2017-12-31,08_JPN,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,bev,2017-12-31,08_JPN,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ht,cng,2017-12-31,08_JPN,Yearly,Energy,PJ,2.152433879832268,8th edition transport model $ Reference,National,,,
road,freight,ht,d,2017-12-31,08_JPN,Yearly,Energy,PJ,460.8011400202248,8th edition transport model $ Reference,National,,,
road,passenger,bus,d,2017-12-31,08_JPN,Yearly,Energy,PJ,124.71487208319796,8th edition transport model $ Reference,National,,,
road,freight,ht,fcev,2017-12-31,08_JPN,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,fcev,2017-12-31,08_JPN,Yearly,Energy,PJ,0.0007076491183579,8th edition transport model $ Reference,National,,,
road,freight,ht,g,2017-12-31,08_JPN,Yearly,Energy,PJ,347.2562740879848,8th edition transport model $ Reference,National,,,
road,passenger,2w,g,2017-12-31,08_JPN,Yearly,Energy,PJ,37.12352411335378,8th edition transport model $ Reference,National,,,
road,passenger,bus,g,2017-12-31,08_JPN,Yearly,Energy,PJ,4.53301478483469,8th edition transport model $ Reference,National,,,
road,freight,ht,lpg,2017-12-31,08_JPN,Yearly,Energy,PJ,0.7260071171829966,8th edition transport model $ Reference,National,,,
road,passenger,bus,lpg,2017-12-31,08_JPN,Yearly,Energy,PJ,0.0329165712985062,8th edition transport model $ Reference,National,,,
road,freight,ht,phevd,2017-12-31,08_JPN,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,phevd,2017-12-31,08_JPN,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
rail,freight,,,2017-12-31,08_JPN,Yearly,Energy,PJ,4.193161284915759,8th edition transport model $ Reference,National,,,
rail,passenger,,,2017-12-31,08_JPN,Yearly,Energy,PJ,65.48532277159094,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,08_JPN,Yearly,Energy,PJ,126.90269793035964,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,08_JPN,Yearly,Energy,PJ,4.134763663031894,8th edition transport model $ Reference,National,,,
air,freight,,,2017-12-31,09_ROK,Yearly,Energy,PJ,4.4474603288080665,8th edition transport model $ Reference,National,,,
air,passenger,,,2017-12-31,09_ROK,Yearly,Energy,PJ,50.51036052235579,8th edition transport model $ Reference,National,,,
road,freight,ht,bev,2017-12-31,09_ROK,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,2w,bev,2017-12-31,09_ROK,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,bev,2017-12-31,09_ROK,Yearly,Energy,PJ,0.10868413115809,8th edition transport model $ Reference,National,,,
road,passenger,bus,cng,2017-12-31,09_ROK,Yearly,Energy,PJ,48.03453579740588,8th edition transport model $ Reference,National,,,
road,freight,ht,d,2017-12-31,09_ROK,Yearly,Energy,PJ,706.7211016633623,8th edition transport model $ Reference,National,,,
road,passenger,bus,d,2017-12-31,09_ROK,Yearly,Energy,PJ,6.144366882603552,8th edition transport model $ Reference,National,,,
road,freight,ht,fcev,2017-12-31,09_ROK,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,fcev,2017-12-31,09_ROK,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,2w,g,2017-12-31,09_ROK,Yearly,Energy,PJ,3.894795317266916,8th edition transport model $ Reference,National,,,
road,passenger,bus,g,2017-12-31,09_ROK,Yearly,Energy,PJ,8.103390881793239,8th edition transport model $ Reference,National,,,
road,freight,ht,lpg,2017-12-31,09_ROK,Yearly,Energy,PJ,49.282155718027376,8th edition transport model $ Reference,National,,,
road,passenger,bus,lpg,2017-12-31,09_ROK,Yearly,Energy,PJ,2.6512183208756057,8th edition transport model $ Reference,National,,,
road,freight,ht,phevd,2017-12-31,09_ROK,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
rail,freight,,,2017-12-31,09_ROK,Yearly,Energy,PJ,1.982664091495632,8th edition transport model $ Reference,National,,,
rail,passenger,,,2017-12-31,09_ROK,Yearly,Energy,PJ,12.171985610448408,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,09_ROK,Yearly,Energy,PJ,17.126075737991233,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,09_ROK,Yearly,Energy,PJ,0.5580044933174115,8th edition transport model $ Reference,National,,,
air,freight,,,2017-12-31,10_MAS,Yearly,Energy,PJ,4.120057636874382,8th edition transport model $ Reference,National,,,
air,passenger,,,2017-12-31,10_MAS,Yearly,Energy,PJ,22.82286770290469,8th edition transport model $ Reference,National,,,
road,freight,ht,bev,2017-12-31,10_MAS,Yearly,Energy,PJ,0.0205874263077169,8th edition transport model $ Reference,National,,,
road,passenger,2w,bev,2017-12-31,10_MAS,Yearly,Energy,PJ,0.0078841400114462,8th edition transport model $ Reference,National,,,
road,passenger,bus,bev,2017-12-31,10_MAS,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ht,cng,2017-12-31,10_MAS,Yearly,Energy,PJ,4.461898047912409,8th edition transport model $ Reference,National,,,
road,passenger,bus,cng,2017-12-31,10_MAS,Yearly,Energy,PJ,0.0380242865000177,8th edition transport model $ Reference,National,,,
road,freight,ht,d,2017-12-31,10_MAS,Yearly,Energy,PJ,284.20089369865667,8th edition transport model $ Reference,National,,,
road,passenger,bus,d,2017-12-31,10_MAS,Yearly,Energy,PJ,2.466089950238053,8th edition transport model $ Reference,National,,,
road,freight,ht,fcev,2017-12-31,10_MAS,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,fcev,2017-12-31,10_MAS,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ht,g,2017-12-31,10_MAS,Yearly,Energy,PJ,42.407159384173696,8th edition transport model $ Reference,National,,,
road,passenger,2w,g,2017-12-31,10_MAS,Yearly,Energy,PJ,49.2138683628178,8th edition transport model $ Reference,National,,,
road,passenger,bus,g,2017-12-31,10_MAS,Yearly,Energy,PJ,10.442024798571747,8th edition transport model $ Reference,National,,,
rail,freight,,,2017-12-31,10_MAS,Yearly,Energy,PJ,0.8582213362323357,8th edition transport model $ Reference,National,,,
rail,passenger,,,2017-12-31,10_MAS,Yearly,Energy,PJ,1.1292810842856813,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,10_MAS,Yearly,Energy,PJ,11.702929754055804,8th edition transport model $ Reference,National,,,
ship,passenger,,,2017-12-31,10_MAS,Yearly,Energy,PJ,11.647363716415873,8th edition transport model $ Reference,National,,,
air,freight,,,2017-12-31,11_MEX,Yearly,Energy,PJ,6.587441177799827,8th edition transport model $ Reference,National,,,
air,passenger,,,2017-12-31,11_MEX,Yearly,Energy,PJ,185.312321286162,8th edition transport model $ Reference,National,,,
road,freight,ht,bev,2017-12-31,11_MEX,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,2w,bev,2017-12-31,11_MEX,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,bev,2017-12-31,11_MEX,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ht,cng,2017-12-31,11_MEX,Yearly,Energy,PJ,0.0211983953017057,8th edition transport model $ Reference,National,,,
road,passenger,bus,cng,2017-12-31,11_MEX,Yearly,Energy,PJ,1.9640200917791344,8th edition transport model $ Reference,National,,,
road,freight,ht,d,2017-12-31,11_MEX,Yearly,Energy,PJ,475.37784681902576,8th edition transport model $ Reference,National,,,
road,passenger,bus,d,2017-12-31,11_MEX,Yearly,Energy,PJ,59.024461304846966,8th edition transport model $ Reference,National,,,
road,freight,ht,fcev,2017-12-31,11_MEX,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,bus,fcev,2017-12-31,11_MEX,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ht,g,2017-12-31,11_MEX,Yearly,Energy,PJ,64.50095161854568,8th edition transport model $ Reference,National,,,
road,passenger,2w,g,2017-12-31,11_MEX,Yearly,Energy,PJ,21.28033713271769,8th edition transport model $ Reference,National,,,
