Medium,Transport Type,Vehicle Type,Drive,Economy,Frequency,Measure,Unit,Scope,Fuel_Type,Fuel,Date
rail,freight,,,02_BD,Yearly,freight_tonne_km,freight_tonne_km,National,,,2017-12-31
rail,freight,,,02_BD,Yearly,freight_tonne_km,freight_tonne_km,National,,,2018-12-31
rail,freight,,,02_BD,Yearly,freight_tonne_km,freight_tonne_km,National,,,2019-12-31
rail,freight,,,02_BD,Yearly,freight_tonne_km,freight_tonne_km,National,,,2020-12-31
rail,freight,,,02_BD,Yearly,freight_tonne_km,freight_tonne_km,National,,,2021-12-31
rail,freight,,,03_CDA,Yearly,Stocks,Stocks,National,,,2010-12-31
rail,freight,,,03_CDA,Yearly,Stocks,Stocks,National,,,2011-12-31
rail,freight,,,03_CDA,Yearly,Stocks,Stocks,National,,,2012-12-31
rail,freight,,,03_CDA,Yearly,Stocks,Stocks,National,,,2013-12-31
rail,freight,,,03_CDA,Yearly,Stocks,Stocks,National,,,2014-12-31
rail,freight,,,03_CDA,Yearly,Stocks,Stocks,National,,,2015-12-31
rail,freight,,,03_CDA,Yearly,Stocks,Stocks,National,,,2016-12-31
rail,freight,,,03_CDA,Yearly,Stocks,Stocks,National,,,2017-12-31
rail,freight,,,03_CDA,Yearly,Stocks,Stocks,National,,,2018-12-31
rail,freight,,,03_CDA,Yearly,Stocks,Stocks,National,,,2019-12-31
rail,freight,,,03_CDA,Yearly,Stocks,Stocks,National,,,2020-12-31
rail,freight,,,03_CDA,Yearly,Stocks,Stocks,National,,,2021-12-31
rail,freight,,,04_CHL,Yearly,Stocks,Stocks,National,,,2010-12-31
rail,freight,,,04_CHL,Yearly,Stocks,Stocks,National,,,2011-12-31
rail,freight,,,04_CHL,Yearly,Stocks,Stocks,National,,,2012-12-31
rail,freight,,,04_CHL,Yearly,Stocks,Stocks,National,,,2013-12-31
rail,freight,,,04_CHL,Yearly,Stocks,Stocks,National,,,2014-12-31
rail,freight,,,04_CHL,Yearly,Stocks,Stocks,National,,,2015-12-31
rail,freight,,,04_CHL,Yearly,Stocks,Stocks,National,,,2016-12-31
rail,freight,,,04_CHL,Yearly,Stocks,Stocks,National,,,2017-12-31
rail,freight,,,04_CHL,Yearly,Stocks,Stocks,National,,,2018-12-31
rail,freight,,,04_CHL,Yearly,Stocks,Stocks,National,,,2019-12-31
rail,freight,,,04_CHL,Yearly,Stocks,Stocks,National,,,2020-12-31
rail,freight,,,04_CHL,Yearly,Stocks,Stocks,National,,,2021-12-31
rail,freight,,,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
rail,freight,,,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
rail,freight,,,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
rail,freight,,,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
rail,freight,,,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
rail,freight,,,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
rail,freight,,,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
rail,freight,,,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
rail,freight,,,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
rail,freight,,,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
rail,freight,,,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
rail,freight,,,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
rail,freight,,,06_HKC,Yearly,Stocks,Stocks,National,,,2010-12-31
rail,freight,,,06_HKC,Yearly,Stocks,Stocks,National,,,2011-12-31
rail,freight,,,06_HKC,Yearly,Stocks,Stocks,National,,,2012-12-31
rail,freight,,,06_HKC,Yearly,Stocks,Stocks,National,,,2013-12-31
rail,freight,,,06_HKC,Yearly,Stocks,Stocks,National,,,2014-12-31
rail,freight,,,06_HKC,Yearly,Stocks,Stocks,National,,,2015-12-31
rail,freight,,,06_HKC,Yearly,Stocks,Stocks,National,,,2016-12-31
rail,freight,,,06_HKC,Yearly,Stocks,Stocks,National,,,2017-12-31
rail,freight,,,06_HKC,Yearly,Stocks,Stocks,National,,,2018-12-31
rail,freight,,,06_HKC,Yearly,Stocks,Stocks,National,,,2019-12-31
rail,freight,,,06_HKC,Yearly,Stocks,Stocks,National,,,2020-12-31
rail,freight,,,06_HKC,Yearly,Stocks,Stocks,National,,,2021-12-31
rail,freight,,,07_INA,Yearly,Stocks,Stocks,National,,,2010-12-31
rail,freight,,,07_INA,Yearly,Stocks,Stocks,National,,,2011-12-31
rail,freight,,,07_INA,Yearly,Stocks,Stocks,National,,,2012-12-31
rail,freight,,,07_INA,Yearly,Stocks,Stocks,National,,,2013-12-31
rail,freight,,,07_INA,Yearly,Stocks,Stocks,National,,,2014-12-31
rail,freight,,,07_INA,Yearly,Stocks,Stocks,National,,,2015-12-31
rail,freight,,,07_INA,Yearly,Stocks,Stocks,National,,,2016-12-31
rail,freight,,,07_INA,Yearly,Stocks,Stocks,National,,,2017-12-31
rail,freight,,,07_INA,Yearly,Stocks,Stocks,National,,,2018-12-31
rail,freight,,,07_INA,Yearly,Stocks,Stocks,National,,,2019-12-31
rail,freight,,,07_INA,Yearly,Stocks,Stocks,National,,,2020-12-31
rail,freight,,,07_INA,Yearly,Stocks,Stocks,National,,,2021-12-31
rail,freight,,,08_JPN,Yearly,Stocks,Stocks,National,,,2010-12-31
rail,freight,,,08_JPN,Yearly,Stocks,Stocks,National,,,2011-12-31
rail,freight,,,08_JPN,Yearly,Stocks,Stocks,National,,,2012-12-31
rail,freight,,,08_JPN,Yearly,Stocks,Stocks,National,,,2013-12-31
rail,freight,,,08_JPN,Yearly,Stocks,Stocks,National,,,2014-12-31
rail,freight,,,08_JPN,Yearly,Stocks,Stocks,National,,,2015-12-31
rail,freight,,,08_JPN,Yearly,Stocks,Stocks,National,,,2016-12-31
rail,freight,,,08_JPN,Yearly,Stocks,Stocks,National,,,2017-12-31
rail,freight,,,08_JPN,Yearly,Stocks,Stocks,National,,,2018-12-31
rail,freight,,,08_JPN,Yearly,Stocks,Stocks,National,,,2019-12-31
rail,freight,,,08_JPN,Yearly,Stocks,Stocks,National,,,2020-12-31
rail,freight,,,08_JPN,Yearly,Stocks,Stocks,National,,,2021-12-31
rail,freight,,,09_ROK,Yearly,Stocks,Stocks,National,,,2010-12-31
rail,freight,,,09_ROK,Yearly,Stocks,Stocks,National,,,2011-12-31
rail,freight,,,09_ROK,Yearly,Stocks,Stocks,National,,,2012-12-31
rail,freight,,,09_ROK,Yearly,Stocks,Stocks,National,,,2013-12-31
rail,freight,,,09_ROK,Yearly,Stocks,Stocks,National,,,2014-12-31
rail,freight,,,09_ROK,Yearly,Stocks,Stocks,National,,,2015-12-31
rail,freight,,,09_ROK,Yearly,Stocks,Stocks,National,,,2016-12-31
rail,freight,,,09_ROK,Yearly,Stocks,Stocks,National,,,2017-12-31
rail,freight,,,09_ROK,Yearly,Stocks,Stocks,National,,,2018-12-31
rail,freight,,,09_ROK,Yearly,Stocks,Stocks,National,,,2019-12-31
rail,freight,,,09_ROK,Yearly,Stocks,Stocks,National,,,2020-12-31
rail,freight,,,09_ROK,Yearly,Stocks,Stocks,National,,,2021-12-31
rail,freight,,,10_MAS,Yearly,Stocks,Stocks,National,,,2010-12-31
rail,freight,,,10_MAS,Yearly,Stocks,Stocks,National,,,2011-12-31
rail,freight,,,10_MAS,Yearly,Stocks,Stocks,National,,,2012-12-31
rail,freight,,,10_MAS,Yearly,Stocks,Stocks,National,,,2013-12-31
rail,freight,,,10_MAS,Yearly,Stocks,Stocks,National,,,2014-12-31
rail,freight,,,10_MAS,Yearly,Stocks,Stocks,National,,,2015-12-31
rail,freight,,,10_MAS,Yearly,Stocks,Stocks,National,,,2016-12-31
rail,freight,,,10_MAS,Yearly,Stocks,Stocks,National,,,2017-12-31
rail,freight,,,10_MAS,Yearly,Stocks,Stocks,National,,,2018-12-31
rail,freight,,,10_MAS,Yearly,Stocks,Stocks,National,,,2019-12-31
rail,freight,,,10_MAS,Yearly,Stocks,Stocks,National,,,2020-12-31
rail,freight,,,10_MAS,Yearly,Stocks,Stocks,National,,,2021-12-31
rail,freight,,,11_MEX,Yearly,Stocks,Stocks,National,,,2010-12-31
rail,freight,,,11_MEX,Yearly,Stocks,Stocks,National,,,2011-12-31
rail,freight,,,11_MEX,Yearly,Stocks,Stocks,National,,,2012-12-31
rail,freight,,,11_MEX,Yearly,Stocks,Stocks,National,,,2013-12-31
rail,freight,,,11_MEX,Yearly,Stocks,Stocks,National,,,2014-12-31
rail,freight,,,11_MEX,Yearly,Stocks,Stocks,National,,,2015-12-31
rail,freight,,,11_MEX,Yearly,Stocks,Stocks,National,,,2016-12-31
rail,freight,,,11_MEX,Yearly,Stocks,Stocks,National,,,2017-12-31
rail,freight,,,11_MEX,Yearly,Stocks,Stocks,National,,,2018-12-31
rail,freight,,,11_MEX,Yearly,Stocks,Stocks,National,,,2019-12-31
rail,freight,,,11_MEX,Yearly,Stocks,Stocks,National,,,2020-12-31
rail,freight,,,11_MEX,Yearly,Stocks,Stocks,National,,,2021-12-31
rail,freight,,,12_NZ,Yearly,Stocks,Stocks,National,,,2010-12-31
rail,freight,,,12_NZ,Yearly,Stocks,Stocks,National,,,2011-12-31
rail,freight,,,12_NZ,Yearly,Stocks,Stocks,National,,,2012-12-31
rail,freight,,,12_NZ,Yearly,Stocks,Stocks,National,,,2013-12-31
rail,freight,,,12_NZ,Yearly,Stocks,Stocks,National,,,2014-12-31
rail,freight,,,12_NZ,Yearly,Stocks,Stocks,National,,,2015-12-31
rail,freight,,,12_NZ,Yearly,Stocks,Stocks,National,,,2016-12-31
rail,freight,,,12_NZ,Yearly,Stocks,Stocks,National,,,2017-12-31
rail,freight,,,12_NZ,Yearly,Stocks,Stocks,National,,,2018-12-31
rail,freight,,,12_NZ,Yearly,Stocks,Stocks,National,,,2019-12-31
rail,freight,,,12_NZ,Yearly,Stocks,Stocks,National,,,2020-12-31
rail,freight,,,12_NZ,Yearly,Stocks,Stocks,National,,,2021-12-31
rail,freight,,,13_PNG,Yearly,Energy,PJ,National,,,2010-12-31
rail,freight,,,13_PNG,Yearly,Energy,PJ,National,,,2011-12-31
rail,freight,,,13_PNG,Yearly,Energy,PJ,National,,,2012-12-31
rail,freight,,,13_PNG,Yearly,Energy,PJ,National,,,2013-12-31
rail,freight,,,13_PNG,Yearly,Energy,PJ,National,,,2014-12-31
rail,freight,,,13_PNG,Yearly,Energy,PJ,National,,,2015-12-31
rail,freight,,,13_PNG,Yearly,Energy,PJ,National,,,2016-12-31
rail,freight,,,13_PNG,Yearly,Energy,PJ,National,,,2017-12-31
rail,freight,,,13_PNG,Yearly,Energy,PJ,National,,,2018-12-31
rail,freight,,,13_PNG,Yearly,Energy,PJ,National,,,2019-12-31
rail,freight,,,13_PNG,Yearly,Energy,PJ,National,,,2020-12-31
rail,freight,,,13_PNG,Yearly,Energy,PJ,National,,,2021-12-31
rail,freight,,,13_PNG,Yearly,Stocks,Stocks,National,,,2010-12-31
rail,freight,,,13_PNG,Yearly,Stocks,Stocks,National,,,2011-12-31
rail,freight,,,13_PNG,Yearly,Stocks,Stocks,National,,,2012-12-31
rail,freight,,,13_PNG,Yearly,Stocks,Stocks,National,,,2013-12-31
rail,freight,,,13_PNG,Yearly,Stocks,Stocks,National,,,2014-12-31
rail,freight,,,13_PNG,Yearly,Stocks,Stocks,National,,,2015-12-31
rail,freight,,,13_PNG,Yearly,Stocks,Stocks,National,,,2016-12-31
rail,freight,,,13_PNG,Yearly,Stocks,Stocks,National,,,2017-12-31
rail,freight,,,13_PNG,Yearly,Stocks,Stocks,National,,,2018-12-31
rail,freight,,,13_PNG,Yearly,Stocks,Stocks,National,,,2019-12-31
rail,freight,,,13_PNG,Yearly,Stocks,Stocks,National,,,2020-12-31
rail,freight,,,13_PNG,Yearly,Stocks,Stocks,National,,,2021-12-31
rail,freight,,,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,National,,,2010-12-31
rail,freight,,,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,National,,,2011-12-31
rail,freight,,,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,National,,,2012-12-31
rail,freight,,,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,National,,,2013-12-31
rail,freight,,,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,National,,,2014-12-31
rail,freight,,,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,National,,,2015-12-31
rail,freight,,,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,National,,,2016-12-31
rail,freight,,,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,National,,,2017-12-31
rail,freight,,,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,National,,,2018-12-31
rail,freight,,,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,National,,,2019-12-31
rail,freight,,,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,National,,,2020-12-31
rail,freight,,,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,National,,,2021-12-31
rail,freight,,,14_PE,Yearly,Stocks,Stocks,National,,,2010-12-31
rail,freight,,,14_PE,Yearly,Stocks,Stocks,National,,,2011-12-31
rail,freight,,,14_PE,Yearly,Stocks,Stocks,National,,,2012-12-31
rail,freight,,,14_PE,Yearly,Stocks,Stocks,National,,,2013-12-31
