Medium,Transport Type,Vehicle Type,Drive,Economy,Frequency,Measure,Unit,Scope,Fuel_Type,Fuel,Date
road,passenger,ldv,d,03_CDA,Yearly,passenger_km,passenger_km,National,,,2012-12-31
road,passenger,ldv,d,03_CDA,Yearly,passenger_km,passenger_km,National,,,2013-12-31
road,passenger,ldv,d,03_CDA,Yearly,passenger_km,passenger_km,National,,,2014-12-31
road,passenger,ldv,d,03_CDA,Yearly,passenger_km,passenger_km,National,,,2015-12-31
road,passenger,ldv,d,03_CDA,Yearly,passenger_km,passenger_km,National,,,2016-12-31
road,passenger,ldv,d,03_CDA,Yearly,passenger_km,passenger_km,National,,,2017-12-31
road,passenger,ldv,d,03_CDA,Yearly,passenger_km,passenger_km,National,,,2018-12-31
road,passenger,ldv,d,03_CDA,Yearly,passenger_km,passenger_km,National,,,2019-12-31
road,passenger,ldv,d,03_CDA,Yearly,passenger_km,passenger_km,National,,,2020-12-31
road,passenger,ldv,d,03_CDA,Yearly,passenger_km,passenger_km,National,,,2021-12-31
road,passenger,ldv,fcev,03_CDA,Yearly,passenger_km,passenger_km,National,,,2010-12-31
road,passenger,ldv,fcev,03_CDA,Yearly,passenger_km,passenger_km,National,,,2011-12-31
road,passenger,ldv,fcev,03_CDA,Yearly,passenger_km,passenger_km,National,,,2012-12-31
road,passenger,ldv,fcev,03_CDA,Yearly,passenger_km,passenger_km,National,,,2013-12-31
road,passenger,ldv,fcev,03_CDA,Yearly,passenger_km,passenger_km,National,,,2014-12-31
road,passenger,ldv,fcev,03_CDA,Yearly,passenger_km,passenger_km,National,,,2015-12-31
road,passenger,ldv,fcev,03_CDA,Yearly,passenger_km,passenger_km,National,,,2016-12-31
road,passenger,ldv,fcev,03_CDA,Yearly,passenger_km,passenger_km,National,,,2017-12-31
road,passenger,ldv,fcev,03_CDA,Yearly,passenger_km,passenger_km,National,,,2018-12-31
road,passenger,ldv,fcev,03_CDA,Yearly,passenger_km,passenger_km,National,,,2019-12-31
road,passenger,ldv,fcev,03_CDA,Yearly,passenger_km,passenger_km,National,,,2020-12-31
road,passenger,ldv,fcev,03_CDA,Yearly,passenger_km,passenger_km,National,,,2021-12-31
road,passenger,ldv,g,03_CDA,Yearly,passenger_km,passenger_km,National,,,2010-12-31
road,passenger,ldv,g,03_CDA,Yearly,passenger_km,passenger_km,National,,,2011-12-31
road,passenger,ldv,g,03_CDA,Yearly,passenger_km,passenger_km,National,,,2012-12-31
road,passenger,ldv,g,03_CDA,Yearly,passenger_km,passenger_km,National,,,2013-12-31
road,passenger,ldv,g,03_CDA,Yearly,passenger_km,passenger_km,National,,,2014-12-31
road,passenger,ldv,g,03_CDA,Yearly,passenger_km,passenger_km,National,,,2015-12-31
road,passenger,ldv,g,03_CDA,Yearly,passenger_km,passenger_km,National,,,2016-12-31
road,passenger,ldv,g,03_CDA,Yearly,passenger_km,passenger_km,National,,,2017-12-31
road,passenger,ldv,g,03_CDA,Yearly,passenger_km,passenger_km,National,,,2018-12-31
road,passenger,ldv,g,03_CDA,Yearly,passenger_km,passenger_km,National,,,2019-12-31
road,passenger,ldv,g,03_CDA,Yearly,passenger_km,passenger_km,National,,,2020-12-31
road,passenger,ldv,g,03_CDA,Yearly,passenger_km,passenger_km,National,,,2021-12-31
road,passenger,ldv,lpg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2010-12-31
road,passenger,ldv,lpg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2011-12-31
road,passenger,ldv,lpg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2012-12-31
road,passenger,ldv,lpg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2013-12-31
road,passenger,ldv,lpg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2014-12-31
road,passenger,ldv,lpg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2015-12-31
road,passenger,ldv,lpg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2016-12-31
road,passenger,ldv,lpg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2017-12-31
road,passenger,ldv,lpg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2018-12-31
road,passenger,ldv,lpg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2019-12-31
road,passenger,ldv,lpg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2020-12-31
road,passenger,ldv,lpg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2021-12-31
road,passenger,ldv,phevg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2010-12-31
road,passenger,ldv,phevg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2011-12-31
road,passenger,ldv,phevg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2012-12-31
road,passenger,ldv,phevg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2013-12-31
road,passenger,ldv,phevg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2014-12-31
road,passenger,ldv,phevg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2015-12-31
road,passenger,ldv,phevg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2016-12-31
road,passenger,ldv,phevg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2017-12-31
road,passenger,ldv,phevg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2018-12-31
road,passenger,ldv,phevg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2019-12-31
road,passenger,ldv,phevg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2020-12-31
road,passenger,ldv,phevg,03_CDA,Yearly,passenger_km,passenger_km,National,,,2021-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Energy,PJ,National,,,2010-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Energy,PJ,National,,,2011-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Energy,PJ,National,,,2012-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Energy,PJ,National,,,2013-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Energy,PJ,National,,,2014-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Energy,PJ,National,,,2015-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Energy,PJ,National,,,2016-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Energy,PJ,National,,,2017-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Energy,PJ,National,,,2018-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Energy,PJ,National,,,2019-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Energy,PJ,National,,,2020-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Energy,PJ,National,,,2021-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Energy,PJ,National,,,2010-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Energy,PJ,National,,,2011-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Energy,PJ,National,,,2012-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Energy,PJ,National,,,2013-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Energy,PJ,National,,,2014-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Energy,PJ,National,,,2015-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Energy,PJ,National,,,2016-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Energy,PJ,National,,,2017-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Energy,PJ,National,,,2018-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Energy,PJ,National,,,2019-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Energy,PJ,National,,,2020-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Energy,PJ,National,,,2021-12-31
road,passenger,ldv,d,04_CHL,Yearly,Energy,PJ,National,,,2010-12-31
road,passenger,ldv,d,04_CHL,Yearly,Energy,PJ,National,,,2011-12-31
road,passenger,ldv,d,04_CHL,Yearly,Energy,PJ,National,,,2012-12-31
road,passenger,ldv,d,04_CHL,Yearly,Energy,PJ,National,,,2013-12-31
road,passenger,ldv,d,04_CHL,Yearly,Energy,PJ,National,,,2014-12-31
road,passenger,ldv,d,04_CHL,Yearly,Energy,PJ,National,,,2015-12-31
road,passenger,ldv,d,04_CHL,Yearly,Energy,PJ,National,,,2016-12-31
road,passenger,ldv,d,04_CHL,Yearly,Energy,PJ,National,,,2017-12-31
road,passenger,ldv,d,04_CHL,Yearly,Energy,PJ,National,,,2018-12-31
road,passenger,ldv,d,04_CHL,Yearly,Energy,PJ,National,,,2019-12-31
road,passenger,ldv,d,04_CHL,Yearly,Energy,PJ,National,,,2020-12-31
road,passenger,ldv,d,04_CHL,Yearly,Energy,PJ,National,,,2021-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,Energy,PJ,National,,,2010-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,Energy,PJ,National,,,2011-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,Energy,PJ,National,,,2012-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,Energy,PJ,National,,,2013-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,Energy,PJ,National,,,2014-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,Energy,PJ,National,,,2015-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,Energy,PJ,National,,,2016-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,Energy,PJ,National,,,2017-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,Energy,PJ,National,,,2018-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,Energy,PJ,National,,,2019-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,Energy,PJ,National,,,2020-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,Energy,PJ,National,,,2021-12-31
road,passenger,ldv,g,04_CHL,Yearly,Energy,PJ,National,,,2010-12-31
road,passenger,ldv,g,04_CHL,Yearly,Energy,PJ,National,,,2011-12-31
road,passenger,ldv,g,04_CHL,Yearly,Energy,PJ,National,,,2012-12-31
road,passenger,ldv,g,04_CHL,Yearly,Energy,PJ,National,,,2013-12-31
road,passenger,ldv,g,04_CHL,Yearly,Energy,PJ,National,,,2014-12-31
road,passenger,ldv,g,04_CHL,Yearly,Energy,PJ,National,,,2015-12-31
road,passenger,ldv,g,04_CHL,Yearly,Energy,PJ,National,,,2016-12-31
road,passenger,ldv,g,04_CHL,Yearly,Energy,PJ,National,,,2017-12-31
road,passenger,ldv,g,04_CHL,Yearly,Energy,PJ,National,,,2018-12-31
road,passenger,ldv,g,04_CHL,Yearly,Energy,PJ,National,,,2019-12-31
road,passenger,ldv,g,04_CHL,Yearly,Energy,PJ,National,,,2020-12-31
road,passenger,ldv,g,04_CHL,Yearly,Energy,PJ,National,,,2021-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Energy,PJ,National,,,2010-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Energy,PJ,National,,,2011-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Energy,PJ,National,,,2012-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Energy,PJ,National,,,2013-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Energy,PJ,National,,,2014-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Energy,PJ,National,,,2015-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Energy,PJ,National,,,2016-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Energy,PJ,National,,,2017-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Energy,PJ,National,,,2018-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Energy,PJ,National,,,2019-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Energy,PJ,National,,,2020-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Energy,PJ,National,,,2021-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Energy,PJ,National,,,2010-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Energy,PJ,National,,,2011-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Energy,PJ,National,,,2012-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Energy,PJ,National,,,2013-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Energy,PJ,National,,,2014-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Energy,PJ,National,,,2015-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Energy,PJ,National,,,2016-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Energy,PJ,National,,,2017-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Energy,PJ,National,,,2018-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Energy,PJ,National,,,2019-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Energy,PJ,National,,,2020-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Energy,PJ,National,,,2021-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,ldv,bev,04_CHL,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,ldv,cng,04_CHL,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,ldv,d,04_CHL,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,ldv,d,04_CHL,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,ldv,d,04_CHL,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,ldv,d,04_CHL,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,ldv,d,04_CHL,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,ldv,d,04_CHL,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,ldv,d,04_CHL,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,ldv,d,04_CHL,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,ldv,d,04_CHL,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,ldv,d,04_CHL,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,ldv,d,04_CHL,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,ldv,d,04_CHL,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,ldv,g,04_CHL,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,ldv,g,04_CHL,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,ldv,g,04_CHL,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,ldv,g,04_CHL,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,ldv,g,04_CHL,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,ldv,g,04_CHL,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,ldv,g,04_CHL,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,ldv,g,04_CHL,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,ldv,g,04_CHL,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,ldv,g,04_CHL,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,ldv,g,04_CHL,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,ldv,g,04_CHL,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,ldv,bev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2010-12-31
road,passenger,ldv,bev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2011-12-31
road,passenger,ldv,bev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2012-12-31
road,passenger,ldv,bev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2013-12-31
road,passenger,ldv,bev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2014-12-31
road,passenger,ldv,bev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2015-12-31
road,passenger,ldv,bev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2016-12-31
road,passenger,ldv,bev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2017-12-31
road,passenger,ldv,bev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2018-12-31
road,passenger,ldv,bev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2019-12-31
road,passenger,ldv,bev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2020-12-31
road,passenger,ldv,bev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2021-12-31
road,passenger,ldv,cng,04_CHL,Yearly,passenger_km,passenger_km,National,,,2010-12-31
road,passenger,ldv,cng,04_CHL,Yearly,passenger_km,passenger_km,National,,,2011-12-31
road,passenger,ldv,cng,04_CHL,Yearly,passenger_km,passenger_km,National,,,2012-12-31
road,passenger,ldv,cng,04_CHL,Yearly,passenger_km,passenger_km,National,,,2013-12-31
road,passenger,ldv,cng,04_CHL,Yearly,passenger_km,passenger_km,National,,,2014-12-31
road,passenger,ldv,cng,04_CHL,Yearly,passenger_km,passenger_km,National,,,2015-12-31
road,passenger,ldv,cng,04_CHL,Yearly,passenger_km,passenger_km,National,,,2016-12-31
road,passenger,ldv,cng,04_CHL,Yearly,passenger_km,passenger_km,National,,,2017-12-31
road,passenger,ldv,cng,04_CHL,Yearly,passenger_km,passenger_km,National,,,2018-12-31
road,passenger,ldv,cng,04_CHL,Yearly,passenger_km,passenger_km,National,,,2019-12-31
road,passenger,ldv,cng,04_CHL,Yearly,passenger_km,passenger_km,National,,,2020-12-31
road,passenger,ldv,cng,04_CHL,Yearly,passenger_km,passenger_km,National,,,2021-12-31
road,passenger,ldv,d,04_CHL,Yearly,passenger_km,passenger_km,National,,,2010-12-31
road,passenger,ldv,d,04_CHL,Yearly,passenger_km,passenger_km,National,,,2011-12-31
road,passenger,ldv,d,04_CHL,Yearly,passenger_km,passenger_km,National,,,2012-12-31
road,passenger,ldv,d,04_CHL,Yearly,passenger_km,passenger_km,National,,,2013-12-31
road,passenger,ldv,d,04_CHL,Yearly,passenger_km,passenger_km,National,,,2014-12-31
road,passenger,ldv,d,04_CHL,Yearly,passenger_km,passenger_km,National,,,2015-12-31
road,passenger,ldv,d,04_CHL,Yearly,passenger_km,passenger_km,National,,,2016-12-31
road,passenger,ldv,d,04_CHL,Yearly,passenger_km,passenger_km,National,,,2017-12-31
road,passenger,ldv,d,04_CHL,Yearly,passenger_km,passenger_km,National,,,2018-12-31
road,passenger,ldv,d,04_CHL,Yearly,passenger_km,passenger_km,National,,,2019-12-31
road,passenger,ldv,d,04_CHL,Yearly,passenger_km,passenger_km,National,,,2020-12-31
road,passenger,ldv,d,04_CHL,Yearly,passenger_km,passenger_km,National,,,2021-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2010-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2011-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2012-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2013-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2014-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2015-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2016-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2017-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2018-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2019-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2020-12-31
road,passenger,ldv,fcev,04_CHL,Yearly,passenger_km,passenger_km,National,,,2021-12-31
road,passenger,ldv,g,04_CHL,Yearly,passenger_km,passenger_km,National,,,2010-12-31
road,passenger,ldv,g,04_CHL,Yearly,passenger_km,passenger_km,National,,,2011-12-31
road,passenger,ldv,g,04_CHL,Yearly,passenger_km,passenger_km,National,,,2012-12-31
road,passenger,ldv,g,04_CHL,Yearly,passenger_km,passenger_km,National,,,2013-12-31
road,passenger,ldv,g,04_CHL,Yearly,passenger_km,passenger_km,National,,,2014-12-31
road,passenger,ldv,g,04_CHL,Yearly,passenger_km,passenger_km,National,,,2015-12-31
road,passenger,ldv,g,04_CHL,Yearly,passenger_km,passenger_km,National,,,2016-12-31
road,passenger,ldv,g,04_CHL,Yearly,passenger_km,passenger_km,National,,,2017-12-31
road,passenger,ldv,g,04_CHL,Yearly,passenger_km,passenger_km,National,,,2018-12-31
road,passenger,ldv,g,04_CHL,Yearly,passenger_km,passenger_km,National,,,2019-12-31
road,passenger,ldv,g,04_CHL,Yearly,passenger_km,passenger_km,National,,,2020-12-31
road,passenger,ldv,g,04_CHL,Yearly,passenger_km,passenger_km,National,,,2021-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2010-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2011-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2012-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2013-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2014-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2015-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2016-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2017-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2018-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2019-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2020-12-31
road,passenger,ldv,lpg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2021-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2010-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2011-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2012-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2013-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2014-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2015-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2016-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2017-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2018-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2019-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2020-12-31
road,passenger,ldv,phevg,04_CHL,Yearly,passenger_km,passenger_km,National,,,2021-12-31
road,freight,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2010-12-31
road,freight,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2011-12-31
road,freight,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2012-12-31
road,freight,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2013-12-31
road,freight,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2014-12-31
road,freight,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2015-12-31
road,freight,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2016-12-31
road,freight,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2017-12-31
