Economy,Scenario,Transport Type,Year,Vehicle Type,Drive,Value
16_RUS,Carbon Neutral,freight,2045,lt,fcev,0.020841795979437968
16_RUS,Carbon Neutral,freight,2045,lt,g,0.0
16_RUS,Carbon Neutral,freight,2045,lt,lpg,0.0
16_RUS,Carbon Neutral,freight,2045,lt,phevg,0.0
16_RUS,Carbon Neutral,passenger,2045,2w,bev,0.0009336165579471913
16_RUS,Carbon Neutral,passenger,2045,2w,g,0.0
16_RUS,Carbon Neutral,passenger,2045,bus,bev,0.2500812010687161
16_RUS,Carbon Neutral,passenger,2045,bus,cng,0.0
16_RUS,Carbon Neutral,passenger,2045,lv,d,0.0
16_RUS,Carbon Neutral,passenger,2045,bus,d,0.0
16_RUS,Carbon Neutral,passenger,2045,lv,cng,0.0
16_RUS,Carbon Neutral,passenger,2045,bus,lpg,0.0
16_RUS,Carbon Neutral,passenger,2045,lt,bev,0.0014583026228009181
16_RUS,Carbon Neutral,passenger,2045,lt,cng,0.0
16_RUS,Carbon Neutral,passenger,2045,lt,d,0.0
16_RUS,Carbon Neutral,passenger,2045,lt,fcev,7.295318490039989e-05
16_RUS,Carbon Neutral,passenger,2045,lt,g,0.0
16_RUS,Carbon Neutral,passenger,2045,lt,lpg,0.0
16_RUS,Carbon Neutral,passenger,2045,lt,phevg,0.0
16_RUS,Carbon Neutral,passenger,2045,bus,g,0.0
16_RUS,Carbon Neutral,passenger,2045,lv,fcev,0.040946037665142626
16_RUS,Carbon Neutral,passenger,2045,lv,g,0.0
14_PE,Carbon Neutral,freight,2045,lt,lpg,0.0
16_RUS,Carbon Neutral,freight,2045,lt,d,1.1102230246251566e-17
16_RUS,Carbon Neutral,passenger,2045,lv,lpg,0.0
16_RUS,Carbon Neutral,passenger,2045,lv,phevg,0.0
16_RUS,Carbon Neutral,freight,2045,ht,phevd,0.0
16_RUS,Carbon Neutral,passenger,2045,bus,phevd,0.00021858936867416709
16_RUS,Reference,freight,2045,ht,bev,0.3314462311034009
16_RUS,Reference,freight,2045,ht,cng,0.11833162887489386
16_RUS,Reference,freight,2045,ht,d,0.4048107011782133
16_RUS,Reference,freight,2045,ht,fcev,0.0
16_RUS,Reference,freight,2045,ht,g,0.009023391543632311
16_RUS,Reference,freight,2045,ht,lpg,0.0
16_RUS,Reference,freight,2045,lt,bev,0.0509707363100087
16_RUS,Reference,freight,2045,lt,cng,0.0076790793349718655
16_RUS,Reference,freight,2045,lt,d,0.0568389500401709
16_RUS,Reference,freight,2045,lt,fcev,0.0
16_RUS,Reference,freight,2045,lt,g,0.020863597221490775
16_RUS,Reference,freight,2045,lt,lpg,0.0
16_RUS,Reference,freight,2045,lt,phevg,0.0
16_RUS,Reference,passenger,2045,2w,bev,0.0009335789205277079
16_RUS,Reference,passenger,2045,2w,g,0.0
16_RUS,Reference,passenger,2045,bus,bev,0.13925980528443008
16_RUS,Carbon Neutral,freight,2045,lt,cng,0.0
21_VN,Reference,passenger,2045,bus,phevd,0.0
14_PE,Reference,passenger,2045,bus,phevd,0.00016446068017696443
20_USA,Carbon Neutral,passenger,2045,lt,g,0.0
17_SIN,Carbon Neutral,freight,2045,ht,lpg,0.0
16_RUS,Reference,passenger,2045,lv,d,0.0
16_RUS,Reference,passenger,2045,lt,bev,0.0015343792133376364
16_RUS,Reference,passenger,2045,lt,cng,5.795913292231563e-08
16_RUS,Reference,passenger,2045,lt,d,1.3667552680175367e-16
16_RUS,Reference,passenger,2045,lt,fcev,0.0
16_RUS,Reference,passenger,2045,lt,g,0.0
16_RUS,Reference,passenger,2045,lt,lpg,0.0
16_RUS,Reference,passenger,2045,lt,phevg,0.0
17_SIN,Carbon Neutral,freight,2045,lt,bev,0.4796989446120842
16_RUS,Reference,passenger,2045,lv,bev,0.7344489348794663
16_RUS,Reference,passenger,2045,lv,fcev,0.0
17_SIN,Carbon Neutral,freight,2045,ht,g,0.0
16_RUS,Reference,passenger,2045,lv,g,0.0
16_RUS,Reference,passenger,2045,lv,lpg,0.0
16_RUS,Reference,passenger,2045,lv,phevg,4.311368964890133e-06
16_RUS,Reference,freight,2045,ht,phevd,3.5684393217447135e-05
16_RUS,Reference,passenger,2045,bus,phevd,0.009558500440910427
17_SIN,Carbon Neutral,freight,2045,ht,bev,0.37190984920067227
17_SIN,Carbon Neutral,freight,2045,ht,cng,0.0
16_RUS,Reference,passenger,2045,lv,cng,0.0023789808976926964
17_SIN,Carbon Neutral,freight,2045,ht,d,0.0
17_SIN,Carbon Neutral,freight,2045,lt,cng,0.0
17_SIN,Carbon Neutral,passenger,2045,lt,phevg,0.0
18_CT,Carbon Neutral,freight,2045,ht,fcev,0.17940474980557514
17_SIN,Carbon Neutral,freight,2045,lt,d,0.0
17_SIN,Carbon Neutral,freight,2045,lt,fcev,0.057338092424963516
17_SIN,Carbon Neutral,freight,2045,lt,g,2.312964634635743e-18
17_SIN,Carbon Neutral,freight,2045,lt,lpg,0.0
17_SIN,Carbon Neutral,freight,2045,lt,phevg,0.0
17_SIN,Carbon Neutral,passenger,2045,2w,bev,0.9972543294572909
17_SIN,Carbon Neutral,passenger,2045,2w,g,0.0
17_SIN,Carbon Neutral,passenger,2045,bus,bev,0.0022362220506839878
17_SIN,Carbon Neutral,passenger,2045,lv,bev,0.00014683007116857556
17_SIN,Carbon Neutral,passenger,2045,bus,cng,0.0
17_SIN,Carbon Neutral,passenger,2045,bus,fcev,0.00023831404266238257
17_SIN,Carbon Neutral,passenger,2045,bus,g,0.0
17_SIN,Carbon Neutral,passenger,2045,bus,lpg,0.0
17_SIN,Carbon Neutral,passenger,2045,lt,bev,0.00011031677918129358
17_SIN,Carbon Neutral,passenger,2045,lt,cng,0.0
17_SIN,Carbon Neutral,passenger,2045,lt,d,0.0
17_SIN,Carbon Neutral,passenger,2045,lt,fcev,6.0527493379505025e-06
17_SIN,Carbon Neutral,passenger,2045,lt,g,0.0
17_SIN,Carbon Neutral,passenger,2045,lt,lpg,0.0
17_SIN,Carbon Neutral,passenger,2045,bus,d,0.0
17_SIN,Carbon Neutral,freight,2045,ht,fcev,0.09105311376227998
17_SIN,Carbon Neutral,passenger,2045,lv,cng,0.0
17_SIN,Carbon Neutral,passenger,2045,lv,d,0.0
17_SIN,Reference,freight,2045,ht,lpg,0.0
17_SIN,Carbon Neutral,passenger,2045,lv,lpg,0.0
17_SIN,Carbon Neutral,passenger,2045,lv,phevg,0.0
17_SIN,Carbon Neutral,freight,2045,ht,phevd,0.0
17_SIN,Carbon Neutral,passenger,2045,bus,phevd,0.0
17_SIN,Reference,freight,2045,ht,bev,0.6056846013527343
17_SIN,Reference,freight,2045,ht,cng,0.0
17_SIN,Reference,freight,2045,ht,d,0.0
17_SIN,Reference,freight,2045,ht,fcev,0.12072511120251989
17_SIN,Carbon Neutral,passenger,2045,lv,g,0.0
17_SIN,Reference,freight,2045,ht,g,0.0
17_SIN,Reference,passenger,2045,bus,cng,0.0
17_SIN,Reference,freight,2045,lt,cng,0.0
17_SIN,Reference,freight,2045,lt,d,0.0
17_SIN,Reference,freight,2045,lt,fcev,0.015953736295759798
17_SIN,Reference,freight,2045,lt,g,1.3877787807814461e-18
17_SIN,Reference,freight,2045,lt,lpg,0.0
17_SIN,Reference,freight,2045,lt,phevg,0.0
17_SIN,Reference,passenger,2045,2w,bev,0.3282711252987893
17_SIN,Reference,passenger,2045,2w,g,0.0
17_SIN,Reference,freight,2045,lt,bev,0.25763655114898615
17_SIN,Reference,passenger,2045,bus,d,0.0
17_SIN,Reference,passenger,2045,bus,g,0.0
18_CT,Carbon Neutral,freight,2045,ht,d,0.0
17_SIN,Carbon Neutral,passenger,2045,lv,fcev,7.934849675032053e-06
17_SIN,Reference,passenger,2045,lv,cng,0.0
17_SIN,Reference,passenger,2045,bus,lpg,0.0
17_SIN,Reference,passenger,2045,lt,bev,0.31999032396197824
17_SIN,Reference,passenger,2045,lt,cng,0.0
17_SIN,Reference,passenger,2045,lt,d,0.0
17_SIN,Reference,passenger,2045,lt,fcev,0.017332656294508753
17_SIN,Reference,passenger,2045,lt,g,0.0
17_SIN,Reference,passenger,2045,lt,lpg,0.0
17_SIN,Reference,passenger,2045,lt,phevg,0.0
17_SIN,Reference,passenger,2045,lv,bev,0.2672591765448499
17_SIN,Reference,passenger,2045,lv,d,0.0
17_SIN,Reference,passenger,2045,bus,fcev,0.004277145671080117
17_SIN,Reference,passenger,2045,lv,fcev,0.016284454463591246
17_SIN,Reference,passenger,2045,lv,g,0.0
17_SIN,Reference,passenger,2045,lv,lpg,0.0
17_SIN,Reference,passenger,2045,lv,phevg,0.0
17_SIN,Reference,freight,2045,ht,phevd,0.0
17_SIN,Reference,passenger,2045,bus,phevd,0.0
18_CT,Carbon Neutral,freight,2045,ht,bev,0.48226130416655255
18_CT,Carbon Neutral,freight,2045,ht,cng,0.0
18_CT,Carbon Neutral,freight,2045,ht,lpg,0.0
17_SIN,Reference,passenger,2045,bus,bev,0.046585117765202466
18_CT,Carbon Neutral,freight,2045,lt,bev,0.3021214204143488
19_THA,Carbon Neutral,freight,2045,ht,bev,0.530454749317815
18_CT,Carbon Neutral,passenger,2045,lv,bev,1.1503271487751612e-06
18_CT,Carbon Neutral,passenger,2045,bus,cng,0.0
18_CT,Carbon Neutral,freight,2045,lt,cng,0.0
18_CT,Carbon Neutral,freight,2045,lt,d,0.0
18_CT,Carbon Neutral,freight,2045,lt,fcev,0.036212525613523464
18_CT,Carbon Neutral,freight,2045,lt,g,0.0
18_CT,Carbon Neutral,freight,2045,lt,lpg,0.0
18_CT,Carbon Neutral,freight,2045,lt,phevg,0.0
18_CT,Carbon Neutral,passenger,2045,2w,bev,0.9377310146481616
18_CT,Carbon Neutral,passenger,2045,lv,cng,0.0
18_CT,Carbon Neutral,passenger,2045,2w,g,0.0
18_CT,Carbon Neutral,passenger,2045,bus,d,0.0
18_CT,Carbon Neutral,passenger,2045,lt,phevg,0.0
18_CT,Carbon Neutral,passenger,2045,bus,fcev,0.0009258414402484336
18_CT,Carbon Neutral,passenger,2045,bus,g,0.0
18_CT,Carbon Neutral,passenger,2045,bus,lpg,0.0
18_CT,Carbon Neutral,passenger,2045,lt,bev,0.054254583486888185
18_CT,Carbon Neutral,passenger,2045,lt,cng,0.0
18_CT,Carbon Neutral,passenger,2045,lt,d,0.0
18_CT,Carbon Neutral,passenger,2045,lt,fcev,0.0020295820209204228
18_CT,Carbon Neutral,passenger,2045,bus,bev,0.005057758177304467
18_CT,Carbon Neutral,passenger,2045,lt,g,0.0
18_CT,Carbon Neutral,passenger,2045,lv,d,0.0
18_CT,Reference,passenger,2045,2w,bev,0.6459008611213679
16_RUS,Reference,passenger,2045,bus,lpg,0.0
18_CT,Carbon Neutral,passenger,2045,lv,fcev,6.989932819364994e-08
18_CT,Carbon Neutral,passenger,2045,lv,g,0.0
18_CT,Carbon Neutral,passenger,2045,lv,lpg,0.0
18_CT,Carbon Neutral,passenger,2045,lv,phevg,0.0
18_CT,Carbon Neutral,freight,2045,ht,phevd,0.0
18_CT,Carbon Neutral,passenger,2045,bus,phevd,0.0
18_CT,Reference,freight,2045,ht,bev,0.4983279525139965
18_CT,Reference,freight,2045,ht,cng,0.0
18_CT,Reference,passenger,2045,2w,g,0.0
18_CT,Reference,freight,2045,ht,d,0.0008123791102522563
18_CT,Reference,freight,2045,ht,g,0.0
18_CT,Reference,freight,2045,ht,lpg,0.0
18_CT,Reference,freight,2045,lt,bev,0.28399084789623885
18_CT,Reference,freight,2045,lt,cng,0.0
18_CT,Reference,freight,2045,lt,d,0.0
18_CT,Reference,freight,2045,lt,fcev,0.052371389656169796
18_CT,Reference,freight,2045,lt,g,0.002016094214904475
18_CT,Reference,freight,2045,lt,lpg,0.0
18_CT,Reference,freight,2045,lt,phevg,0.0
18_CT,Reference,freight,2045,ht,fcev,0.1624813366084382
18_CT,Carbon Neutral,passenger,2045,lt,lpg,0.0
18_CT,Reference,passenger,2045,bus,bev,0.0030231789124078026
18_CT,Reference,passenger,2045,bus,d,0.0005596818381741061
19_THA,Carbon Neutral,freight,2045,ht,fcev,0.15920303490993415
18_CT,Reference,passenger,2045,lv,bev,0.28717547667774956
18_CT,Reference,passenger,2045,bus,g,0.0
18_CT,Reference,passenger,2045,bus,lpg,0.0
18_CT,Reference,passenger,2045,lt,bev,0.03473236620605105
18_CT,Reference,passenger,2045,lt,cng,0.0
18_CT,Reference,passenger,2045,lt,d,0.0
18_CT,Reference,passenger,2045,lt,fcev,0.004032863721818918
18_CT,Reference,passenger,2045,lt,g,0.0
19_THA,Carbon Neutral,freight,2045,ht,g,0.0002428324907447638
18_CT,Reference,passenger,2045,lt,lpg,3.578102943210627e-07
18_CT,Reference,passenger,2045,lv,cng,0.0
19_THA,Carbon Neutral,freight,2045,ht,d,0.0
18_CT,Reference,passenger,2045,lv,d,0.0
18_CT,Reference,passenger,2045,lv,fcev,0.023928075605361608
18_CT,Reference,passenger,2045,lv,g,0.0
18_CT,Reference,passenger,2045,lv,lpg,0.0
18_CT,Reference,passenger,2045,lv,phevg,0.00010869954879889764
18_CT,Reference,freight,2045,ht,phevd,0.0
18_CT,Reference,passenger,2045,bus,phevd,0.0
18_CT,Reference,passenger,2045,lt,phevg,0.0
19_THA,Carbon Neutral,freight,2045,ht,lpg,0.0
19_THA,Carbon Neutral,passenger,2045,lt,lpg,0.0
19_THA,Carbon Neutral,passenger,2045,lt,g,0.0
19_THA,Carbon Neutral,passenger,2045,lv,bev,0.12381937378077905
18_CT,Reference,passenger,2045,bus,fcev,0.0005384385579758487
19_THA,Carbon Neutral,freight,2045,lt,bev,0.25882726295125097
19_THA,Carbon Neutral,freight,2045,lt,cng,0.0
19_THA,Carbon Neutral,freight,2045,lt,d,0.0
19_THA,Carbon Neutral,freight,2045,lt,fcev,0.05127212033025511
19_THA,Carbon Neutral,freight,2045,lt,g,0.0
19_THA,Carbon Neutral,freight,2045,lt,lpg,0.0
19_THA,Carbon Neutral,freight,2045,lt,phevg,0.0
19_THA,Carbon Neutral,passenger,2045,2w,bev,0.8585412373947484
19_THA,Carbon Neutral,passenger,2045,2w,g,0.0
19_THA,Carbon Neutral,passenger,2045,bus,bev,0.008074084090255411
19_THA,Carbon Neutral,passenger,2045,bus,cng,0.0
19_THA,Carbon Neutral,passenger,2045,bus,d,0.0
19_THA,Carbon Neutral,passenger,2045,bus,fcev,0.0004697285069634978
19_THA,Carbon Neutral,passenger,2045,bus,g,0.0
19_THA,Carbon Neutral,passenger,2045,bus,lpg,0.0
19_THA,Carbon Neutral,passenger,2045,lt,bev,0.0013626636116418325
19_THA,Carbon Neutral,passenger,2045,lt,cng,0.0
19_THA,Carbon Neutral,passenger,2045,lt,d,0.0
19_THA,Carbon Neutral,passenger,2045,lt,fcev,8.453476040869203e-05
19_THA,Carbon Neutral,freight,2045,ht,cng,0.0
19_THA,Carbon Neutral,passenger,2045,lt,phevg,0.0
18_CT,Carbon Neutral,freight,2045,ht,g,0.0
16_RUS,Reference,passenger,2045,bus,g,0.009811419198793582
19_THA,Reference,passenger,2045,bus,cng,0.0
19_THA,Reference,passenger,2045,bus,bev,0.0021844071788686818
19_THA,Reference,freight,2045,ht,fcev,0.03148934912901799
19_THA,Carbon Neutral,passenger,2045,lv,fcev,0.007648377855203161
19_THA,Carbon Neutral,passenger,2045,lv,g,0.0
19_THA,Carbon Neutral,passenger,2045,lv,lpg,0.0
19_THA,Carbon Neutral,passenger,2045,lv,phevg,0.0
19_THA,Carbon Neutral,freight,2045,ht,phevd,0.0
19_THA,Carbon Neutral,passenger,2045,bus,phevd,0.0
19_THA,Reference,passenger,2045,bus,d,0.00020060846582726203
19_THA,Reference,freight,2045,ht,bev,0.1446302746346531
19_THA,Reference,freight,2045,ht,d,0.48659074269223923
19_THA,Reference,freight,2045,ht,g,0.02219117063739929
19_THA,Reference,passenger,2045,2w,g,0.003865143439536349
19_THA,Reference,freight,2045,ht,lpg,0.0
19_THA,Reference,freight,2045,lt,bev,0.10333678629245904
19_THA,Reference,freight,2045,lt,cng,0.0
19_THA,Reference,freight,2045,lt,d,0.09940759459151803
19_THA,Reference,freight,2045,lt,fcev,0.011131737764654679
19_THA,Reference,freight,2045,lt,g,0.09677637054578236
19_THA,Reference,freight,2045,ht,cng,0.0
19_THA,Reference,freight,2045,lt,phevg,0.0044416918326321084
20_USA,Carbon Neutral,freight,2045,ht,cng,0.0
19_THA,Reference,passenger,2045,bus,phevd,1.1517040909019882e-05
20_USA,Reference,passenger,2045,2w,g,0.0
20_USA,Reference,passenger,2045,2w,bev,0.028461771889227546
19_THA,Reference,passenger,2045,bus,fcev,0.0001667362460542439
19_THA,Reference,passenger,2045,bus,g,0.00028228329271468385
19_THA,Reference,passenger,2045,bus,lpg,0.0
19_THA,Reference,passenger,2045,lt,bev,0.09130768666563584
19_THA,Reference,passenger,2045,lt,cng,0.0
19_THA,Reference,passenger,2045,lt,d,0.02098309058004797
19_THA,Reference,passenger,2045,lt,fcev,0.006719327717678544
20_USA,Carbon Neutral,freight,2045,ht,bev,3.4688742825728073e-06
19_THA,Reference,passenger,2045,lt,g,0.02299706450621799
19_THA,Reference,passenger,2045,lt,phevg,0.001350071086515171
19_THA,Reference,passenger,2045,lv,bev,0.24612613169728137
19_THA,Reference,passenger,2045,lv,cng,0.0
19_THA,Reference,passenger,2045,lv,d,0.01574118411391935
19_THA,Reference,passenger,2045,lv,fcev,0.009204618434809686
19_THA,Reference,passenger,2045,lv,g,0.018712801459757285
19_THA,Reference,passenger,2045,lv,lpg,0.0
19_THA,Reference,passenger,2045,lv,phevg,0.0011931011680317248
19_THA,Reference,freight,2045,ht,phevd,4.281879644181065e-06
19_THA,Reference,passenger,2045,lt,lpg,0.0
19_THA,Reference,passenger,2045,2w,bev,0.5589542269061949
20_USA,Carbon Neutral,freight,2045,ht,d,0.0
20_USA,Carbon Neutral,freight,2045,ht,fcev,1.3214320402216498e-06
20_USA,Carbon Neutral,passenger,2045,bus,bev,0.012328915809957815
20_USA,Carbon Neutral,freight,2045,lt,bev,0.8981578747048768
20_USA,Carbon Neutral,freight,2045,lt,cng,0.0
20_USA,Carbon Neutral,freight,2045,lt,d,0.0
20_USA,Carbon Neutral,freight,2045,lt,fcev,0.10183733498880022
20_USA,Carbon Neutral,freight,2045,lt,g,0.0
20_USA,Carbon Neutral,freight,2045,lt,lpg,0.0
20_USA,Carbon Neutral,freight,2045,lt,phevg,0.0
20_USA,Carbon Neutral,passenger,2045,2w,bev,0.002832962773090258
20_USA,Carbon Neutral,freight,2045,ht,lpg,0.0
20_USA,Carbon Neutral,passenger,2045,2w,g,0.0
20_USA,Carbon Neutral,passenger,2045,lt,lpg,0.0
20_USA,Carbon Neutral,passenger,2045,bus,d,0.0
20_USA,Carbon Neutral,passenger,2045,bus,fcev,0.0022886812003239327
20_USA,Carbon Neutral,passenger,2045,bus,g,0.0
20_USA,Carbon Neutral,passenger,2045,bus,lpg,0.0
20_USA,Carbon Neutral,passenger,2045,lt,bev,0.8401814986708225
20_USA,Carbon Neutral,passenger,2045,lt,cng,0.0
20_USA,Carbon Neutral,passenger,2045,lt,d,0.0
19_THA,Carbon Neutral,passenger,2045,lv,cng,0.0
20_USA,Carbon Neutral,passenger,2045,bus,cng,0.0
20_USA,Carbon Neutral,passenger,2045,lt,phevg,0.0
20_USA,Carbon Neutral,passenger,2045,lv,cng,0.0
20_USA,Reference,freight,2045,lt,phevg,0.0029376857632575403
20_USA,Carbon Neutral,freight,2045,ht,g,0.0
20_USA,Reference,freight,2045,ht,d,0.002511940856418898
20_USA,Carbon Neutral,passenger,2045,lv,d,0.0
20_USA,Carbon Neutral,passenger,2045,lv,fcev,0.005485439959087684
20_USA,Carbon Neutral,passenger,2045,lv,g,0.0
20_USA,Carbon Neutral,passenger,2045,lv,lpg,0.0
20_USA,Carbon Neutral,passenger,2045,lv,phevg,6.938893903907229e-19
20_USA,Carbon Neutral,freight,2045,ht,phevd,0.0
20_USA,Carbon Neutral,passenger,2045,bus,phevd,0.0
20_USA,Reference,freight,2045,ht,bev,0.3400404105324021
20_USA,Reference,freight,2045,ht,cng,0.017659568778528444
20_USA,Reference,freight,2045,ht,fcev,0.11269615770795974
20_USA,Carbon Neutral,passenger,2045,lv,bev,0.10541181171246879
20_USA,Reference,freight,2045,ht,g,0.006445323559213621
20_USA,Reference,freight,2045,ht,lpg,0.0007502121968635622
20_USA,Reference,freight,2045,lt,bev,0.42961937081759044
20_USA,Reference,freight,2045,lt,cng,0.0004298507991619497
20_USA,Reference,freight,2045,lt,d,0.0010264883616933635
20_USA,Reference,freight,2045,lt,fcev,0.07887471209674472
20_USA,Reference,freight,2045,lt,g,0.0
20_USA,Reference,freight,2045,lt,lpg,0.0
20_USA,Reference,passenger,2045,bus,bev,0.0012789102138606213
20_USA,Reference,passenger,2045,bus,cng,0.0
19_THA,Reference,freight,2045,lt,lpg,0.0
20_USA,Carbon Neutral,passenger,2045,lt,fcev,0.03147068987424908
20_USA,Reference,passenger,2045,lt,lpg,1.6786664019008031e-06
20_USA,Reference,passenger,2045,bus,d,0.0
20_USA,Reference,passenger,2045,bus,fcev,0.0002276209792986817
20_USA,Reference,passenger,2045,bus,g,0.0
20_USA,Reference,passenger,2045,bus,lpg,1.1400689820285556e-06
20_USA,Reference,passenger,2045,lt,bev,0.5187162562062383
20_USA,Reference,passenger,2045,lt,cng,0.0005171502552469013
20_USA,Reference,passenger,2045,lt,d,0.0013095397583315486
20_USA,Reference,passenger,2045,lt,fcev,0.05976353881209592
21_VN,Carbon Neutral,freight,2045,ht,cng,0.0
20_USA,Reference,passenger,2045,lt,g,0.015396260544397276
21_VN,Carbon Neutral,freight,2045,ht,bev,0.633090554727454
20_USA,Reference,passenger,2045,lv,bev,0.34298947316278144
20_USA,Reference,passenger,2045,lv,cng,8.98255128572555e-06
20_USA,Reference,passenger,2045,lv,d,0.0
20_USA,Reference,passenger,2045,lv,fcev,0.028005138628847362
20_USA,Reference,passenger,2045,lv,g,0.0
20_USA,Reference,passenger,2045,lv,lpg,2.1440381398698104e-05
20_USA,Reference,passenger,2045,lv,phevg,2.031993631231808e-05
20_USA,Reference,freight,2045,ht,phevd,0.007008278530165582
20_USA,Reference,passenger,2045,lt,phevg,0.003268990532440435
21_VN,Carbon Neutral,freight,2045,ht,d,0.0611879922746237
21_VN,Carbon Neutral,freight,2045,ht,fcev,0.2101278538101256
21_VN,Carbon Neutral,passenger,2045,lt,fcev,0.009817943322983996
21_VN,Carbon Neutral,passenger,2045,lt,lpg,0.0
21_VN,Reference,freight,2045,lt,lpg,0.0
21_VN,Carbon Neutral,freight,2045,ht,lpg,0.0
21_VN,Carbon Neutral,freight,2045,lt,bev,0.0769828395802313
21_VN,Carbon Neutral,freight,2045,lt,cng,0.0
21_VN,Carbon Neutral,freight,2045,lt,d,0.0
21_VN,Carbon Neutral,freight,2045,lt,fcev,0.0179928785874343
21_VN,Carbon Neutral,freight,2045,lt,g,0.0
21_VN,Carbon Neutral,freight,2045,lt,lpg,0.0
21_VN,Carbon Neutral,freight,2045,lt,phevg,0.0
21_VN,Carbon Neutral,passenger,2045,2w,bev,0.0
21_VN,Carbon Neutral,passenger,2045,2w,g,0.0
21_VN,Carbon Neutral,passenger,2045,bus,bev,0.3147019983325902
21_VN,Carbon Neutral,passenger,2045,bus,cng,4.692717848275862e-05
21_VN,Carbon Neutral,passenger,2045,bus,d,0.003389203201563968
21_VN,Carbon Neutral,passenger,2045,bus,fcev,0.015853638020332815
21_VN,Carbon Neutral,passenger,2045,bus,g,0.0
21_VN,Carbon Neutral,passenger,2045,bus,lpg,1.75495159754061e-05
21_VN,Carbon Neutral,passenger,2045,lt,bev,0.20674104853029746
21_VN,Carbon Neutral,passenger,2045,lt,cng,0.0
21_VN,Carbon Neutral,passenger,2045,lt,d,0.0
20_USA,Reference,passenger,2045,bus,phevd,1.1787412853435257e-05
21_VN,Carbon Neutral,passenger,2045,lt,g,0.0
21_VN,Carbon Neutral,freight,2045,ht,g,0.0006178810201311106
19_THA,Carbon Neutral,passenger,2045,lv,d,0.0
21_VN,Reference,passenger,2045,2w,bev,0.6106578836058596
21_VN,Reference,freight,2045,ht,cng,0.0
21_VN,Carbon Neutral,passenger,2045,lv,cng,0.0
21_VN,Carbon Neutral,passenger,2045,lv,d,0.0
21_VN,Carbon Neutral,passenger,2045,lv,fcev,0.021055922367150145
21_VN,Carbon Neutral,passenger,2045,lv,g,0.0
21_VN,Carbon Neutral,passenger,2045,lv,lpg,0.0
21_VN,Carbon Neutral,passenger,2045,lv,phevg,0.0
21_VN,Carbon Neutral,freight,2045,ht,phevd,0.0
21_VN,Carbon Neutral,passenger,2045,bus,phevd,0.0
21_VN,Reference,freight,2045,ht,bev,0.1646854587821076
21_VN,Reference,freight,2045,ht,d,0.6956493805656114
21_VN,Reference,freight,2045,lt,phevg,1.1811706777208148e-05
21_VN,Reference,freight,2045,ht,fcev,0.03527786629824021
21_VN,Reference,freight,2045,ht,g,0.007027050048041256
21_VN,Reference,freight,2045,ht,lpg,0.0
21_VN,Reference,freight,2045,lt,bev,0.03072118162046846
21_VN,Reference,freight,2045,lt,cng,0.0
21_VN,Reference,freight,2045,lt,d,0.05912442120150581
21_VN,Reference,freight,2045,lt,fcev,0.003246756916022952
21_VN,Carbon Neutral,passenger,2045,lt,phevg,0.0
21_VN,Reference,passenger,2045,2w,g,0.0
21_VN,Reference,passenger,2045,bus,bev,0.008477795062851214
21_VN,Reference,freight,2045,lt,g,0.004256072861225087
21_VN,Reference,freight,2045,ht,phevd,0.0
21_VN,Carbon Neutral,passenger,2045,lv,bev,0.4283757695306234
21_VN,Reference,passenger,2045,bus,cng,5.6135906959093294e-05
21_VN,Reference,passenger,2045,bus,d,0.005832980357671663
21_VN,Reference,passenger,2045,bus,fcev,0.0005746136547448285
21_VN,Reference,passenger,2045,bus,g,0.0
11_MEX,Reference,freight,2045,ht,cng,0.009737480474520764
21_VN,Reference,passenger,2045,lt,bev,0.05345887722662194
21_VN,Reference,passenger,2045,lt,cng,0.0
21_VN,Reference,passenger,2045,lt,d,0.047555621782869165
21_VN,Reference,passenger,2045,lt,fcev,0.0036516247581455307
21_VN,Reference,passenger,2045,bus,lpg,2.4677442333445826e-05
21_VN,Reference,passenger,2045,lt,lpg,0.0
21_VN,Reference,passenger,2045,lt,phevg,1.0644763168957502e-05
21_VN,Reference,passenger,2045,lv,bev,0.1956885200774656
21_VN,Reference,passenger,2045,lv,cng,0.0
21_VN,Reference,passenger,2045,lv,d,0.0019188231932778584
21_VN,Reference,passenger,2045,lv,fcev,0.006870823369588078
21_VN,Reference,passenger,2045,lv,g,0.06165629005089168
21_VN,Reference,passenger,2045,lv,lpg,0.0
21_VN,Reference,passenger,2045,lv,phevg,0.0
21_VN,Reference,passenger,2045,lt,g,0.0035646887475513493
01_AUS,Carbon Neutral,freight,2046,ht,lpg,0.0
01_AUS,Carbon Neutral,freight,2046,ht,g,0.0
01_AUS,Carbon Neutral,freight,2046,ht,fcev,0.08013408426457687
01_AUS,Carbon Neutral,passenger,2046,lt,bev,0.18715983348689078
01_AUS,Carbon Neutral,freight,2046,ht,cng,0.0
01_AUS,Carbon Neutral,freight,2046,ht,bev,0.2713765343552471
01_AUS,Carbon Neutral,freight,2046,lt,fcev,0.103355694404846
01_AUS,Carbon Neutral,freight,2046,ht,d,0.0
01_AUS,Carbon Neutral,freight,2046,lt,bev,0.54513368697533
01_AUS,Carbon Neutral,passenger,2046,bus,d,0.0
01_AUS,Carbon Neutral,freight,2046,lt,d,0.0
01_AUS,Carbon Neutral,freight,2046,lt,g,0.0
01_AUS,Carbon Neutral,passenger,2046,bus,lpg,0.0
01_AUS,Carbon Neutral,freight,2046,lt,lpg,0.0
