,vehicle_type,transport_type,economy,date,medium,measure,unit,fuel,comment,scope,frequency,dataset,drive,value
47782,2w,passenger,20_USA,2017,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47783,2w,passenger,20_USA,2018,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47784,2w,passenger,20_USA,2019,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47785,2w,passenger,20_USA,2020,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47786,2w,passenger,20_USA,2021,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47787,2w,passenger,20_USA,2022,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47788,2w,passenger,20_USA,2023,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
48349,2w,passenger,20_USA,2010,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48350,2w,passenger,20_USA,2011,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48351,2w,passenger,20_USA,2012,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48352,2w,passenger,20_USA,2013,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48353,2w,passenger,20_USA,2014,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48354,2w,passenger,20_USA,2015,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48355,2w,passenger,20_USA,2016,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48356,2w,passenger,20_USA,2017,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48357,2w,passenger,20_USA,2018,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48358,2w,passenger,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48359,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48360,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48361,2w,passenger,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48362,2w,passenger,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48363,2w,passenger,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48364,2w,passenger,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48365,2w,passenger,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48366,2w,passenger,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48367,2w,passenger,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48368,2w,passenger,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48369,2w,passenger,20_USA,2016,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48370,2w,passenger,20_USA,2017,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48371,2w,passenger,20_USA,2018,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48372,2w,passenger,20_USA,2019,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48373,2w,passenger,20_USA,2020,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48374,2w,passenger,20_USA,2021,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48375,2w,passenger,20_USA,2022,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48376,2w,passenger,20_USA,2023,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,671060281.345073
48937,2w,passenger,20_USA,2010,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48938,2w,passenger,20_USA,2011,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48939,2w,passenger,20_USA,2012,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48940,2w,passenger,20_USA,2013,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48941,2w,passenger,20_USA,2014,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48942,2w,passenger,20_USA,2015,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48943,2w,passenger,20_USA,2016,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48944,2w,passenger,20_USA,2017,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48945,2w,passenger,20_USA,2018,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48946,2w,passenger,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48947,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48948,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48949,2w,passenger,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48950,2w,passenger,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48951,2w,passenger,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48952,2w,passenger,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48953,2w,passenger,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48954,2w,passenger,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48955,2w,passenger,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48956,2w,passenger,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48957,2w,passenger,20_USA,2016,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48958,2w,passenger,20_USA,2017,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48959,2w,passenger,20_USA,2018,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48960,2w,passenger,20_USA,2019,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48961,2w,passenger,20_USA,2020,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48962,2w,passenger,20_USA,2021,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48963,2w,passenger,20_USA,2022,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
48964,2w,passenger,20_USA,2023,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,593888348.99039
49525,2w,passenger,20_USA,2010,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49526,2w,passenger,20_USA,2011,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49527,2w,passenger,20_USA,2012,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49528,2w,passenger,20_USA,2013,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49529,2w,passenger,20_USA,2014,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49530,2w,passenger,20_USA,2015,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49531,2w,passenger,20_USA,2016,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49532,2w,passenger,20_USA,2017,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49533,2w,passenger,20_USA,2018,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49534,2w,passenger,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49535,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49536,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49537,2w,passenger,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49538,2w,passenger,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49539,2w,passenger,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49540,2w,passenger,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49541,2w,passenger,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49542,2w,passenger,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49543,2w,passenger,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49544,2w,passenger,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49545,2w,passenger,20_USA,2016,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49546,2w,passenger,20_USA,2017,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49547,2w,passenger,20_USA,2018,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49548,2w,passenger,20_USA,2019,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49549,2w,passenger,20_USA,2020,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49550,2w,passenger,20_USA,2021,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49551,2w,passenger,20_USA,2022,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
49552,2w,passenger,20_USA,2023,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,593888348.99039
