,date,medium,measure,transport_type,unit,vehicle_type,scope,frequency,economy,fuel,comment,dataset,drive,value
37,1996,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
38,1997,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
39,1998,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
40,1999,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
41,2000,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
42,2001,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
43,2002,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
44,2003,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
45,2004,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
46,2005,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
47,2006,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
48,2007,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
49,2008,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
50,2009,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
51,2010,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
52,2011,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
53,2012,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
54,2013,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
55,2014,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
56,2015,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
57,2016,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
58,2017,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
59,2018,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
60,1990,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
61,1991,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
62,1992,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
63,1993,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
64,1994,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
65,1995,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
66,1996,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
67,1997,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
68,1998,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
69,1999,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
70,2000,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
71,2001,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
72,2002,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
73,2003,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
74,2004,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
75,2005,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
76,2006,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
77,2007,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
78,2008,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
79,2009,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
80,2010,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
81,2011,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
82,2012,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
83,2013,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
84,2014,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
85,2015,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
86,2016,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
87,2017,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
88,2018,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
89,2019,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
90,2020,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
91,2017,air,stocks,freight,stocks,all,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
92,2017,air,stocks,passenger,stocks,all,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
93,2017,rail,stocks,freight,stocks,all,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
94,2017,rail,stocks,passenger,stocks,all,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
95,2017,ship,stocks,freight,stocks,all,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
96,2017,ship,stocks,passenger,stocks,all,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
97,2017,road,stocks,freight,stocks,lcv,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
98,2017,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
99,2017,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
100,1990,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
101,1991,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
102,1992,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
103,1993,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
104,1994,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
105,1995,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
106,1996,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
107,1997,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
108,1998,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
109,1999,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
110,2000,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
111,2001,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
112,2002,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
113,2003,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
114,2004,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
115,2005,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
116,2006,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
117,2007,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
118,2008,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
119,2009,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
120,2010,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
121,2011,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
122,2012,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
123,2013,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
124,2014,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
125,2015,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
126,2016,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
127,2017,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
128,2018,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
129,2019,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
130,2020,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
131,1990,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
132,1991,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
133,1992,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
134,1993,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
135,1994,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
136,1995,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
137,1996,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
138,1997,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
139,1998,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
140,1999,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
141,2000,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
142,2001,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
143,2002,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
144,2003,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
145,2004,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
146,2005,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
147,2006,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
148,2007,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
149,2008,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
150,2009,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
151,2010,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
152,2011,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
153,2012,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
154,2013,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
155,2014,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
156,2015,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
157,2016,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
158,2017,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
159,2018,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
160,1990,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
161,1991,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
162,1992,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
163,1993,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
164,1994,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
165,1995,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
166,1996,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
167,1997,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
168,1998,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
169,1999,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
170,2000,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
171,2001,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
172,2002,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
173,2003,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
174,2004,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
175,2005,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
176,2006,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
177,2007,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
178,2008,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
179,2009,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
180,2010,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
181,2011,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
182,2012,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
183,2013,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
184,2014,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
185,2015,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
186,2016,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
187,2017,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
188,2018,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
189,2019,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
190,2020,road,stocks,combined,stocks,all,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
191,2017,air,stocks,freight,stocks,all,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
192,2017,air,stocks,passenger,stocks,all,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
193,2017,rail,stocks,freight,stocks,all,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
194,2017,rail,stocks,passenger,stocks,all,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
195,2017,ship,stocks,freight,stocks,all,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
196,2017,ship,stocks,passenger,stocks,all,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
197,2017,road,stocks,freight,stocks,lcv,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
198,2017,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
199,2017,road,stocks,passenger,stocks,bus,national,yearly,07_INA,all,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
200,1990,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,6082966.0
201,1991,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,6494871.0
202,1992,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,6941000.0
203,1993,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,7355114.0
204,1994,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,8134903.0
205,1995,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,9076831.0
206,1996,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,10090805.0
207,1997,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,11735797.0
208,1998,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,12628991.0
209,1999,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,13053148.0
210,2000,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,13563017.0
211,2001,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,15275073.0
212,2002,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,17002130.0
213,2003,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,19976376.0
214,2004,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,23061021.0
215,2005,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,28531831.0
216,2006,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,32528758.0
217,2007,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,41955128.0
218,2008,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,47683681.0
219,2009,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,52767093.0
220,2010,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,61078188.0
221,2011,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,68839341.0
222,2012,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,77755658.0
223,2013,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,86253257.0
224,2014,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,94243031.0
225,2015,road,stocks,passenger,stocks,2w,national,yearly,07_INA,all,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,100457355.0
