Economy,Date,Scope,Frequency,Transport Type,Medium,Vehicle Type,Drive,Drive_proportion,Value,Dataset,Source
12_NZ,2019-12-31,National,Yearly,passenger,road,ldv,bev,0.0038329194212563225,14004.291694411171,LdvEv_est,8th/IeaEv
12_NZ,2019-12-31,National,Yearly,passenger,road,ldv,cng,1.1708791439919555e-05,42.7802707785368,LdvEv_est,8th/IeaEv
12_NZ,2019-12-31,National,Yearly,passenger,road,ldv,d,0.17507366177433203,639664.5371409357,LdvEv_est,8th/IeaEv
12_NZ,2019-12-31,National,Yearly,passenger,road,ldv,g,0.8133683521149587,2971794.1877021994,LdvEv_est,8th/IeaEv
12_NZ,2019-12-31,National,Yearly,passenger,road,ldv,lpg,0.00047025773992421095,1718.1750612682104,LdvEv_est,8th/IeaEv
12_NZ,2019-12-31,National,Yearly,passenger,road,ldv,phevg,0.002440057676584166,8915.209452243449,LdvEv_est,8th/IeaEv
20_USA,2019-12-31,National,Yearly,passenger,road,ldv,bev,0.003826188440970765,851203.4799721357,LdvEv_est,8th/IeaEv
20_USA,2019-12-31,National,Yearly,passenger,road,ldv,cng,0.0012125979102909435,269763.9117807573,LdvEv_est,8th/IeaEv
20_USA,2019-12-31,National,Yearly,passenger,road,ldv,d,0.005892948636406864,1310990.9415057222,LdvEv_est,8th/IeaEv
20_USA,2019-12-31,National,Yearly,passenger,road,ldv,fcev,6.375864299130635e-05,14184.240956708192,LdvEv_est,8th/IeaEv
20_USA,2019-12-31,National,Yearly,passenger,road,ldv,g,0.9802512220665972,218074270.08438912,LdvEv_est,8th/IeaEv
20_USA,2019-12-31,National,Yearly,passenger,road,ldv,lpg,0.0008152521175254503,181367.29285509285,LdvEv_est,8th/IeaEv
20_USA,2019-12-31,National,Yearly,passenger,road,ldv,phevg,0.002065026935874166,459401.8672029429,LdvEv_est,8th/IeaEv
01_AUS,2020-12-31,National,Yearly,passenger,road,ldv,bev,0.0013713374544822713,23156.138216921463,LdvEv_est,8th/IeaEv
01_AUS,2020-12-31,National,Yearly,passenger,road,ldv,cng,0.002060592017425262,34794.7570513916,LdvEv_est,8th/IeaEv
01_AUS,2020-12-31,National,Yearly,passenger,road,ldv,d,0.17178803235567372,2900779.3874796294,LdvEv_est,8th/IeaEv
01_AUS,2020-12-31,National,Yearly,passenger,road,ldv,g,0.7973887206012903,13464551.242661592,LdvEv_est,8th/IeaEv
01_AUS,2020-12-31,National,Yearly,passenger,road,ldv,lpg,0.020006332332981287,337823.0465462494,LdvEv_est,8th/IeaEv
01_AUS,2020-12-31,National,Yearly,passenger,road,ldv,phevg,0.00409973430720871,69227.31816307067,LdvEv_est,8th/IeaEv
03_CDA,2020-12-31,National,Yearly,passenger,road,ldv,bev,0.0050720185879898115,124726.76482802707,LdvEv_est,8th/IeaEv
03_CDA,2020-12-31,National,Yearly,passenger,road,ldv,cng,0.002344034840342781,57642.51002006054,LdvEv_est,8th/IeaEv
03_CDA,2020-12-31,National,Yearly,passenger,road,ldv,d,0.012232566361528712,300812.86204874044,LdvEv_est,8th/IeaEv
03_CDA,2020-12-31,National,Yearly,passenger,road,ldv,fcev,2.101025619892284e-05,516.6663407158852,LdvEv_est,8th/IeaEv
03_CDA,2020-12-31,National,Yearly,passenger,road,ldv,g,0.9644364518671189,23716600.48889565,LdvEv_est,8th/IeaEv
03_CDA,2020-12-31,National,Yearly,passenger,road,ldv,lpg,0.005793749535699126,142474.95810105803,LdvEv_est,8th/IeaEv
03_CDA,2020-12-31,National,Yearly,passenger,road,ldv,phevg,0.0032487663140910224,79890.89649599313,LdvEv_est,8th/IeaEv
04_CHL,2020-12-31,National,Yearly,passenger,road,ldv,bev,0.0001673747086617981,775.7995163665523,LdvEv_est,8th/IeaEv
04_CHL,2020-12-31,National,Yearly,passenger,road,ldv,cng,0.0030019607961198876,13914.406497860067,LdvEv_est,8th/IeaEv
