,vehicle_type,transport_type,economy,date,medium,measure,unit,fuel,comment,scope,frequency,dataset,drive,value
84,all,passenger,20_USA,1996,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,30.965172377141677
85,all,passenger,20_USA,1997,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,29.07666034262676
86,all,passenger,20_USA,1998,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,26.7546196487829
87,all,passenger,20_USA,1999,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,26.206788650674348
88,all,passenger,20_USA,2000,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,28.91845166322751
89,all,passenger,20_USA,2001,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,28.20474629269433
90,all,passenger,20_USA,2002,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,29.626257373915852
91,all,passenger,20_USA,2003,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,29.741723065348797
92,all,passenger,20_USA,2004,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,31.71355344230165
93,all,passenger,20_USA,2005,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,35.26911706251252
94,all,passenger,20_USA,2006,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,39.11099706177051
95,all,passenger,20_USA,2007,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,37.83806269369724
96,all,passenger,20_USA,2008,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,29.85887497400028
97,all,passenger,20_USA,2009,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,24.2297139449332
98,all,passenger,20_USA,2010,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,25.58970708347477
99,all,passenger,20_USA,2011,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,33.8888425479953
100,all,passenger,20_USA,2012,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,29.9140177217354
101,all,passenger,20_USA,2013,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,32.3970410497285
102,all,passenger,20_USA,2014,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,32.70052682240077
103,all,passenger,20_USA,2015,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,35.24976183175223
104,all,passenger,20_USA,2016,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,34.74603825447642
105,all,passenger,20_USA,2017,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,34.71871318986707
106,all,passenger,20_USA,2018,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,41.658264397616335
107,all,passenger,20_USA,2019,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,40.5630880185155
108,all,passenger,20_USA,2020,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,31.72292411629805
109,all,passenger,20_USA,1980,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,9003.218987930997
110,all,passenger,20_USA,1981,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,9047.239989560603
111,all,passenger,20_USA,1982,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,9025.06027732617
112,all,passenger,20_USA,1983,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,9241.468666768467
113,all,passenger,20_USA,1984,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,9295.954743888968
114,all,passenger,20_USA,1985,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,9331.20278422397
115,all,passenger,20_USA,1986,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,9565.18312878157
116,all,passenger,20_USA,1987,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,9883.32663020997
117,all,passenger,20_USA,1988,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,10311.509619449338
118,all,passenger,20_USA,1989,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,10370.94187652822
119,all,passenger,20_USA,1990,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,10188.232435923012
120,all,passenger,20_USA,1991,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,10060.97841177029
121,all,passenger,20_USA,1992,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,10366.399916618806
122,all,passenger,20_USA,1993,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,10634.39012688568
123,all,passenger,20_USA,1994,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,11017.608492695992
124,all,passenger,20_USA,1995,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,11322.297762460215
125,all,passenger,20_USA,1996,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,11565.092540729744
126,all,passenger,20_USA,1997,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,11822.023274837358
127,all,passenger,20_USA,1998,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,12227.940574218355
128,all,passenger,20_USA,1999,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,12596.224933673817
129,all,passenger,20_USA,2000,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,12775.179796757182
130,all,passenger,20_USA,2001,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,12882.326355024335
131,all,passenger,20_USA,2002,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,13213.663210966384
132,all,passenger,20_USA,2003,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,13520.896019931926
133,all,passenger,20_USA,2004,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,13689.341989576473
134,all,passenger,20_USA,2005,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,13800.3362332983
135,all,passenger,20_USA,2006,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,13908.254202998269
136,all,passenger,20_USA,2007,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,14002.147701153164
137,all,passenger,20_USA,2008,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,13486.052394889835
138,all,passenger,20_USA,2009,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,12989.145785965298
139,all,passenger,20_USA,2010,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,13469.60754923092
140,all,passenger,20_USA,2011,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,12937.833034727204
141,all,passenger,20_USA,2012,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,12796.33939321748
142,all,passenger,20_USA,2013,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,13212.783694262447
143,all,passenger,20_USA,2014,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,13192.349306707649
144,all,passenger,20_USA,2015,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,13643.382022925114
145,all,passenger,20_USA,2016,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,13760.408346572904
146,all,passenger,20_USA,2017,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,13785.448952724542
147,all,passenger,20_USA,2018,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,13928.483959278434
148,all,passenger,20_USA,2019,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,13838.877075794227
149,all,passenger,20_USA,2020,road,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,12231.16449431523
150,all,passenger,20_USA,1980,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,36.068394562648514
151,all,passenger,20_USA,1981,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,35.61336855891451
152,all,passenger,20_USA,1982,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,40.10295846242333
153,all,passenger,20_USA,1983,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,23.631017127252477
154,all,passenger,20_USA,1984,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,112.20941252080476
155,all,passenger,20_USA,1985,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,141.57375729510562
156,all,passenger,20_USA,1986,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,120.39988058801676
157,all,passenger,20_USA,1987,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,128.2566629191572
158,all,passenger,20_USA,1988,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,125.465836762922
159,all,passenger,20_USA,1989,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,121.67395339847197
160,all,passenger,20_USA,1990,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,116.75276526340808
161,all,passenger,20_USA,1991,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,110.45215973101118
162,all,passenger,20_USA,1992,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,129.5723554414206
163,all,passenger,20_USA,1993,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,129.05415969434156
164,all,passenger,20_USA,1994,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,87.63275428557888
165,all,passenger,20_USA,1995,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,100.67926896516023
166,all,passenger,20_USA,1996,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,94.15738732065418
167,all,passenger,20_USA,1997,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,90.44078345826192
168,all,passenger,20_USA,1998,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,86.65230672182653
169,all,passenger,20_USA,1999,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,97.38651879173952
170,all,passenger,20_USA,2000,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,102.8843340797753
171,all,passenger,20_USA,2001,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,90.6297436235859
172,all,passenger,20_USA,2002,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,96.4194034898966
173,all,passenger,20_USA,2003,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,99.33147587508677
174,all,passenger,20_USA,2004,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,95.9943879678622
