Measure,Medium,Value,Unit,Economy,Transport Type,Vehicle Type,Fuel_Type,Source,Comments,Scope,Drive,Frequency,Date,Dataset
freight_tonne_km,road,110518788923.40259,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,1996-12-31,ATO
freight_tonne_km,road,116787335416.3016,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,1997-12-31,ATO
freight_tonne_km,road,122547196762.6788,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,1998-12-31,ATO
freight_tonne_km,road,128241540135.2394,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,1999-12-31,ATO
freight_tonne_km,road,134928760590.5903,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2000-12-31,ATO
freight_tonne_km,road,139172765306.21802,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2001-12-31,ATO
freight_tonne_km,road,146196923343.92252,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2002-12-31,ATO
freight_tonne_km,road,150583782035.7078,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2003-12-31,ATO
freight_tonne_km,road,158821084543.8619,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2004-12-31,ATO
freight_tonne_km,road,162303280812.9418,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2005-12-31,ATO
freight_tonne_km,road,168103434756.9023,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2006-12-31,ATO
freight_tonne_km,road,176002128236.10052,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2007-12-31,ATO
freight_tonne_km,road,183537028269.6792,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2008-12-31,ATO
freight_tonne_km,road,183366472816.5465,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2009-12-31,ATO
freight_tonne_km,road,181480736213.42682,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2010-12-31,ATO
freight_tonne_km,road,191590116839.02582,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2011-12-31,ATO
freight_tonne_km,road,199549972988.12408,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2012-12-31,ATO
freight_tonne_km,road,199204628440.24478,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2013-12-31,ATO
freight_tonne_km,road,200828125707.0224,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2014-12-31,ATO
freight_tonne_km,road,202454020302.5807,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2015-12-31,ATO
freight_tonne_km,road,204768824144.9295,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2016-12-31,ATO
freight_tonne_km,road,208504168059.5099,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2017-12-31,ATO
freight_tonne_km,road,214211292319.2674,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2018-12-31,ATO
freight_tonne_km,road,220462890765.5745,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2019-12-31,ATO
freight_tonne_km,road,222937628982.74402,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2020-12-31,ATO
freight_tonne_km,road,230114846006.3922,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2021-12-31,ATO
freight_tonne_km,road,234647695444.2472,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2022-12-31,ATO
freight_tonne_km,road,241800000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,all,Yearly,2023-12-31,ATO
freight_tonne_km,rail,440500104219.343,freight_tonne_km,01_AUS,freight,all,all,"UN Statistics Division, ITF",,National,rail,Yearly,2018-12-31,ATO
freight_tonne_km,rail,26241000000.0,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,1995-12-31,ATO
freight_tonne_km,rail,26368000000.0,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,1996-12-31,ATO
freight_tonne_km,rail,28408000000.0,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,1997-12-31,ATO
freight_tonne_km,rail,30119000000.0,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,1998-12-31,ATO
freight_tonne_km,rail,31182000000.0,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,1999-12-31,ATO
freight_tonne_km,rail,33592000000.0,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2000-12-31,ATO
freight_tonne_km,rail,38049000000.0,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2001-12-31,ATO
freight_tonne_km,rail,40628000000.0,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2002-12-31,ATO
freight_tonne_km,rail,41314000000.0,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2003-12-31,ATO
freight_tonne_km,rail,42300000000.0,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2004-12-31,ATO
freight_tonne_km,rail,46164000000.0,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2005-12-31,ATO
freight_tonne_km,rail,46486440121.6511,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2006-12-31,ATO
freight_tonne_km,rail,60126183392.252495,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2007-12-31,ATO
freight_tonne_km,rail,61088579935.1659,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2008-12-31,ATO
freight_tonne_km,rail,62083445295.8684,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2009-12-31,ATO
freight_tonne_km,rail,64171655880.9923,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2010-12-31,ATO
freight_tonne_km,rail,59649184619.7319,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2011-12-31,ATO
freight_tonne_km,rail,6023000000.0,freight_tonne_km,01_AUS,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2012-12-31,ATO
freight_tonne_km,rail,91123444479.06903,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,1990-12-31,ATO
freight_tonne_km,rail,99312486017.29648,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,1991-12-31,ATO
freight_tonne_km,rail,100788174783.3369,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,1992-12-31,ATO
freight_tonne_km,rail,104217321301.25659,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,1993-12-31,ATO
freight_tonne_km,rail,106194967083.8694,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,1994-12-31,ATO
freight_tonne_km,rail,110254775067.24341,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,1995-12-31,ATO
freight_tonne_km,rail,119618819237.06241,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,1996-12-31,ATO
freight_tonne_km,rail,125587049805.641,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,1997-12-31,ATO
freight_tonne_km,rail,127963193568.31871,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,1998-12-31,ATO
freight_tonne_km,rail,133567952457.88582,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,1999-12-31,ATO
freight_tonne_km,rail,137533953000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2000-12-31,ATO
freight_tonne_km,rail,150512645200.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2001-12-31,ATO
freight_tonne_km,rail,160580220000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2002-12-31,ATO
freight_tonne_km,rail,168700220000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2003-12-31,ATO
freight_tonne_km,rail,183944190000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2004-12-31,ATO
freight_tonne_km,rail,189424710000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2005-12-31,ATO
freight_tonne_km,rail,198961150000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2006-12-31,ATO
freight_tonne_km,rail,218683500000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2007-12-31,ATO
freight_tonne_km,rail,237163000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2008-12-31,ATO
freight_tonne_km,rail,258624000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2009-12-31,ATO
freight_tonne_km,rail,261830583289.1035,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2010-12-31,ATO
freight_tonne_km,rail,290677243003.7408,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2011-12-31,ATO
freight_tonne_km,rail,318965469233.4194,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2012-12-31,ATO
freight_tonne_km,rail,367726201468.4323,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2013-12-31,ATO
freight_tonne_km,rail,401597315059.5125,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2014-12-31,ATO
freight_tonne_km,rail,413937481108.9041,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2015-12-31,ATO
freight_tonne_km,rail,424333746372.9937,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2016-12-31,ATO
freight_tonne_km,rail,433295890619.81006,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2017-12-31,ATO
freight_tonne_km,rail,438521173864.896,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2018-12-31,ATO
freight_tonne_km,rail,434300326406.1922,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2019-12-31,ATO
freight_tonne_km,rail,432714547752.6087,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2020-12-31,ATO
freight_tonne_km,rail,440732852054.8431,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2021-12-31,ATO
freight_tonne_km,rail,445347690771.94666,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,rail,Yearly,2022-12-31,ATO
freight_tonne_km,ship,94199999999.99998,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,1990-12-31,ATO
freight_tonne_km,ship,93799999999.99998,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,1991-12-31,ATO
freight_tonne_km,ship,96399999999.99998,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,1992-12-31,ATO
freight_tonne_km,ship,96000000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,1993-12-31,ATO
freight_tonne_km,ship,98800000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,1994-12-31,ATO
freight_tonne_km,ship,109200000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,1995-12-31,ATO
freight_tonne_km,ship,106081130000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,1996-12-31,ATO
freight_tonne_km,ship,112613020000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,1997-12-31,ATO
freight_tonne_km,ship,116940190000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,1998-12-31,ATO
freight_tonne_km,ship,108758530000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,1999-12-31,ATO
freight_tonne_km,ship,108889800000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2000-12-31,ATO
freight_tonne_km,ship,104508820000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2001-12-31,ATO
freight_tonne_km,ship,110504000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2002-12-31,ATO
freight_tonne_km,ship,114854000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2003-12-31,ATO
freight_tonne_km,ship,117265000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2004-12-31,ATO
freight_tonne_km,ship,114072000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2005-12-31,ATO
freight_tonne_km,ship,122188000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2006-12-31,ATO
freight_tonne_km,ship,127574000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2007-12-31,ATO
freight_tonne_km,ship,121905000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2008-12-31,ATO
freight_tonne_km,ship,109621000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2009-12-31,ATO
freight_tonne_km,ship,116201000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2010-12-31,ATO
freight_tonne_km,ship,113345000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2011-12-31,ATO
freight_tonne_km,ship,102526000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2012-12-31,ATO
freight_tonne_km,ship,103994000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2013-12-31,ATO
freight_tonne_km,ship,103844000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2014-12-31,ATO
freight_tonne_km,ship,105253000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2015-12-31,ATO
freight_tonne_km,ship,110106000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2016-12-31,ATO
freight_tonne_km,ship,107481000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2017-12-31,ATO
freight_tonne_km,ship,108794000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2018-12-31,ATO
freight_tonne_km,ship,120707000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2019-12-31,ATO
freight_tonne_km,ship,108947000000.0,freight_tonne_km,01_AUS,freight,all,all,Country Official Statistics,,National,ship,Yearly,2020-12-31,ATO
